Attempt Regex,DeepSeek Output
(ab|ba)(ab|ba)*(aa|ab|bb|ba)*,"positive example:[baaa, babb, abbbbb, abaaaa, abaa, abbb],negative example:[bba, , a, b, bab, baa, bbb, aababb, abaaa, abbbb, aaaa]"
a*|(ab)*|(ba)*,"positive example:[baba, , a, ababab, aaaa, abab],negative example:[bba, bab, baa, ababb, abaaa, abaab, aaaab, abbb, abaa, abba, aabb, baab, babaa, babb, baaa, bbbbaab, aaba, ababa]"
(b+a)*,"positive example:[, bbbaba, (b+a)*, ba],negative example:[aa, bbbab, bab, baa, abaabb]"
1*(0+1+0*)|0*(1+0+0*)*,"positive example: [, 001, 101, 010100, 01110, 11100, 0100010, 010111010, 10], negative example: [011101, 000101, 1, 1110101, 01011101, 100101, 10101, 0101001, 01000101]"
abaa*,"positive example:[abaaa], negative example:[aaa, bb, , ab, a, abbbbaab, aab, abaaaba, ababb, abba, abab, ba]"
a*(b|(b((a*b{2})+a*))+)a*,"positive example:[bbbbabbbbbba, aab, aabbbbabbaabbabb, bbbbaaabbbb, bbbbabbbbaa, baabbbb],negative example:[bba, aa, bbbbbababbab, bbbbbab, aabbbbbbbaaababaabbaa, bbbbbabaaab, baab, bbbbbababab, aabbbbbbbaaaba]"
a*b*(b+ab+ba+b*)*b*a*,"positive example:[babbaa, , aabbbaaaa, aabbb, babbbba, babbaba],negative example:[babaa, aababb, babbabbbaaaabaabba, babbabaab, aababbaabab, babab, babbabaabb, babbbbabab]"
(01)*(10)*,"positive example:[010110, , 01, 0110, 1010],negative example:[011, 000, 001, 101, 1100, 1001, 1000, 1011, 111011, 10101, 010]"
"a*(b|bb{2,})*a*","positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[babbb, bab, aabbbaaabaaba]"
0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example:[101010101010101, 10101110, 00, , 101010101, 10101010, 1110, 1010, 101010101010101010, 101010101010110, 1010101010101010, 101010101010001, 001000111010001110001110001010001110111000111, 1010001, 001, 10101010101110, 101, 1010101010101010001, 1010101010101010101, 10101010101, 1010101, 1010101010],negative example:[1010101010111010101010, 1010101011101010101010, 101010101010101101010, 0010001110001011100010100011101010111000, 1010101010101010111010, 1010101010001010101010, 1010100010101010101010, 0010001110001011100010100011101010111011, 1010101010101010001010, 1010101010101010100010, 1010101010101000101010, 101011010101010101010, 10101010101010101010, 1110101010101010101010]"
1+(11)*,"positive example:[111, 1+(11)*],negative example:[00, , 01, 101, 1001100, 1110]"
(0+1)*11,"positive example:[11, 0111, 00010111],negative example:[011, 01, 1010011, 100, 00010, 1101, 1100, 1111, 1110]"
[0-1]([0-1])?([0-1])?,"positive example:[000, 00, 0, 11, 111, 1],negative example:[, 000011, 00010, 11100, 1111100, 11110, 111011, 00000, 0001100]"
a*|baa*,"positive example:[aa, , baaa],negative example:[bba, babbb, ab, bab, b, bbb, aab, baaababaa]"
(b?)*b(a|b)*|(a|b)*b(b?)*,"positive example:[baa, bbb, abaab, aaabab, abbbab],negative example:[, aaaba, abbbaba, abaa]"
(b*(bb)*a*(bb)*)ba*,"positive example:[babbb, bab, bbb, abaaa, abbba, abbbbb, bbbaaaba, abbb, aaab, ba],negative example:[aaa, , ababaabba, ababb, abbbb, aaabbbba, bbbabbaa, abba, baaabba, babba, babab, abaaab, abbbab, babbab]"
(01)*(10)*,"positive example:[010110, , 01, 0110, 1010],negative example:[110, 000, 011, 001, 101, 1001, 1000, 1011, 1111001, 10100, 010]"
(01)|(01)*,"positive example:[, 01, 0101, (01)|(01)*],negative example:[011, 000, 100, 111, 001, 010]"
(((a|b)a*b)(a(a|b)a*ba)*)?,"positive example:[, bbabaabaabba, abaaaabaaaba, abaaba, aaab, bbabba, baab],negative example:[abaababa, abb, a, b, bbabbaa, bbb, abaab, aaabb, bbabaa, bbabaabbbb, bbabbabb, baabb, bbabb, abaaaa, abaabaa, abaaaabbaa]"
(a*ba*)+(a*ba*ba*),"positive example:[baabb, bbaab, aabbbaa, aabbbbb],negative example:[bb, aa, aab, aabbaa, baab]"
(((1*)?)|((11*)?))|((111*)?),"positive example:[11, ],negative example:[011, 1100100]"
(0+1+0+)*|(1+0+1*0+1+)*|1*|0*,"positive example:[11, , 1000011, 0001001110, 10011010011, 1001101011110101, 01000, 0100, 1001, 10011010110111011, 100111101011, 1001101011010001, 1000011001011, 100110101101011], negative example:[11101110001010011, 101011010, 1110111, 00101, 1010, 101011001100, 10101100001011010, 1010110011110, 0111001011, 1010110011010, 1010100, 01001010, 1010110010, 1010111010, 0100001, 10101100100, 10]"
"(a*ab{2,})*","positive example:[abb, , abbabb, aaabbbbaabb],negative example:[babbaa, bb, ab, abbaa, abbabaa, abba, aaabbbbabab]"
(a|ba|b)a*aaa,"positive example:[baaaaa, aaaaaa],negative example:[aa, , aaa, aba, a, b, bbb, baa, aaaba, baaaaabb, aabaa, aaaaaaba, aaaab, baabb, babbb, baaab, ba]"
(a)*(ba)*((ba)*(ba)*)*,"positive example:[baba, aa, , aababa],negative example:[babb, baaa, bbabbaa, bbb, baa, babab, aabab, baab]"
(a*(b)((a)*bb)*(a)*)|(a*),"positive example:[baabb, aa, , bbbbb, bbba, aabbb],negative example:[bbaabbaa, bbbab, aabaabbb, bbbb, bbab]"
(a*b*)a{3},"positive example:[baaa, bbbaaa, abaaa, aabbaaa, aabaaa, aaaaa, aaabaaa, abbaaa, aaaaabbaaa],negative example:[baaaaa, abb, , aa, baaabb, aba, a, baa, aaabb, aaaaaba, aaab, aabb, baabb, babaa, bbba, babbb, aaba, baaba]"
0*1*,"positive example:[00, , 0*1*, 00111],negative example:[110, 101, 001000110]"
a(a+b)a(a|b)*,"positive example:[aabaaa, aababb, aaaaba],negative example:[, abb, bb, aba, a, aab, aaaabbaa, aaaabbbb, aaaa, ba]"
1+(11*),"positive example:[1111], negative example:[000, 110, , 100, 1, 101, 01011, 111101, 1100]"
((aa)|(ab)|(ba)|(bb))*b,"positive example:[abb, baaab, bab, bbabb, aab, bbb, ababb, aaaab],negative example:[aa, aaa, bb, bba, babaa, ab, aba, bbbba, baa, abbba, aabaa, ba]"
a*b*(ab+ba)*b*a*,"positive example:[babbaa, , abb, a, b, ababbabbbaa, baa, abbab, abbabaa, ababbaaa, ababbbba, aaab, ababbaba, abbaabbaa, bbba, ababbaabbaa, abbabbaa, abbabbab, abaaaa, abbaaa, abbbba, abbabb, abbabbbba],negative example:[babbbb, bab, babbaaba, aabbabaab, aabab, aabbabbbbaab, aabbabbabab, aabaab, baab, abab, aabbabbaab, aabbbbaab, babbbbabbbaab, aabbaab, babbaab, aabbabab, babbabab, babbaaab, bbbaaaabbabb, baabaa]"
(b|a)*baa*(b|a)b,"positive example:[baabbaababbabaab, babaab, bababaab, aabbbaabb, aabbbaabbbabaab, baabbaaaabaab, baabbaababbbaab, baabbbbaab, baab],negative example:[baabaabbbabbab, bb, aa, baabaabba, babaa, babab, baabaaaabbbbbabbba, aabaababa, baabaabbbabbaa]"
(((a*)*b)*b)*((a*)+b),"positive example:[bbbaaabbaab, babbababbab, babbb, babbabaaababbab, babbababbbab, ababaabbab, abababbab],negative example:[ababbabbbabb, ababbabbbbba, ababbabbbaa, ababbbabb, abababbaaabba, ababab, abaa]"
b(a|b)*,"positive example:[baa, bbb, b(a|b)*],negative example:[aa, , abbaab]"
"[ab]*b?a{2,}","positive example:[abbaa, aabaa, aabbbaa, abaaaabaa],negative example:[abb, aba, aaba, aaaab, aabb, bbab]"
ab|ab*aaa,"positive example:[ab, abbbbaaa, abaaa, abbaaa, aaaa],negative example:[aaa, , abb, a, baa, aab, bbb, ababb, abbaa, abbab, abaaba, abbbba, abaabb, ababa, abaaaaa, abaaabb]"
(a|bb)*b+a*,"positive example:[baaa, bbba, aabbb, bbaabb],negative example:[bbbab, aa, babb, baaab, bbaabbbab, aababaabba, bbabab]"
0*(0+1*0+|1+0*1+)*0*,"positive example:[, 0101110110, 0101110111, 010, 110, 111, 1010010, 01010, 01011101, 101010101010, 1010101010, 10111, 010101010, 0001100, 10101110, 1000110, 101000, 01001, 0101001, 0101000, 1010100, 101, 01000, 01010100, 0001111],negative example:[101011101, 10101001, 110101, 1110101, 110101010101, 101001, 1000101, 1000, 10110101, 10001010001, 1010001, 1, 1010101, 101110101, 11010001]"
aaa+,"positive example:[aaaaa],negative example:[, aa, abb, aba, a, aaba, baa, bbb, aaaba, aaabb, aaaaab, aabb]"
(0(0|1)*0)|(1(0|1)*0),"positive example:[110, 001100010, 101100010, 010],negative example:[, 0011, 1000101, 1011, 01101, 11101, 0000101]"
aa*b*a*,"positive example:[aba, a, abbbaaa, aaab],negative example:[bb, , ababaa, abaaab, aaabbbabbbab, abab, ba]"
(a*(bb(a*))*b)*,"positive example:[abb, , (a*(bb(a*))*b)*, aaabab, bbab],negative example:[abaaabbba]"
a*(b*aa)*a*,"positive example:[baaaa, baaaaa, aa, , aabaabbbaa, baaaabaa, bbaa, baabaa],negative example:[baabb, baaabb, babb, baaaba, baaab, baaba, aabbbababbaa, baaaaaab, baaaab, ba]"
"a|ba{3,}","positive example:[baaaaa],negative example:[bba, aaa, , abb, b, baa, bbb, baaaaaba, baaaaabb, baba, baaab, babb, baabaa, ba, baabbb]"
b*a*ba*b*,"positive example:[ab, baaaba, babb, bbba, bab, b, abaab, aaabbbb],negative example:[babba, aaa, , aaabaabbbabbaab, bbbabba, bababa, abbaa, abba, baaabba]"
(101)*|(010)*,"positive example:[, 010010, 101101],negative example:[11, 00, 101110, 1001101, 101111, 01001, 010000, 0, 1, 010001, 01011, 01010, 0110, 0111, 10000, 10110, 10101, 10100]"
(a*ba*b*b)*,"positive example:[bb, , babb, bbbabb, abaababbbbbab, aabbb, abbaaabbb, abbabbbaaabab],negative example:[aa, bbbabbaaaba, ab, bbbba, bbabaabab, bbaaabbab, bbab, ba]"
0*|00*|11*|11*00*11*|00*11*00*,"positive example: [, 0, 111, 101, 01000, 01110, 111000111, 00010], negative example: [10100010, 011101, 010001, 01011, 01010, 101011, 101110, 100010, 0001, 1110]"
(aa|bb)*aaa+,"positive example:[aabbbbaaa, bbaaa, aaaabbaaa, aaaaa, aaaaaa],negative example:[bb, aa, aaaba, aaabb, aabaa, aabbb, aaaaaaba, aaaabba, aaaab, aabab, aaaaab, abaa, abbb, aaaaba, ba]"
(aa|bb|ab)*,"positive example:[aa, bb, , ab, abbb, aaaa, aabb, bbbb, bbaa, bbab, abab],negative example:[bba, aaa, abb, baaaba, babb, aba, aab, bbb]"
1(1?)*|0*,"positive example:[000, , 111],negative example:[011, 01, 00010, 111010011, 10]"
1*|((0|1)1(0|1))*,"positive example:[, 11, 010010, 011111, 1111, 110111, 111010, 110010, 111011],negative example:[00, 111100, 1101, 111101, 1100, 1110, 011101101, 01001, 01111, 0100000, 010001101, 0111000]"
001|110|10101,"positive example:[110, 001, 10101],negative example:[00, 11, , 110011001, 01, 101010, 11010, 101000, 101011, 101001, 1110, 1000, 1, 101, 1111, 1001, 10110, 11000, 11011, 10111, 10]"
a*(b*aa)*a,"positive example:[baaaaa, aaa, bbaaa, abaaa, aaabaaa, abbaaa, baaaabaaa, baabaaa, baabbbaaa],negative example:[abaabbbabbbab, abb, bb, baaabb, , baaaba, aaab, baaaaab, abaababaa, abaaba, abaaaa, ba, baaaab]"
(a|b)+b*aa+b+,"positive example:[bbaab, abaab, aaabaaaabaab, babaabbbabbbaab, aabaabbbabbbaab, baabaaaabaab],negative example:[, aaa, bbbab, aaabaaaaba, babb, baa, aaabbbaba, baabaaaaba, abbab, aabb, baabbbaba]"
(b*|a+ab*|aa+b*)(b*|aa*b*|a+ab*)(b*|aa+b*|a+ab*),"positive example:[bb, , a, aab, aabab, aaaa, aaaabbbaaabb, aaba, aababaa, abbbaa, abaabbb, abaaaab, ba],negative example:[babaabbba, babbba, aba, aababab, bbbaaababaaba, babab, abbab, babaaba, babaaaabaa, bababbb, babaabab, aaaabbabab]"
(a|b)?a*b(a|b),"positive example:[bba, bb, abb, aba, bbb, baaaaba, aabb, baaaabb, baba, baabb, babb, aaba, baaba, ba],negative example:[aa, , babaa, ab, babbb, b, bbaaaa, bbbbbb, baabaa, baaaab, baabbb]"
0*(1(11)*0)*,"positive example:[00, , 101110, 1110, 1010, 111110, 001110], negative example:[111, 1110011, 1101, 101011, 1111, 111000010, 1100, 00101, 10110]"
(0|1)|(0*|1*),"positive example:[000, , 111], negative example:[011, 0001, 1000, 1110, 1011, 010]"
((a*)|(ba(a)*)),"positive example:[aaa, , baa],negative example:[abb, bba, ab, bab, b, bbb, aaababbaa, baab]"
0*1*0*1*1*0,"positive example:[0, 00010, 100010, 101110, 0110, 1110, 1010, 010],negative example:[11, , 010101, 0101, 0001, 01010111, 10101, 0101001, 0101000, 0111000111010010]"
0|1|(01|10)*,"positive example:[010110, , 0, 1, 010101, 011001, 0101, 0110, 1001, 1010, 011010],negative example:[101000, 111101, 01001, 01111, 000, 001, 01000, 01110, 1100, 100100, 10011, 10010, 10101, 10100]"
(0*1|10*|0*111+|111+0*|0*10*),"positive example:[100, 001, 111, 1, 011111, 0100, 111000, 111110],negative example:[, 11, 000101, 111001, 1111101, 01101, 01001, 01100, 1010100, 011, 000, 01111101, 011100, 01110, 1101, 1100, 10111, 10001, 11101]"
(1(11)*|0*)(1(11)*|0*)(1(11)*|0*),"positive example:[, 1000111, 1110, 01111, 0, 111, 1011111, 101, 01000, 01110, 0111, 0001, 1100, 1111],negative example:[10101101, 000110, 101000, 101110, 101111, 100011, 101100, 01101, 01100, 0100011, 11111011, 011101, 011110, 0101, 01010, 1101, 11001, 101101, 111011]"
1|(0|1)*1(0|1)1*0*,"positive example:[011, 100, 100100110, 1011, 10010000111, 1001010, 00011, 11101, 010],negative example:[0, , 0110000101001, 1011001, 0111101001, 0001, 1001, 0110010011001, 11001, 01001]"
"ab*b?a{2,}","positive example:[aaaaa, abbaa],negative example:[bbbab, aa, , abb, aaba, baa, aaaba, aaab, aabb, abbaaaabb]"
((0(1*0*)*0)|(1(1*0*)*1))*,"positive example:[11, , 1001110111, 1001110000, 000011, 0110, 1101, 0011, 1100, 0010, 000010],negative example:[110, 0, 001, 1, 11110, 10010, 01101, 00001]"
a+b*a*,"positive example:[a, abaaa, abbba, aaab],negative example:[, aaabbbaaaba, ababb, bbbaab, ba, abab]"
0*1+0*,"positive example:[00111000, 00111, 10],negative example:[00, 101, 100100, 001110011101]"
(ab+ba)*(aa+bb)*,"positive example:[, aabbaaabb, abbbbaabba, aaaabbaabb, aabb, abba],negative example:[abbaaabbbb, ab, a, ababb, abbbb, abbaba, abbaaab, abbaaabaa, abbaaabba, abbabb, abaabaa, abbaaabbaab, abbaaabbba, abbaaabbabb, abbaaabbaaa, abbbbaaaaabab, abbaaabbaba]"
(a*b*)a{3}a*,"positive example:[aaa, baaa, aabaaa, aabbaaa, abaaa, aaabaaa, aaabbaaa, aaaaabaaa, abbaaa, bbbaaaaa],negative example:[abb, bb, aa, , aba, a, aaabaaaaabb, aaabaaab, aaabbba, aaababb, aaaaab, aaabaa, aabb, aaba, aaababa, aaabaabaa, aaabaabbb, aaabaaaaaba, ba]"
"b*a{2,}","positive example:[bbaaaa],negative example:[abb, bba, bb, bbababbaa, aaba, aaaab, aabb]"
(a+b)*(bb+bbb)*(a+b)*,"positive example:[, ab, bbbbbabab, bbbbbaab, bbbbbbbab, aaabab, bbbbbabaab, abbbbbb],negative example:[abb, bb, aba, bab, bbb, aaaba, bbbbab, bbbbaa, bbaa, bbbb, baaabba, bbab, bbbbbbbababbb, bbbab, bbbaa, bbbbbaa, bbbbba, bbbbbabba]"
1+0,"positive example:[1110, 10],negative example:[00, , 01, 111, 101, 10000, 1011, 1010, 111001101]"
1*[11]*,"positive example:[11, ],negative example:[00, 11010011]"
(10|01)*(10|01)*,"positive example: [, 01, 0101, 0110, 1001, 1010, 10], negative example: [000, 011, 100, 001, 101, 111101, 1100, 010]"
((0+1+0+)|(1+0+1+))*,"positive example:[, 010111000111, 0101011010101, 1011, 0101011, 0100101, 010101, 0100101010101, 11011, 010010110110, 0100101101010, 00011100001110000, 010010110100, 010010110001, 01010100101011, 00011100001110011, 010010110111, 010101010],negative example:[00, 11, 010010100010111, 0100101110, 01001010101010, 0101110001110, 010001010, 01001010, 01010, 010101011101010, 01010160, 0101010001, 0100101010001, 10]"
[a-b]*[b]+a{2},"positive example:[babbaa, babaa, aabbbabaa, baaaabaa, baaabaa, baabaa, baabbaa],negative example:[baabb, baaaa, baba, baaab, babb, baaba, aabbbab]"
a*bb*a*bb*,"positive example:[baaab, bbaab, aababbb, bbbbab, bbbb, bbab],negative example:[bba, baba, aa, bbabbba, bbaba, baa, aab, aabbbbaaabaabbaa, bbabab]"
(0*1+0+)*(1*0+1+)*,"positive example:[, 0100, 0001, 0111, 11100, 11101, 10],negative example:[0, 000, 1, 111]"
(01*01*)*,"positive example: [, 01101100, 00010, 0000], negative example: [111, 0001, 10010, 01100, 0011000]"
(ab*b)|(a*),"positive example:[, a, abbb, aaaa],negative example:[bb, aba, aab, aaaabbabb, aabaa, abbbab, abaa, ba]"
(b*(aa?))*,"positive example:[, aaba, (b*(aa?))*, bbbaba, baa],negative example:[bbbab, aabab, baab]"
(b)((a|b)(a|b))*,"positive example:[baaaa, bbbbb, baa, bbb], negative example:[aaa, , baaa, abbab, bbbb]"
0*0?|111*,"positive example:[000, , 1111],negative example:[110, 011, 100, 01, 1, 101, 111100010, 00010, 11011]"
(aaa|aba)*,"positive example:[, abaaba, aaaaaa], negative example:[aa, ab, aaba, baa, bbb, aaab, abbb, abaa, aaaa, abab]"
a*b*a*b*,"positive example:[aa, , baaab, bbba, aab, aababbb],negative example:[baba, babaaa, baaaba, aabbbabbbabbab]"
(ab)*,"positive example:[, ab, abab],negative example:[abb, bb, aba, aaaa, aabb, ba]"
(a+b*bb*)*,"positive example: [, aab, ababbbaaab], negative example: [aa, ababbbaaa, bbbaab, ba]"
(((1+)+)|0)|0*,"positive example:[000, , 111],negative example:[01, 100, 101, 00011001, 1110, 010]"
a*b(aa)*,"positive example:[baaaa, aabaa],negative example:[baba, aa, baaa, babb, bab, aabbaaba, bbbb, baab]"
(a(a+b)a),"positive example:[aaba, aaaaba],negative example:[, aa, bb, a, aabaaa, aababb, aabba, aaaab, aabbb, abaa, abbb, ba]"
a*(b(bb)*)*a*b(bb)*a*,"positive example:[babbb, bbba, babbba, aabaaabaaa, bab, babbbbba, aab],negative example:[baaabb, babbbb, babbaa, babba, aa, aababbbb, bababa, bbbabb, bababbaabb, babaaab, babbbab, babbab]"
0*1(0*|1)1,"positive example:[11, 111, 00101, 10001],negative example:[00, 001, 1101, 1100, 1111, 10110, 1011, 1110, 10101, 10111, 001000, 0010001001100]"
(a*b)*,"positive example:[abb, , aaabab, bbab, (a*b)*],negative example:[abbaaaba]"
0*1*0*10*1*,"positive example:[101, 101001, 00111, 001110001111, 10],negative example:[00, 1010010, 1000110, 001110111101011, 101100, 10110]"
(a|b)*b,"positive example:[baabbbab, (a|b)*b],negative example:[babbbaaa]"
((b)(a))*,"positive example:[baba, , ((b)(a))*, ba],negative example:[abb, bba, bab, bbb, baa, aabaa]"
a*(b+)*a*,"positive example:[aa, , bbba, aab, aabaaa],negative example:[bbbab, babaa, bab, aabaaabbabb]"
1*(10|01)*(10|01)*,"positive example:[, 111, 011001, 0110, 101001, 111010, 10110, 100101, 10101, 011010, 10],negative example:[001101, 101110, 101111, 1000, 1011, 10011011, 01100, 010, 1010111, 010111, 0000, 0100, 0111, 101101, 10100, 11101000]"
"(a|b)*b*a{2,}","positive example:[abbaabaa, baaaabaa, abaa, baabbaa],negative example:[abb, aab, aabbb, abaaaaba]"
((b)(a))+,"positive example:[baba],negative example:[aa, bba, , babaa, babb, baaa, bab, bbb, baa, abaabb, baab]"
a*|b(bb*|a*)*,"positive example:[aaa, , baa, bbb],negative example:[ababaa, abbb, aaab]"
(ab|ba|b)*,"positive example:[bbbab, baabb, abb, , ab, ababb, ba],negative example:[aaa, baaa, aba, baa, aabaabb, abbaaa, bbbabaaa, abaa]"
(a*b*(baa+)+a*b*)*b+,"positive example:[bbbaabaaaabbbabbbaaab, baabaababaab, bbb, abaab, aaabaab, abbaab, baab, baabaab],negative example:[aaa, , aba, ab, bbba, abaabaabababbb, bab, baa, abaaba, abaabaabababaaba, aaabbbaaaabaabbbabb, abaabaaa]"
(0*1|10*|0*111+),"positive example:[111, 1, 011111, 0001, 1000],negative example:[, 1110, 00011010011, 1010, 00011, 01100, 010, 110, 000, 01111101, 011100, 01110, 0101, 0100, 10001]"
a*(b*aaaa*)*,"positive example:[, aabbbaaaa, baaabaaa], negative example:[baabb, baaaba, aabbbabaa, baaba, baa, aabbbabbb, aabbb, baaaaba]"
(a|bb|b)*b,"positive example:[baabbbab, (a|bb|b)*b], negative example:[baabbbaba]"
ab*,"positive example:[abb, ab*],negative example:[bb, , aabbab, aaaa, abba, ba]"
a*(b+a)*(bb)*(b+a)*,"positive example:[babba, aa, , bbba, bbaba, aababb, bbbb],negative example:[bbbab, bbaabbab, babbb, bbbbb, bbb, baa, aabab, bbaaaa, bbabab]"
(0*10*10*)*,"positive example:[000100111, 011, 11, , 0110011, 101, 11101],negative example:[010011, 0, 111, 01100111, 0001, 1110, 10]"
bb*b+,"positive example:[bbbb],negative example:[bba, , ab, bab, b, baa, aabbaa, bbbbaa, bbab]"
(0*|(01)*)*,"positive example: [, 01, 00010, (0*|(01)*)*], negative example: [011, 0001011, 100, 11011]"
a*ba*|a*bbb*a,"positive example:[bba, baaa, aab, aabbbba],negative example:[aabbabaaba, baba, aa, bbaab, babb, baaab, bbaaa, bbabbb, bbbbab, aabb]"
0*1|1*,"positive example:[, 01, 111, 0001],negative example:[0, 100, 111011001, 0101, 0110, 0111, 0100, 00011, 10]"
b*(a*|bb*),"positive example:[bb, , bbaaa, b*(a*|bb*)],negative example:[abb, bbababbaa, aaab]"
(0*10*1)*(01)*,"positive example:[11, , 0100101, 0111101, 10011101, 0101000011, 01010010101, 01101, 0101001101],negative example:[111, 01110011, 0110000, 01100110, 011001, 01011, 0100, 011000010]"
ab*aaa,"positive example:[abbaaa, aaaa],negative example:[aaa, , bb, a, aaba, aaaba, aaaabbb, aaabb, aaaaaaa, abba, aabb, ba]"
(11)*0*(11)*0*1*0*(11)*,"positive example:[11, 011011100, 0110001, , 101111, 1011, 01111, 011010, 110, 100, 111, 010001111, 01011, 01110, 0110, 0111, 0001, 01101011],negative example:[0001010, 0110101, 1101010, 101110, 101100, 011111010, 011001010, 010101, 101, 0110001110010, 1011110, 010111, 0101, 111010, 101101, 10110, 10010, 0111010, 01101010, 010001001100]"
(1)+(01)+,"positive example:[101, 1110101, 10101],negative example:[00, , 01, 101011, 1011, 1010, 1110001100, 111, 1001, 10110, 10111, 10100, 10]"
a*b((ba|a)*b)a*,"positive example:[bb, bbaaaba, aabaabab],negative example:[aa, bbba, bbabb, bbb, aabaabbbaabb, aabaa, bbaaababb]"
(a|b)(a|b)aaa*,"positive example:[aaaaaa, bbaaaa],negative example:[aaa, aa, , bbaabbb, bbaaaab, bba, bb, a, b, aaaba, aaaabaa, aaaaaab, bbbb, aaba, bbabb]"
a*|(a*b*),"positive example:[aa, , a*|(a*b*), aabbb], negative example:[baaa, bbba, aababbab]"
"a|b{2,}a{3,}","positive example:[bbbbaaa, bbaaaaa],negative example:[bba, , bbaaaaab, b, bab, baa, bbbbaaabb, bbbbaaaba, abbb, aaaa, bbbbaa, bbaabb, bbbb, bbaaba, bbabb, bbaba]"
((001)|(10101)|(110)),"positive example:[110, 001, 10101],negative example:[, 11, 1110, 1000, 1011, 1010, 00110, 00111, 010, 011, 0, 1, 0000, 1101, 0001, 1111, 1100, 1001, 00100100, 001011, 10]"
((1+0*1+)*|(0+1*0+)*)*|0|1,"positive example:[101010111, , 0110101, 101101010101, 101101100, 10110101000, 010, 111, 10110101001, 101101010111000, 10101010001, 101101010111001, 1010010101, 10111, 1011010110, 10101110, 101010101, 1011010111, 101000, 101101111, 0010101, 1010100, 000, 0, 1, 101101010, 1101, 1001, 10110100010101, 1010101101],negative example:[01010110101, 0111001, 110101, 0100101110, 0101110101, 01001, 010100010101, 0101010, 010110, 001, 100, 01001010, 01001010101, 010001, 1010101, 010101001, 0101010101, 0101010001, 0100101010001, 010101011]"
(a*|b+)bb*|a*,"positive example:[aa, , aabbb, (a*|b+)bb*|a*],negative example:[baaa, bbba, aababbab]"
(a*b*(aa)a*)*,"positive example:[, baa, abbaa, aaaabaaa, aabaa, aabaabbbaa, abaa, bbaa],negative example:[bb, abb, babaa, aba, a, baaba, aab, babbabb, baabbba, aaab, baaaab]"
a*(b(aa)*)a*,"positive example:[a*(b(aa)*)a*, aabaa], negative example:[aa, aabbaaba, bbbb, baab]"
(0)*(111)*(0)*,"positive example:[00, , 001111110, 111000, 00111111],negative example:[001, 1101, 111100, 111101, 0011001100, 11111, 111011, 11101, 11100010, 10]"
aa(b*|ba),"positive example:[aa, aaba, aab, aabbbb],negative example:[abb, , aba, a, baa, aabba, aabaab, aabbaa, aaab, aaaa, bbbab, aabaaa, aababb, aababa, aabbbbab]"
(b?)*b*(b?)*,"positive example:[bb, ],negative example:[abb, bbaaaba]"
a*(baaaa*)*,"positive example:[baaaa, , aabaaabaaa],negative example:[baabb, aaba, baaba, aab, baa, aababaa, aababbb, baaabbb, baaabba, baaaabb]"
b*b|bb*,"positive example:[bbb, b*b|bb*],negative example:[aa, , baaa, ab, bbbabbab, ba]"
(ab+ba?)*,"positive example: [, abbabbbbaabb, abbabbbbaabba], negative example: [aaa, a, bbabb, baa, aab, abbbbabbaab, abbaba, abaa, abbabbaaa, abab]"
((a|b)*(ab|b)b)*,"positive example:[abb, baabb, , babb, bbbbabbaaabb, aabb],negative example:[aa, ab, bab, baa, bbbbaaaba, bbabba]"
0*(11)*0*10*|0*,"positive example:[00, , 111, 1100010, 1101, 111101, 1110, 001000],negative example:[110, 101, 001111, 1111, 11011, 10111, 11101, 11000101, 100010100]"
(00*10*1)*(01)*,"positive example:[, 001101, 0011, 00110101, 00110100101, 0000100101101],negative example:[01100111, 01100001, 0110010010, 01011, 110011, 0111, 0100, 01100, 10]"
a*|[b]*[a]{2},"positive example:[aaa, , bbbaa, baa],negative example:[baba, baabb, baaaa, abb, baaab, ab, bbbabbbaab, baaba, bbb, aaaba, ba]"
(0+1+0+)*|(1+(01)*0+1+)*|1*|0*,"positive example:[11, , 01000, 0001001110, 0100, 101001, 1100111, 1100001, 10110011001],negative example:[01, 0001001110100110, 101000011110010, 10110010, 100110, 100100, 100101, 10010, 110010, 01001011, 01000101, 1010000111100]"
0|1(0|1)*1|0(0|1)*1,"positive example:[01, 111101, 0001, 100101],negative example:[00, , 1100111010, 10, 010]"
(0*1)*,"positive example:[, (0*1)*, 0100011], negative example:[00010, 11010, 0110]"
(ab+ba)*(ab+ba)*(aa+bb+ab+ba)*,"positive example:[, abbaaabbabbaaaabbabba, abbaaabbabba, abbaaaaabbbbabbaaabbabba, abbbba, abbaaabbabbbba],negative example:[aaa, aabbabaaa, aabbabbaa, aabba, abbbb, abbaba, aabbabbaabb, aabbabbaaba, abbbbaa, aabbbb, abaa, aabbabbaaabab, aabbabbaba, aabbabbaaabaa, aabbabbaaaaab, abab, aabbabbabb, aabbabbbbaaabbabb, aabbaaa, aabbaab, abbaab, abbabb, aabbbbab, aabbbbabababb]"
((ab)|(ba))*,"positive example:[baba, , ab, abba, baab, ba, abab],negative example:[aaa, abb, baaa, aba, bbaaba, bab, aab, baa, abaa, bbbb]"
(ab?)*,"positive example: [, ab, (ab?)*, aaaba], negative example: [abb, babbaa, bb, aaababb]"
