Attempt Regex,DeepSeek Output
(a*)+b+((a*)|(b+(a*)+b))+(a*),"positive example:[babba, babbb, baa, aab, babaaabbb, babab, aabbaa, bababaabb, aabbbb],negative example:[aa, bababaab, bababb, babaaabba, baaba]"
(0|1)(0|1)?(0|1)?,"positive example:[000, 00, 0, 11, 111, 1],negative example:[, 000000, 111111]"
((ab)|(ba))*(aa|ab|ba|bb)*,"positive example:[aa, , bb, ((ab)|(ba))*(aa|ab|ba|bb)*, aaaa, bbbb], negative example:[aaa, bbb]"
(ab|aa|ba|bb)*(aaa)*,"positive example:[, bb, ab, aaaaa, aaaabaaa, aaabbbaa, aaabbaaa, aaabaa, abaa, aaaa, bbaa, aababaaa, baaa, abbbaa, abbaaa, aaaabbaa, aabbbbaa, ba],negative example:[abb, bba, aba, bab, baa, bbb, aaaba, aaaaaab, aaabb, aaaab, aabbb, aabab]"
(ab|ba)*|(aa|ab|bb)*,"positive example:[babaab, baabba, , ab, bababa, aaabab, aaaaaa, aaaabb, aabbab, aabbbb, aabbaa, aaabbb, aaab, aaaa, aabb, abba, baab, bbbb, bbaa, bbab, baba, ababba, baabab],negative example:[bba, abb, aba, aaaba, aabba, aaaaa, aaabb, aaaab, aabbb, bbbaaaba, baabb, baaaa, babba, baaab, babbb, babaa, bbbabb, baaba, babab]"
(a)*b,"positive example:[aab, b, ab, aaaaab], negative example:[aa, bab, baa, aabbaaba, bbbb]"
(a*b{1}),"positive example:[aab, ab, b, aaaaab],negative example:[aabababb, bba, aa, baaa, bbb]"
(a*(b|bbb)*)*,"positive example:[aa, , bb, ab, aab, bbb, aabb, aabbb, aaaabbbb], negative example:[abab, baba, aabbaa, bbaa, abba]"
b|(bb*|a*|bab*)*,"positive example:[aa, , bb], negative example:[]"
"[ab]{2,}","positive example:[aaaa, bbbb, aa, bb, aab, bba, abab, baba],negative example:[, a, b, ab, ba]"
((a|b)(a|bb|ba(a|b))*(b|ba))?,"positive example:[, bbbba, bbbaba, abbba, abbaba, aaabaaba, baababba, abbb, bbbb],negative example:[baabb, bbbbb, bbba, aaabb, abbbb, abaa, abba, bbab]"
(0|1)*(01)*(0|1)*,"positive example:[00, , 11, 01, 001, 101, 010, 0001, 1101],negative example:[]"
((10*)*1+)*|((01*)*0+)*,"positive example:[00, , 0100111010, 1000101, 1011, 11101],negative example:[001, 100010, 111010, 10110, 010011101]"
(a*|b*)+(a*|b*)+aaa+,"positive example:[bbabaaa, aabbaaa, aabaaa, abaaa, aaabaaa, aaabbaaa, aaaaabaaa, abbaaa],negative example:[abb, aaaba, aabbb, aaaaabb, abaaba, aaab, abaa]"
a(a|b)(a|b)*,"positive example:[abbb, aaaa],negative example:[, a, baa, bbb]"
((ab)*(a|b)(a|b)|(ba)*(a|b)(a|b))*,"positive example:[aa, , bb, aaaa, bbbb], negative example:[aaa, bbb]"
(a*b*)*a*a*a,"positive example:[abbaaaba], negative example:[abaaabbb]"
(a|b)+(a|b)*aaa,"positive example:[babaaa, aaaaaabaaa, baaabaaa, aaaabaaa, aaabaaa, aaabbaaa, abbabaaa, bbbabaaa, baabaaa, aaaabbaaa, aabaaa, aabbaaa, baabbaaa, baaabbaaa, babbaaa, baaaaabaaa],negative example:[, bb, babbaa, ab, bbaaaba, babbaaba, aabbaaba, abaaaba, abaaaaabb, aabbaa, bbaaab, bbaabb, bbaaaaabb, baba, aaba, abaabb, abaaab]"
((a|b)*|(a|bb)*)*b((a|bb)*|(a|b)*),"positive example:[aabaa, aabbb], negative example:[aa]"
(ab|ba)*(ab|ba|aa|ab)*,"positive example:[aa, baba, , baaa, ab, aaba, aaaa, abba, baab, ba, abab],negative example:[aaa, abb, aba, bab, aab, bbabbaa, bbb, baa]"
(/#((a|b|/)#*)*#/)*,"positive example: [""#a#"", ""#b#"", ""#/#"", ""#a#b#"", ""#a#/#"", ""#a##b#"", ""#a##/#"", ""#a#b##/#"", ""##a##b##/#""], negative example: [""a"", ""b"", ""/"", ""#"", ""a#"", ""#a"", ""a#b"", ""#ab#"", ""#a/b#"", ""##"", ""#a#b"", ""#a#/#b""]"
0*(01*0*)*|1*(10*1*)*,"positive example:[00, , 11], negative example:[]"
(a|b)*(a|b)*,"positive example:[aa, , bb],negative example:[]"
(0?)|1|(0(0|1)*0)|(1(0|1)*1),"positive example:[00, , 0100111010, 1000101, 1011, 11101], negative example:[011101, 000101, 100010, 111010, 10110, 01001]"
(a|b|baa+)*,"positive example:[aa, , bb, a, b, baa, baaa, abaa, baaab, baaabaa],negative example:[ba, aba, aab, bba, aaab, baba, baaaaab]"
(ab|ba|aabb|bbaa)*(aa|ab|ba|bb)*,"positive example: [aa, , bb, aaaa, bbbb], negative example: [aaa, bbb]"
[a]*b,"positive example:[b, ab, aab], negative example:[bba, aa, bab, bbb, aabaabbaa]"
(0*10*)*0*10*,"positive example:[00100, 00111], negative example:[00]"
0*|0(0*1*)*0,"positive example:[00, , 010111000], negative example:[11, 011101, 000101, 101100, 01001]"
[ab]*a{3},"positive example:[bbabaaa, aabbaaa, aabaaa, abaaa, aaaaabaaa, aaabbaaa, aaabaaa, abbaaa],negative example:[abb, aa, aba, aaba, aaaba, aaabb, aaaaab, aabb, bbab]"
((a*)|(b+a*))*,"positive example:[aa, , bb, a, b, ab, ba, aab, bba, aaa, bbb],negative example:[]"
(a*|b*|baa)+b+,"positive example: [babbbaaab, (a*|b*|baa)+b+], negative example: [aaba, bbbaba, baa]"
[01]*[10]*,"positive example:[00, , 11, 01, 10, 0001, 1110, 001110], negative example:[011, 100, 0101, 1010, 0011, 1100]"
((a)+|b+a*)*,"positive example:[aa, , bb, a, b, baa, aab, ab, aaa, bba], negative example:[c, abac, baab, abc, aaba, bac, bca, cab, aba, baba]"
(a|b|bab)*(bab)*,"positive example:[aa, , bb, bab, abab, babbab], negative example:[aba, bba, baba, aab]"
(a*)(b{1}),"positive example:[aab, b, ab, aaaaaab], negative example:[aa, bab, baa, aabbbbab, bbaa]"
(aa|ab|ba|bb)*(a|b)*(aaa),"positive example:[bbabaaa, aabbaaa, aabaaa, abaaa, aaabaaa, aaabbaaa, aaaaabaaa, abbaaa],negative example:[abb, aa, aba, aaba, aaaba, aaaaabb, aaab, aabb, bbab]"
(0|1)*,"positive example:[00, , 11],negative example:[]"
((a|b)|(b|a))(a|b)*(a)(a)(a)(a*),"positive example:[aaaaaabaaa, abaaa, baaabaaa, aaaabaaa, aaabbbaaa, aabaabaaa, baabbbaaa, babaabaaa, bbaaa, aaaabbaaa, aabbaaa, baaabbaaa, babbaaa, baaaaabaaa],negative example:[, bb, ab, aaaba, aaaabbb, aaaaaab, aaabb, aabaa, aabb, baaabbb, baaaaab, baabb, babb, babaa, babaaaba, aabaaaba, baaba]"
aa*|(a?|b)*(a|b?)*,"positive example: [aa, , bb], negative example: []"
a(a|b)*b,"positive example:[aab, abaabbbab],negative example:[bbbab, , baa, aaaba, abbbaba, abaa]"
(1|0|(1+(0*1*)*1+)*|(0+(1*0*)*0+)*)*,"positive example:[00, , 11],negative example:[]"
(a|b)(a|b)*(aaa)(a)*,"positive example:[babaaa, baaabaaa, aaaabaaa, aaabbaaa, aaabaaa, abbabaaa, bbbabaaa, baabaaa, aaaaaabbaaa, aabaaa, aabbaaa, baaaaabbaaa, baabbaaa, babbaaa],negative example:[, aaa, baaabb, baa, aaaba, baaaaaba, aaabb, abbab, aaaaaaba, aaaab, aaaabb, aabb, bbbab, baabb, baba, baaab, babb, aaba, baaba]"
(ab|ba)*|(aa|bb)*,"positive example: [, abbaba, aaaaaa, aaaabb, aabbbb, aabbaa, abba, aabb, aaaa, baab, bbbb, bbaa, abab, baba, abbaab, ababba, ababab], negative example: [abbbbbab, babaaa, a, b, abaaa, aaaba, abaab, aaabb, aabaa, aabab, baabb, bbbbb, bbaab, babaa, bbbbba, bbaaba, bbbba, bbaaa, baaba, babab, abbbaa, baabaa]"
a*b+(a*|(b(a*)b))+a*,"positive example:[babba, babb, aab, baaabaabbb, aabbaa, aabbbb],negative example:[aa, babaabb, baaabbb, babbab]"
(aa|bb)|(ab|ba)*,"positive example:[bb, baba, aa, , abbaba, abbaab, ababba, ababab, abba, baab, abab], negative example:[bba, a, b, bbb, ababb, abbab, aaab, aabb, baaaa, babba, baabb, baaab, babbb, babaa, aaba, baaba, babab, aaaaabba]"
(((0+1*)*0+)*|((1+0*)*1+)*)*,"positive example:[00, , 11],negative example:[]"
((a+)|a*b+a*)*,"positive example:[aa, , bb, ab, aab, bba, aaa, bbb, aabbaa, abab], negative example:[ba, aba, baba, aabab, baab, abbaa]"
0*(11)*1(0|1)*,"positive example:[00100, 00111], negative example:[00]"
"(a|b)*a{3,}","positive example:[baaabaaa, abaaa, baabbaaa, baaabbaaa, baabaaa, abbaaaaabaaa],negative example:[abb, aaba, aaaba, aaabb, abaabbb, aaaaab, abaa]"
(ab)*(aa|ab|ba|bb)*,"positive example: [aa, , bb, aaaa, bbbb, ab, abab, abaa, abbb, ba, baba, baaa, babb], negative example: [aaa, bbb, a, b, aba, bab]"
[ba]*aaa,"positive example:[baaabaaa, abaaa, baabbaaa, baaabbaaa, baabaaa, abbaaaaabaaa],negative example:[abb, aa, aba, aaba, aaaba, aaaaabb, aaab, aabb, bbab]"
(a|b)*bb(a|b?)*|a*,"positive example: [aa, , babb, aababb, baaababb, bbaa, bbbb], negative example: [baaaba, b, bab, aabab]"
(a*)(b*)(a*),"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[babb, bab, aabbbaaabaabba]"
(0*10*10*)*|0*,"positive example:[110, , 0011, 100111, (0*10*10*)*|0*], negative example:[111, 1101, 0010011]"
(0|1)*,"positive example:[00, , 11],negative example:[]"
(a|(ab)*b)*(ba)*,"positive example: [aa, , bb, abab, baba, aababa, abababab, bbbba], negative example: [aab, aba, abba, baa, ababaa, babb]"
(b|aa*bb)*((aa*(b?))?),"positive example:[, abbb, bbabbaaab, bbabbaaa], negative example:[abaaa, abbbaba, abbaba, bbaaabababb]"
((a*|a*ba*(ba*ba*)*a*)|b),"positive example:[aa, , bbba, baabaabbb, aabbb],negative example:[bbbab, aabaabbb, bbaabb]"
(a|b*b)*,"positive example:[aa, , bb, a, b, ab, ba, aab, bba, abab], negative example:[ac, bd, abc, a1, b2, @, #]"
((01*0*)|(10*1*))*,"positive example:[00, , 11],negative example:[]"
1*(0+1+)*|0*(1+0+)*,"positive example:[00, , 11],negative example:[]"
(0*(10*1)*0*10*)*,"positive example:[, 100, 01, 111, 00010, 00011],negative example:[0, 000]"
(0*1*(01)*0*1*(10)*0*1*)*,"positive example:[00, , 11],negative example:[]"
"(a*(b*a{2,})*)*","positive example:[, baaa, aabbbaabaa],negative example:[babaa, baaab, baabbba, aababbbab]"
((01)*(0|1)+(10)*)*,"positive example: [00, , 11], negative example: []"
(ab|aabb|ba)*,"positive example:[baba, , ab, aabbba, aabbab, abba, baab, ba, abab],negative example:[abb, aa, aba, bab, baa, aab, aabba, aabbb, aabaa, aabab, aaab, aaaa, bbbb, bbaaba]"
(aa|ab|bb|ba)*,"positive example:[aa, , bb, aaaa, bbbb, ab, ba, aabb, bbaa], negative example:[aaa, bbb, a, b, aba, bab]"
0*|0(1|0)*0|1*|1(1|0)*1?,"positive example: [, 100, 111, 00010, 0100, 0111010], negative example: [011101, 000101, 01001]"
(a|b)*,"positive example:[aa, , bb],negative example:[]"
(a|b)(a|b)*(aa)(a)*,"positive example:[bbaabbaa, bbaabaa, babaa, aabaa, aabbaaaabaa, abaabaa, abaa, abaabbaa, bbaa, babbaaaabaa],negative example:[, bb, ab, babb, babaaaaba, aaabbb, aabaaaaba, aaab, aabb, baab, baabbb]"
(a|b|bab)*(a|b|bab)*,"positive example:[aa, , bb, a, b, ab, ba, bab, aab, bba, abab, baba],negative example:[]"
0*10*(10)*,"positive example:[001, 0011010, 11010, 10010],negative example:[11, 00, 110101, 1110010, 1100, 11111, 11001, 11000, 11011, 00100101]"
(a|b)*(bab)*(a|b)*,"positive example:[aa, , bb, bab, abab, baba, aabab, bbabaa], negative example:[baa, abb, bba, aaba, abba]"
(a*|bb*)*,"positive example:[aa, , bb, a, b, ab, aab, bbb, aabb, bba],negative example:[ba, aba, baa, abab, baba]"
ab*|(a(a|b)a(a|b)*),"positive example:[ab, a, abaaa, ababb, abbbb, aaab, aaaa],negative example:[, aa, bb, aaba, abbaaa, abbbba, abbabb, aabb, ba]"
(ab|ba)*(aa|ab|ba|bb)*|(aabb|bbaa)*|(aa|ab|ba|bb)*,"positive example: [aa, , bb, aaaa, bbbb, ab, ba, aabb, bbaa, abaa, baba], negative example: [aaa, bbb, aab, bba, aba, bab]"
a*(baa*|a*)*,"positive example: [baba, , aaba, baa, a*(baa*|a*)*], negative example: [ab, bbb, babbaabba]"
(a|b)(a|b)*(aaa)a*,"positive example:[aaaaaabbaaa, bbaaa, abaaa, aabbaaa, baaabaaa, aaaabaaa, aaabaaa, baaaaabbaaa, babbaaa, aabaabbbaaa, baabaaa, babaabbbaaa],negative example:[, bb, babbaa, ab, bbaaaaab, babbaabb, bbaaaba, bbaaabb, abaaaba, aabbaa, baba, aaba, bbaaba, abaaba, aabbaabb, abaaabb, abaaaaab]"
(1|0|1)*,"positive example:[00, , 11],negative example:[]"
(a*b*)*aaa,"positive example:[bbabaaa, aabaaa, aabbaaa, abaaa, aaaaabaaa, aaabbaaa, aaabaaa, abbaaa],negative example:[abb, aa, aba, aaba, aaabb, aaaaaba, aaab, aabb, bbab]"
((a|b)a*b((a?)|(bb?)))*|((a|b)a*ba)*,"positive example:[, bb, ab, bbbbbbab, bbbbaabb, aaabaaaba, abaab, ababaaba, baabbaabb, ababbbab, bbbab, bbbba, ababa],negative example:[aa, bbbaaabba, bbbabba, bbbbbbabaa, abaaaabaa, abaabaa, ababaa, ababbbabaa, bbbbaa, ba]"
(0+(1*0*1*)*0+)*,"positive example:[, 00110, 000010, 011010],negative example:[01, 111001, 0011000101, 10]"
(b*|ab)*aa(a|b)*|b*,"positive example:[abbbabaa, bb, , abbaa, abaa, bbaaaa, bbaabb], negative example:[bba, abb, aba, abbbab]"
0+(0*1*0*)*0+|1,"positive example:[00110, 000010, 011010, 0, 1, 000, 000000, 000100, 010],negative example:[110, , 100, 01, 101, 1111001, 0011000101, 10, 11, 011]"
(1|0)*,"positive example:[00, , 11],negative example:[]"
((((a|b)(a*)ba)*)|((a|b)(a*)b))*,"positive example:[, bbaaabab, bbabaabab, ababb, abaab, abbabab, abbb, bbbbab, bbabbbab, baababa, ababbbab, bbbb, bbaab, bbabb, bbbabab, aaababa, abbbab, abaaabab, ababaabab],negative example:[abb, bbb, abbbb, aaabaaa, ababbbabaa, baabaaa, bbabaa, abba, bbaabb, bbbbb, bbba, bbabbbabaa, abaabb, ababaa]"
(a*b)*,"positive example:[abb, , aaabab, bbab, (a*b)*],negative example:[abaaabbba]"
0*((1)*1)*1(0|1)*,"positive example:[00100, 00111, 0111, 111, 100, 1100], negative example:[00, 0, 1, 0110, 000]"
0*(10*1)*0*(10*1*)*,"positive example:[00, , 11],negative example:[]"
(a|b)(a|b)+aa+,"positive example:[bbaabbaa, bbaabaa, bbbbabaa, bbabbaa, aaaaaabaa, aaaabaa, aaabbaa, aaaabbaa, aabbabaa, aaabaa, bbabaa, bbaaaabaa],negative example:[, bbaaaabb, a, b, aaaba, aaabb, aaaab, aabbab, bbbbab, bbaab, bbaaba, bbabb, bbaba, aaaaba, aaaaaabb]"
(a*|b*aa)*,"positive example:[, aabbbaaa, baabaa],negative example:[aababbaabb, baba, aab, baaabab, baabbba]"
((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*|(aa)*|(bb)*,"positive example: [babaab, baabba, , bababa, abba, aabb, aaaa, bbbbbb, bbbbaa, bbaaaa, bbaabb, baab, bbbb, bbaa, abab, baba, baabab], negative example: [bababb, a, b, aaaba, abbba, abaaa, ababb, aaabb, abbbb, abaab, aabba, aaaaa, abbaa, aabbb, aaaab, abbab, bbbbb, bbaab, aabaaaba, aababb, ababa, baabbb]"
((a|b)*bab(a|b)*)*,"positive example:[, bab, bbbabaa, bbbabbb, aabab, baaaabab, baabbab, baabab, abab],negative example:[baabb, aa, bbba, ab, baaaaba, baab, ba]"
(a*|b+)*,"positive example:[aa, , bb, a, b, ab, aab, bba, aaa, bbb, abab, aabb, bbaa],negative example:[c, ac, bc, abc, aac, bbc, aabc, abbc, abca]"
(((a|b)(a*))(b|ba))*,"positive example:[, bbabaab, abaab, abbab, aaabbb, abbb, bbaaab, bbabbbab, ababbbab, bbbb, bbbab, bbaab, bbaba, abaaab, ababa, ababaab, baabbb],negative example:[abb, bbababbaa, abababbaa, bbb, abaaa, aaababaa, abbbb, baababaa, abba, bbaabb, bbbbb, bbba, bbaaa, abaabb]"
(a|b)*b*(a|b)*,"positive example:[aa, , bb],negative example:[]"
(0*1*0+)*|(1*0*1+)*,"positive example:[00, , 11],negative example:[]"
"(a|b){1,}aaa","positive example:[babaaa, abaaa, abaaabbaaa, bbaaabaaa, bbaaaaabaaa, bbaaa, abaaaaabaaa, aabaaa, aabbaabbaaa, abaaabaaa, bbaaabbaaa, babbaabbaaa, abaabaaa, bbaabaaa],negative example:[, aaa, baaabb, baaaba, baa, aaaba, aaabb, aaaaaab, abbab, aaaabb, aabb, baaaaab, bbbab, baabb, baba, babb, aaba, baaba, aaaaba]"
(/#(a|b)*#/)*,"positive example: [""#a#"", ""#b#"", ""#ab#"", ""#ba#"", ""#aab#"", ""#bba#"", ""##"", ""#a##b#"", ""#a#b#""], negative example: [""a"", ""b"", ""ab"", ""ba"", ""a#b"", ""#a"", ""b#"", ""#"", ""a#a"", ""b#b""]"
((ab)|(ba))*(ab|ba|aa|bb)*,"positive example:[aa, , bb, aaaa, bbbb], negative example:[aaa, bbb]"
0*(0*1*0*)*0*,"positive example:[00, , 11],negative example:[]"
[0-1][0-1][0-1]*[0-1]*,"positive example:[0000, 1111, 01, 10, 0001, 1100],negative example:[0, 1, , 2, 00a, abc]"
(a|b)*b((a)|(bb))*,"positive example:[aabaa, aabbb],negative example:[aa]"
(0*(11*00*)*)|(1*(00*11*)*),"positive example:[00, , 11],negative example:[]"
a*(baa*)*,"positive example:[baba, , aaba, baa, a*(baa*)*], negative example:[abb, bab, babbaaba, bbbb]"
(a|ab|ba|bb*)*,"positive example:[aa, , bb, a, ab, ba, b, bbb, aab, bba], negative example:[c, ac, bc, aaaab, bbbac]"
((1*(0+1+0+)*1*)(0*(1+0+1+)*0*))*|1*|0*,"positive example: [00, , 11], negative example: []"
((a|b)a*b(a?))*,"positive example:[, bbabaab, abaab, abbab, aaabbb, abbb, bbaaab, bbabbbab, ababbbab, bbbb, bbbab, bbaab, bbaba, abaaab, ababa, ababaab, baabbb],negative example:[abb, bbb, abaaa, aaababaa, abbbb, baababaa, ababbbabaa, bbabaa, abba, bbaabb, bbbbb, bbba, bbaaa, bbabbbabaa, abaabb, ababaa]"
(a*(ba*b)*ba*)+,"positive example:[aabaa, aabbb], negative example:[aa]"
(1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+))*,"positive example:[00, , 11],negative example:[]"
((aa)*|(bb)*)(a|b)*,"positive example:[aa, , bb],negative example:[]"
(0(0*1*)*0)*,"positive example:[, 001000110, 010],negative example:[100, 0011, 11011, 01101, 0000101]"
(a*b*)*(baa+|b)+,"positive example:[aababbaabb, bbaaaab, bb, bbaabab, aababbaa, babab],negative example:[baabba, baba, babba, aa, aabbbaba, baaba, baaaaba]"
((a|b)*(a|b))aaa(a)*,"positive example:[aaaaaabaaa, abaaa, baaabaaa, aaaabaaa, aaabaaa, aabaabbbaaa, baabaaa, babaabbbaaa, bbaaa, aaaabbaaa, aabbaaa, baaabbaaa, babbaaa, baaaaabaaa],negative example:[, bb, babbaa, ab, bbaaaba, babbaaba, aabbaaba, abaaaba, abaaaaabb, aabbaa, bbaaab, bbaabb, bbaaaaabb, baba, aaba, abaabb, abaaab]"
(ab|ba)*(aa|bb|ab|ba)*,"positive example: [aa, , bb, aaaa, bbbb], negative example: [aaa, bbb]"
(a*b)+,"positive example:[bbbab, aabab, baab, (a*b)+],negative example:[babbbaaa]"
(0|1)|(0|1)*,"positive example:[00, , 11],negative example:[]"
a*ba*(ba*b)*(a*b*)*,"positive example:[aabaa, aabbb], negative example:[aa]"
(a|b)*(baa)(a|b)*,"positive example:[baaaa, babbaa, baabb, babaa, aabbbabaa],negative example:[bb, aa, aababa]"
(a|b*a*)+,"positive example: [aa, , bb, a, b, ab, ba, aab, bba, abab], negative example: [c, ac, bc, abc, aabbc, xyz]"
(a+|b+)*aa(a+),"positive example:[bbabaaa, aabaaa, aabbaaa, abaaa, aaabbaaa, aaabaaa, aaaaabaaa, abbaaa],negative example:[abb, aa, aba, aaba, aaabb, aaaaaba, aaab, aabb, bbab]"
(a|b)*bb(a|bb)*|a*,"positive example:[baabba, , babb, bbbba, aababba, bbabba, bbaa],negative example:[bbbbaba, baaaba, baa, aabbaaba, babbaba, bbabab]"
(a*(bb*)*)*,"positive example:[aa, , bb, a, b, ab, aab, abb, aabb, bbb],negative example:[ba, aba, bbaa, abab, aaba]"
((((a|b)a*b)|(((a|b)a*ba)*))*)?,"positive example:[, bbaaaba, abaaaba, abaab, abbaba, aaabbba, ababaaba, abbb, baabbba, bbabbbab, ababbbab, bbabaaba, bbbb, bbaab, bbaba, bbbaba, ababa],negative example:[abb, bbb, bbabbaa, abaaa, abbbb, aaabaabb, baabaabb, ababbbabaa, bbabaa, abba, bbbbb, bbba, bbaaa, bbabbbabaa, ababaa, ababbaa]"
((((a|b)a*b)+(a?))*)?,"positive example:[, bbabaab, ababb, abaab, abbab, abbb, bbaaab, baababa, bbbb, bbbab, bbaab, bbabb, aaababa, abaaab, ababaab],negative example:[abb, bbb, abbbb, aaabaaa, ababbbabaa, baabaaa, bbabaa, abba, bbaabb, bbbbb, bbba, bbabbbabaa, abaabb, ababaa]"
a*b{1},"positive example:[aab, a*b{1}], negative example:[aa, bab, baa, aabbbbab, bbaa]"
((a|b)|bb|(a|b))*,"positive example:[aa, , bb, a, b, ab, ba, aab, bba, bab], negative example:[]"
(a|b)*(a)*b,"positive example:[baabbbab], negative example:[aaba, bbbaba, baa]"
(a*)b+((a*)|(b(a*)b))*,"positive example: [babba, babb, aab, baaabaabbb, aabbaa, aabbbb], negative example: [aa, babbb, baaabaabb, babbab]"
0*|(0|1)*|0*,"positive example: [00, , 11], negative example: []"
0*|0(1|0)*0?,"positive example:[000, , 011, 0*|0(1|0)*0?], negative example:[11, 100110]"
(a*b*)*|b+aaa,"positive example:[aa, , bb, b, bbb, aab, aabb, ab], negative example:[aaa, aba, aaaab, bbaa]"
(a|b)+aaa+,"positive example:[babaaa, bbaaa, abaaa, aabaaa, aabbaaaaabbaaa, abaabbaaa, abaaabaaa, bbaabbaaa, babbaaaaabbaaa, bbaaabaaa, abaabaaa, bbaabaaa],negative example:[, aaa, baaabb, baaaba, baa, aaaba, aaaaaab, aaabb, abbab, aaaabb, aabb, baaaaab, bbbab, baabb, baba, babb, aaba, baaba, aaaaba]"
((a|b)*(aaa+)),"positive example:[baaabaaa, abaaa, baaabbaaa, baaaaabaaa, baabaaa, abbaabbaaa],negative example:[abb, aaba, aaabb, aaaaaba, abaabbb, aaab, abaa]"
(a|(b+(b)*))*,"positive example:[aa, , bb, a, b, ab, bbb, aab, abb], negative example:[ba, c, abba, baba]"
0*(11*0*)*|1*(00*1*)*,"positive example:[00, , 11],negative example:[]"
0*|1*|(1+0*1*)*|(0+1*0*)*,"positive example:[00, , 11],negative example:[]"
a*((b+aa)*a*)*,"positive example:[, aabbbaaa, baabaa], negative example:[babbb, baaba, aabbb, baaabab, aabbbabaaba]"
(a+|b+)+aaa+,"positive example:[aaaabbbaaa, aabaaabaaa, aaaaaabaaa, abaaa, aaabaaa, aaabbaaa, baabaaa, bbaaa, aabbaaa, baabbaaa, babaaabaaa, baaabbbaaa, babbaaa, baaaaabaaa],negative example:[, aaa, baaaba, baa, aaaba, aaabb, baaaaabb, abbab, aaaab, aabb, bbbab, baabb, baba, baaab, babb, aaba, baaba, aaaaba, aaaaaabb]"
(ab|ba)*(aa|ab|ba|bb)*,"positive example: [aa, , bb, aaaa, bbbb], negative example: [aaa, bbb]"
(0*1*)*0*|(1*0*)*1*,"positive example:[00, , 11],negative example:[]"
(a)*(b),"positive example:[aab], negative example:[bba, aa, babb, bbb, aabaabaa]"
(((b*)(a)(a))*(a*))*,"positive example:[, baaa, aabaabbbaa], negative example:[baaab, aabbbaaba, aabbbaabababaa, baababbb]"
(aa*|ab*|ba*|bb*)*aaaa*,"positive example:[baaabaaa, abaaa, baabbaaa, baaabbaaa, baabaaa, abbaaaaabaaa],negative example:[abb, aa, aba, aaba, aaaba, aaabb, aaaaab, aabb, bbab]"
0*|1*|0+(1+0+)*|1+(0+1+)*,"positive example: [1011000101, 11, 00, , 010111000], negative example: [110, 1010001110, 001, 010011101]"
((a*)b)*,"positive example:[, ((a*)b)*, abbaaabab], negative example:[bbaba, aaaba, abba]"
(ab|ba)*(a|b)*,"positive example:[aa, , bb, ab, ba, aba, bab, a, b, abab, baba], negative example:[]"
(a(a|b)|b(a|b))*,"positive example:[aa, , bb, aaaa, bbbb],negative example:[aaa, bbb]"
[0-1][0-1][01]*[10]*,"positive example:[0000, 1111, 01, 10, 0011, 1100],negative example:[0, 1, 2, 00, 11, 010, 101]"
0*1*0*1*0*,"positive example:[00, , 0011100011000, 101, 1010, 00111, 10],negative example:[1010001, 1110101, 101011, 0010001110100110, 10101]"
[0-1][0-1]*,"positive example:[0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111], negative example:[2, 12, 20, 21, 22, 012, 102, 120, 201, 210]"
((0+1*)*0+)*|((1+0*)*1+)*,"positive example:[, 00010, 1000101, 0100, 1011, 11101, 0111010],negative example:[001, 100010, 111010, 10110, 0101110001]"
(a|b)(a|b)*|aaa*,"positive example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb], negative example: [c, d, ac, bd, aac, bbd, abc, bac, aacc, bbdd, abcd, bacd]"
((a|b)a*b(a?))*|((a|b)a*ba)*,"positive example:[, bbaaabab, bbabaabab, ababb, aaabbbab, abaab, baabbbab, abbabab, abbb, bbbb, bbaab, bbabb, bbaba, bbbabab, ababa, abaaabab, ababaabab],negative example:[abaaa, aaabb, abbbb, ababbbabaa, bbabaa, abba, bbaabb, baabb, bbbbb, bbba, bbaaa, bbabbbabaa, abaabb, ababaa]"
(0|1(11)*)+,"positive example: [0, 00, 000, 1, 11, 111, 011, 101, 110, 1111, 1011, 1101, 1110], negative example: [01, 10, 100, 010, 001, 0110, 1010, 1100]"
[ab]*(baa)+[ab]*b[ab]*,"positive example:[babaab, aababbaaaabaa, bbaab, aababbaaaabbb],negative example:[baaaa, baba, aa, babb, baa, aabbbab]"
(((b)*(a)(a))*(a*))*,"positive example:[, aabaaa, baabbbaa],negative example:[baababbb, baaabab, aabaabbbabaaba, aabaabbba, aabaabbb]"
((0|1)|(1|0))*,"positive example:[00, , 11],negative example:[]"
a*(ba*(bb)*)(ba*(bb)*)*a*,"positive example:[aabaa, aabbb, b, bb, bbb, bbbb, ab, abb, abbb, aab, aabb, aabbbb, ba, bba, bbba, bbbba, abab, ababb, ababbb, aaba, aabba, aabbba],negative example:[aa, a, aba, abba, abbba, aabaab, aabab, aababb, aababbb, aabbaa, aabbbaa, aabbbbaa]"
(0*(10*1)*0*10*)*|(0*10*10*),"positive example: [, 11, 01, 000100, 000111, 10], negative example: [000, 0]"
