Regex,Attempt Regex,DeepSeek Output
(a*ba*b)*a*ba*,b(a*bb)*,"positive example:[baaabb, babb, bbb],negative example:[bb, aa, baba, bba, babbb, baaab, abbaab, bbbb, ba]"
(a*ba*b)*a*ba*,(a*b(a*bb)*a*|a*(a*bb)*a*b),"positive example:[babbbb, babba, bbabbab, babb, bbaaabbb, bbba, aabaaabb, bbb, bbbbab, bbabbb, bbab],negative example:[bba, aa, bbaaabaa, bbabbbb, baaabaabbaa, bbabba, bbbb, bbabab, bbbab, babbb, bbabb, aababbb, babab, babbab]"
(a|b)(a|b)+aaa+,(aa*|bb*)(aa*|bb*)aaaa*,"positive example:[aaaaaaabaaa, abaaa, aaaaa, aaaabaaa, aaaaabaaa, aaabbaaa, aaabaaa, aaaaabbaaa, bbaaaa, baaaa, bbbbaaa, aabbaaa, aabaaa, aaaabbaaa, abbaaa],negative example:[aaa, , aaaba, aaabb, aaaaaaaba, aaaabaaaaabb, aaaabaaaaaba, aabb, aaaabbbaabaa, baab, baba, babb, abb, bba, aa, aba, a, b, bbb, aaaaabb, aaaababb, aaaababa, aaaaab, aaaa, aaaabbbaabbb, baaa, aaba, aaaaba, aaaabaaab, ba]"
(a|baa)*,"a*ba{2,}","positive example:[aabaaaa],negative example:[baba, bba, aa, babb, aaba, baaba, bbb, aab, aabaaaabbbaab, baab]"
(a|baa)*,a*b(aa)+,"positive example:[baaaa, aabaaaa],negative example:[bba, baabb, aa, babaa, baaa, baaab, bbb, baaba, aab, aababbabb, baab, baaaab]"
(a|baa)*,"(b{1}a{2,})","positive example:[baaaa],negative example:[baabb, baba, bba, , ab, babb, b, bbb, aabbaa, baaaaba, baab, ba]"
(a|baa)*,"(b{1}a{2,})|a+","positive example:[aaa, baaa],negative example:[baabb, baba, bba, , babb, ab, b, bbb, aab, baaaabaabba, baab, ba]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+aaaa(a)*,"positive example:[bbabaabaaaa, aaaaaaaabbaaaa, aaaaabbaaaa, bbaaaaaabbaaaa, aaaaabaaaa, aaaabbbaaaa, aaabbaaaa, bbabbaaaa, aaabaabaaaa, aaaaaabaaaa, bbaaabbaaaa, bbbaaaa, aabaaaa, bbaaabaaaa, bbaabbbaaaa, bbaaaabaaaa],negative example:[, aaaba, aaabb, aaaaaaba, aabbab, aaaabb, bbaa, bbaaba, bbaaa, bbaaaaba, bbaaaabb, a, bbaaaba, b, bbaaabb, aaaaaaaab, aaaaa, aaaaabb, aaaaaba, bbbbab, aaaa, bbaabb, bbaaaaaab, bbabb, bbaba, aaaaba, aaaaaabb]"
(a*ba*b)*a*ba*,a*b(a*bb)*(bba*)*,"positive example:[aababbbbbb, bbbaabb, bbb, aababb, babbaaabbbb],negative example:[bb, bbbab, aa, babaaa, bbbba, aabaaa, bbbaabbb, babbbbb, babbbaa, aabaaabababb, babbbab, babbab]"
(a*ba*b)*a*ba*,a*b(a*bb)*(bba*)*a*,"positive example:[bbbbb, bbba, bbb, aabaabb],negative example:[baabaaaba, aa, bbabb, bbbaba, aabbbba, bbbb]"
(a|baa)*,"b?a{2,}","positive example:[baaaa, aa],negative example:[abb, bba, , aba, a, bab, b, aab, bbb, aaaababaa, aabbb, baab]"
(a*ba*b)*a*ba*,[a]*b([a]*b[a]*b[a]*)*,"positive example:[aabbaabbb, babb, bbbaabb, aab, baaabab, bbbbab],negative example:[baba, aa, baaa, bab, bbbba, bbbaabbb, aabbaabb, baaabbb]"
(a|b)(a|b)+aaa+,[ab][ab][ab]*(a)(a)(a)[a],"positive example:[aaaaabbaaaa, aaaaaaaabbaaaa, bbaaaaaabbaaaa, aaabaaaa, aaaaabaaaa, aaabbaaaa, bbaabbaaaa, bbabbaaaa, bbabaaaa, aabbabaaaa, aaaaaabaaaa, bbaaabbaaaa, aaaabaaaa, bbaaabaaaa, bbaabaaaa, bbaaaabaaaa, aaaabbaaaa, bbbbabaaaa],negative example:[, bbaaaab, aab, aaaaaab, aaabb, bbabaa, bbaaba, bbaaa, aaabaabbb, bbabaabbb, bbaaaabb, a, bbaaaba, b, bbaaabb, bbb, aaaaaaaaba, aaaaa, aaaaabb, aaaaaba, aaabaa, bbabb, aaaaba, bbaaaaaaba, aaaaaabb]"
(a|b)(a|b)+aaa+,[ab][ab]*(a)(a)(a)[a],"positive example:[babbaaaa, bbbabaaaa, aaabaaaa, aaaaabaaaa, baabaaaa, aaabbaaaa, baabbaaaa, baaaabaaaa, aaaabaaaa, aabaaaa, baaabbaaaa, babaaaa, baaabaaaa, aaaaaaabbaaaa, aabbaaaa, aaaabbaaaa, abbabaaaa, baaaaaabbaaaa],negative example:[, bb, babbaa, ab, aabbaaaabb, bbaaaba, bbaaabb, abaaaba, abaaaaaab, aabbaa, bbaabb, bbaaaaaab, baba, aaba, bbaaba, aabbaaa, babbaaaabb, abaaba, abaabb, babbaaa, abaaabb, abaaaaba, bbaaaaba]"
(a*ba*b)*a*ba*,(a*ba*b)*b,"positive example:[aaabaababbbaabb, bbb, abbabbbabb, bbabbb],negative example:[bb, bba, bababb, babaaaba, bab, bbbba, baaabbba, babab]"
(a|baa)*,b(aa)[a]*,"positive example:[baaaa],negative example:[bba, baba, baabb, , ab, babb, b, bbb, baaba, aaabba, baaaab, ba]"
(a|baa)*,(b)?(aa)[a]*,"positive example:[baa, aaaa],negative example:[abb, bba, , a, bab, b, aab, bbb, aaaaba, abaabba, aabb, baab]"
(a|b)(a|b)+aaa+,(aa|bb+)aaa+,"positive example:[bbaaa, aaaaa, bbbbaaaaa],negative example:[bba, aa, , abb, aba, a, b, bab, baa, aaaba, aaabb, aabaa, aabbb, aaaaaaabb, aaaaaaaba, aaaabb, aaaaab, bbbbaa, bbbb, bbab, aaaaba]"
(a|b)(a|b)+aaa+,(ab+)aaa+,"positive example:[abbbaaa, abaaaaa],negative example:[aaa, , aba, a, abbbaaba, baa, bbb, aab, abbbaabb, abaaaba, ababb, abbb, abbbaa, ababa, abaaabb, abaaaaab]"
(a|b)(a|b)+aaa+,(ab)(a|b)*aaa,"positive example:[abaaaaabaaa, ababaaa, abaabbaaa, abaaabaaa, abbbabaaa, abaaabbaaa, ababbaaa, abaabaaa],negative example:[abb, , bb, a, ababaaaba, ababb, aaaa, aabb, abaaba, abaabb, ababaa, abaaabbb, abaaaaab, ba]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(ba*b)*a*,"positive example:[baabb, bbbabbbaba, bbbbb, bbbabba, bbbabbaaa, aab, aabbbbb, bbbabbbb, bbaabaaabaabbba, bbbbab, bbaabaaa],negative example:[aa, bbbabbbbb, bbbba, bbbabbabb, bbbaaab, bbaababbb, bbbabaabababbaa, aabbbb, bbbabbba, bbbabbaaab, bbbbbb, baab]"
(a|b)(a|b)+aaa+,ab(a|b)*aaa,"positive example:[abaaaaabaaa, ababaaa, abaabbaaa, abaaabaaa, abbbabaaa, abaaabbaaa, ababbaaa, abaabaaa],negative example:[aaa, , a, baa, bbb, aab, ababb, abaa, abaaaaaba, abaaba, abaabb, abaaab, abbbab, abaaabb, ababa]"
(a|b)(a|b)+aaa+,"(aa|bb)(a|b)*a{3,}","positive example:[bbabaaa, aabaaa, aaaaa, bbaaaaabbaaa, bbbbabaaa, bbaabbaaa, bbaabaaa, bbabbaaa, bbaabaaa],negative example:[aaa, , abb, aba, a, b, bbb, aab, bbabbaa, bbbaaabb, bbabbaaaaaba, bbbaaba, baaa, babb, bbbaabb, bbbaaab, bbaba]"
(a*ba*b)*a*ba*,((a)*|(bb)*|(a)*)b((a)*|(bb)*|(a)*),"positive example:[ab, bbbbb, bbba, baa, bbb, abaaa, aaabbbbb, abbbbb],negative example:[bba, , a, abbba, abbbb, abbaa, abaab, aaabb, abbab, abbbbbb, bbbb, bbaa, abab, bbab, bbbab, babaa, baaab, bbbba, abbbaa, babbabb, abbbba, abbbab]"
(a|baa)*,"a?ba{2,}","positive example:[baa, abaaaa],negative example:[aaa, bb, , ab, a, aab, ababb, abbaa, abbbabb, abaaba, abaabb, abaaaab, ababa, ba]"
(a|baa)*,"a?(ba{2,})?","positive example:[, a, baa, abaaaa],negative example:[aaa, bb, ab, ababaabba, aab, ababb, abaaba, abaabb, abaaaab, abbb, abba, ba]"
(a|b)(a|b)+aaa+,((a|b)(a|b))(a*)(b*)aaa,"positive example:[bbabaaa, aaaaaaabaaa, aaaaa, aaaabaaa, aaabaaa, aaaaabaaa, aaaaabbaaa, aaabbbaaa, bbaaabaaa, bbabbbaaa, bbaaaaabaaa, bbbbaaa, bbbaaa, bbaaa, aaaabbaaa, aabbaaa, aabaaa, bbaaabbaaa, bbaabbaaa, bbaabaaa], negative example:[aaa, , bb, bbaaaaab, aaaba, aaabbbabaa, aaabaaba, aaaabb, bbabaa, aabb, bbaa, bbba, bbaaba, bbabbbabbb, aaaaaaab, aa, bba, a, bbabaaabb, bbaaaba, b, bbaaabb, aaaaabb, aaaaaba, aaabaa, aaaa, bbaabb, bbbb, bbabaabb, aaba, bbaba, aaaaba, aaabaaaaa]"
(a*ba*b)*a*ba*,(aa|bb|(ab|ba)(aa|bb)*(ba|ab))*(b|(ab|ba)(bb|aa)*a),"positive example:[baaaa, babba, baabb, aba, bbb, aab, baa, bbaba, abbba, babaaba],negative example:[bb, aa, abb, bba, babb, baaa, babaa, aabb, baab, bbbb, abab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(aaa+),"positive example:[bbaaaaa, aaaaaaa],negative example:[aaa, aa, , bbaabbb, bba, bb, a, bbaaaaab, b, bbaaabb, aaaba, aaaabaa, aaaaaba, aaaa, bbbb, bbaa, aaba, bbabb, aaaaaaab]"
(a|b)(a|b)+aaa+,(a|b)(a+|b+)(aaa+),"positive example:[baaaa, bbbbaaa, bbaaaaa, aaaaa, abbbaaa, abaaaaa],negative example:[aa, , baaabb, bba, aba, a, b, aaaaaba, aaabaa, abbb, bbbbaa, bbbb, abab, baaaabb, bbab, babb, aaba, aaaaba, aaaaaaab, abbbaa, baaaaaab, baabbb, ba]"
(a*ba*b)*a*ba*,b(bb)*(a)*,"positive example:[baaa, bbb], negative example:[bb, aa, bba, babaabba, babb, baaab, ab, bbbba]"
(a|b)*baa(a|b)*b,(a|b)(baa)+b,"positive example:[bbaabaab, abaabaab],negative example:[aaa, abaababa, , bb, baa, abbb, abba, bbaa, bbab, bbba, babaabb, bbaabbb, bba, a, aba, ab, b, bbaabba, abaa, bbbb, abab, abaabaaab, aabaabb, abaabaaaa, bbaabaaaa, bbaabaaab, abaabbb, abaabba, bbaababa, abaababb, bbaababb]"
(a|b)*baa(a|b)*b,(b|a)(baa)+b,"positive example:[bbaabaab, abaabaab],negative example:[aaa, abaababa, , bb, bbaabaa, baa, abbb, abba, bbab, bbba, bbaaba, abaaba, babbaab, abaabaa, bbaabbb, a, ab, b, bbaabba, bbbb, abab, abaabaaab, aabbaab, abaabaaaa, bbaabaaaa, bbaabaaab, abaabbb, abaabba, bbaababa, abaababb, bbaababb]"
0*10*(10*10*)*,((11)*10*),"positive example:[111, 1110, 1000],negative example:[11, 010011, 00, 110, 1111, 1011, 1010, 10001]"
0*10*(10*10*)*,(0*(11)*10*),"positive example:[1000, 1110, 111110, 00111],negative example:[00, 1101, 1100, 1111, 1011, 0010101100, 10001, 11101]"
0*10*(10*10*)*,(0*(11)*0*10*),"positive example:[111, 1100010, 1101, 111101, 11001, 1110, 001000],negative example:[00, 1111, 1010, 11011, 11000, 0010110011, 10001, 11101, 11000101]"
0*10*(10*10*)*,((11)*1),"positive example:[111, ((11)*1)], negative example:[11, 00, 110, 100, 101, 011001, 1110]"
0*10*(10*10*)*,(0*(11)*0*10*(11)*),"positive example:[11110111, 11010, 10001111, 110111, 110001, 101111, 1011, 1110, 00111],negative example:[00, 110110, 101110, 101100, 0011110, 110001010, 110, 101, 1011110, 1111, 1100, 111010, 101101, 10110, 11011, 10101, 10111, 10001001100]"
0*10*(10*10*)*,(0*(10*1)*0*1(10*1)*0*),"positive example:[11011010, 1101000, 110111, 11111, 1110, 0010011, 110001110],negative example:[00, 1101010, 110101, 110110, 1111, 11011, 1101111, 00100111, 11101, 110001000110011]"
0*10*(10*10*)*,(0*(10*1)*0*10*(10*1)*0*),"positive example:[1100011001110, 111101110, 1101, 1101111010, 1110, 110100110, 110111000, 11011111, 0010011],negative example:[00, 100101111, 0011110, 110111111, 001111011, 1111, 1100011, 1101110100, 1101110001, 1101001, 11101011, 11011110, 11011001011101]"
(0|1)(0|1)*,(0|1)|(10*1*|01*0*),"positive example:[11, 00, 011, 100, 011000, 100111],negative example:[0110100, 110, , 0110111, 001, 111100, 111101, 10010, 00001]"
0*10*(10*10*)*,(0*(10*1)*0*10*),"positive example:[1001000100, 1101, 111101, 1110, 00111],negative example:[110001110011, 00, 001001110, 110110, 1111, 11011, 00100111011, 1101001, 11101011]"
0*10*(10*10*)*,0*10*(11)*,"positive example:[111, 001001111, 11111, 00100],negative example:[00, 001111, 1100010, 111111, 1001, 11100, 11011, 11110, 11101]"
0*10*(10*10*)*,0*10*(11)*11,"positive example:[111, 001001111, 11111],negative example:[11, 00, 1100, 1110, 111110, 11110, 00100111, 11101, 00100, 11010011]"
0*10*(10*10*)*,0*1(0*(11)*0*)*,"positive example:[10011, 11111, 1110, 00111],negative example:[00, 001001110, 1111, 111010, 11000, 1101101]"
0*10*(10*10*)*,0*1(0*10*1)*,"positive example:[111, 1101, 100011, 1011, 10101, 00111],negative example:[11, 110, 1111, 1010, 0010, 10001, 0010111]"
(a|baa)*,([a]*[b][a]*(aa))*,"positive example:[, baa, abaaaabaa, aaabaabaa, abaa],negative example:[baba, baabba, bb, abb, aba, a, babbbaab, baaba, baaaabbb, aaab, baab]"
(a|b)(a|b)+aaa+,(a+|b+)(a+|b+)(aaa+),"positive example:[bbaaaaa, aaaaaaabaaa, abaaa, aaaaa, aaaabaaa, aaabaaa, aaabbaaa, aaaaabaaa, aaaaabbaaa, baaaa, bbbbaaa, aaaabbaaa, aabaaa, aabbaaa, abbaaa],negative example:[, aaa, aaaba, aaabb, aaaaaaaba, abaaaaabb, aaaabb, aabb, baab, baba, babb, abaaba, abaabb, ababbb, bba, aa, a, b, bbb, abbba, aaaaabb, aaaaab, aaaa, baaa, aaba, aaaaba, abaaaaaba, ababaa, abaaab, ba]"
(a|baa)*,(b(aaa*))*,"positive example:[, baaaabaa, baabaa], negative example:[baabba, bb, aa, ab, baaba, baababaaba, baababbb, baabbb, baaaab]"
(a|baa)*,(a)*baa,"positive example:[aabaa],negative example:[baaaa, baba, bba, aa, baaab, babb, aaba, baaba, bbb, aab, aabaabbbaab]"
(a|baa)*,(a*)*baa,"positive example:[aabaa],negative example:[baba, baaaa, baabb, aa, babb, baaab, baaba, aab, aabbabaa, bbbb, ba]"
(a|baa)*,(a*)+baa,"positive example:[aabaa],negative example:[baaaa, baabb, baba, bba, aa, babb, aaba, baaba, bbb, aab, aabaaabbaab]"
(a|baa)*,(a*b)aa+,"positive example:[aabaaaa],negative example:[bba, baabb, baba, aa, babb, aabbbbaab, baaba, aab, baaaab, ba]"
(a|baa)*,a*(baa)*((a)*(baa)*),"positive example:[aa, , aabaa, baaaaabaa, baabaaa, aabaaabaabaa],negative example:[aabaaaaabaabababbaa, baaabb, baabba, bb, aab, baaabaabbb, baaabaabba, aabaaaaabaaba, baaabaababb, baababb, baababa, baaab, aaba, baaabaaaa, baaabaaab, baabbb]"
(a|baa)*,a*(baa)*((a)*(baa)*)a*,"positive example:[aa, , baaabaaaaa, baaaaabaaa, aabaabaaa, baaabaabaaa, aabaabaa, baaabaa],negative example:[aab, baaabaaabb, baaaaabbb, baaabaababb, baababb, baababa, bbaa, baaabba, baaabaababa, baabb, baaab, baaabaaaaaba, baaabaabb, baaabaaba, aabbbbab, baaabaaab, ba]"
(a*ba*b)*a*ba*,a*b(a|(bb|bab))*,"positive example:[bbbbb, bbba, bbaba, aabaabb, bbabbb],negative example:[aa, bbaabbab, bbabb, bbbaba, aabaabbba, bbababa, bbaaaa, bbbb]"
(a*ba*b)*a*ba*,b(a|bb)*,"positive example:[baabb, b(a|bb)*, bbb], negative example:[bb, abb, bba, aabaa, baabbb]"
(a*ba*b)*a*ba*,a*b(a*ba*b)a*,"positive example:[baabb, bbaab, aabbbaa],negative example:[bb, aa, bbbba, aabaa, aabaabbaabbbaab, bbaabb, bbbb]"
(a|baa)*,a+(baa)*,"positive example:[a, abaabaa, aaabaa],negative example:[abaababa, , babaa, ab, bbb, abaaba, abaabb, abaaaa, abaaab, aaabbb, abba, abaababb]"
(a|baa)*,(a+)*(baa)*,"positive example:[aa, , aabaabaa],negative example:[baba, baabb, baaaa, babb, baaab, aabbabbaa, bbb, baaba, aab]"
(a|baa)*,(a*)baa+(a*),"positive example:[aabaaaa],negative example:[baabb, baba, aa, babb, aabbbabb, aab, baaaaba, bbaa, baab, ba]"
(a|baa)*,(a+)*(baa)*(a+)*,"positive example:[aa, , aabaaaaa, aabaa, baabaaa],negative example:[baba, baabb, babb, baaaba, baaab, baaba, aab, aabbaaba, baaaaabb, bbbb]"
(a|baa)*,(a+)*(baa)*(a+)*(baa)*(a+)*,"positive example:[aa, , baaaaabaaaaa, baaabaabaa, aabaabaaa, aabaabaa, baaabaa],negative example:[baaabb, baabba, bb, aab, baaabaabbb, baaababa, baaabaabba, baaabaaabb, aabaaababbbaab, baababb, baababa, baaaaab, aaba, baaabaaaaaba, baaabaaba, baaabaaab, baabbb]"
(a|baa)*,(a)*(baa)*(a+)*|(baa)*(a+)*,"positive example:[aa, , aabaaaaa, baabaa],negative example:[baaabb, bb, baaaba, aaba, aabaabbabaa, aabaab, baababb, baababa, baaaaab, baabbbb]"
(a|b)(a|b)+aaa+,(ab|aa|bb|ba)aaaa*,"positive example:[bbaaaaa, aaaaaaa],negative example:[aaa, aa, , bba, bb, a, bbaaabbb, bbaaaaab, b, aaaba, aaaa, bbaabb, bbbb, bbaa, aaba, bbabb, aaaaba, aaaaabaa, aaaaaaab]"
(a*ba*b)*a*ba*,(a)*(aa*)(bb)*b,"positive example:[abbbbb, abbb, aaab],negative example:[bb, , a, abbba, abaaa, aaaba, abbbb, abbaa, abbab, ababbab, abba, ba]"
b*a*,(a+|b+a*),"positive example:[aaa, bbbaa, bbb, ba],negative example:[bbbabaabba, , babb, baaab, ab, bab, aab]"
(a|baa)*,(a*baaa*)|(a*),"positive example:[aa, , aabaaaa],negative example:[baabb, baba, babb, aabbbabb, baaba, aab, bbaa, baaaab, ba]"
(a*ba*b)*a*ba*,a*ba*|b,"positive example:[a*ba*|b, aabaa], negative example:[bb, aa, aabaabbabb, bbaa]"
(a*ba*b)*a*ba*,b(a*ba*b)*a,"positive example:[bbba, babbaababa, babaabaaaabba, bbaba, babbaabba, babbbba],negative example:[abb, bba, , baaaa, baaaabaabb, bbb, aabaa, baabbaba, baabbabb, baab]"
(a*ba*b)*a*ba*,a*b(a*ba*b),"positive example:[bbb, aabaabaab],negative example:[aa, bbbbb, bbbabb, bbbba, aab, aabbbaaaba, bbaabb, baab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|11|000|001|010|100|011|101|110|111,"positive example:[110, 000, 11, 011, 100, 111, 101],negative example:[, 0, 1, 0000, 100000, 1100, 101111, 1111, 0111, 10]"
0*10*(10*10*)*,10*(10*10*)*,"positive example:[10011, 1100111, 1110],negative example:[000, , 01011, 10010011, 1111, 11101]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0|1)(0|1)(0|1)),"positive example:[000, 111],negative example:[00, 0, , 11, 1, 000000, 111111]"
0*10*(10*10*)*,0*1(0*10*10*)*,"positive example:[001, 100011, 111101, 1011, 10101, 0011111, 110010011],negative example:[00, 101, 1100100111, 001111, 100010, 1000, 11110, 10111]"
(0|1)(0|1)*,(0|1)(0*1*),"positive example:[0, 1, 0111, 0001, 1111, 1001],negative example:[000111000, , 110, 100111011, 010]"
(0|1)(0|1)*,(0|1)(0*|1*),"positive example:[0, 1, 0000, 0111, 1111, 1000],negative example:[, 001, 101, 01000, 01110, 100011, 11011, 11110, 000010]"
(0|1)(0|1)*,(0|1)((0|1)+),"positive example:[0000, 1111],negative example:[0, , 1]"
(0|1)(0|1)*,(0|1)((0+|1)+),"positive example:[0000, 1111],negative example:[0, , 1]"
(0|1)(0|1)*,(0|1)((0+)1+),"positive example:[0001, 1001, 00111, 10111],negative example:[0, , 111, 1, 1000111011, 0000, 1000, 0010, 1010, 0000111000, 010]"
(0|1)(0|1)*,(0|1)((01)+),"positive example:[00101, 10101],negative example:[, 101010, 0010, 1010, 00000, 00110, 00100, 010, 0, 111, 1, 10011, 001010, 10111, 10100]"
(0|1)(0|1)*,(0|1)((0+)(1+)),"positive example:[001, 101, 1000111, 0000111],negative example:[, 101110, 1000101, 1000, 0010, 1010, 0, 1, 0000, 0100, 1111, 001110, 0000100]"
(a|b)*baa(a|b)*b,(a*b*)*(baa)b,"positive example:[baababaab, baaabaab, aabbbabaab, baabbaab, babbaab, baaaabaab, baabbbaab, baabaab],negative example:[baabba, babb, baa, aabbbab, baabaaaa, baabaaab, baababa, baabbb]"
(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011,"positive example:[110, 000, 011, 11, 100, 01, 111, 001, 10],negative example:[, 000000, 001111, 1000, 1011, 1010, 0, 1, 0101, 0110, 0100, 1100, 0111, 1001, 1111]"
(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011|101,"positive example:[000, 011, 00, 100, 01, 001, 111],negative example:[, 0, 1, 0101, 0110, 0000, 111111, 0011, 100000, 0100, 0111]"
0*10*(10*10*)*,(0*(11)*0*10*)|(0*)1,"positive example:[11010, 110001, 1000, 11111, 1110, 00111],negative example:[110, 00, 1010010, 110101, 1111, 1100, 1100011, 11011, 10111, 10001, 11101, 0011110]"
0*10*(10*10*)*,(0*(11)*0*10*)|1011,"positive example:[01, 1, 000111, 01000, 11010, 110001, 11111, 1000, 1011, 1110, 01101, 10],negative example:[, 110101, 1000011, 101011001, 101110, 101111, 101100, 00011, 01111, 01001, 0, 101, 0101, 0110, 1001, 1111, 101101, 10010, 1100011, 11011, 10100, 11101]"
0*10*(10*10*)*,(10*(11)*0*10*1)|1011,"positive example:[1110101, 1101, 10010001, 111101, 11111, 111011, 11100011],negative example:[00, 11, , 110101, 1110111, 1110001, 110110, 111111, 110100, 1110, 010011, 1001000111, 100, 1111, 111010, 11011, 11110]"
0*10*(10*10*)*,((10*1)*0*(10*1)*0*10*),"positive example:[010011, 011000100, 011111, 01110, 1101, 0001, 10011, 01101],negative example:[11, 110, 01101100, 011011, 1001110110, 011101011, 0001111011, 01111, 100111011011, 0100100010011011]"
0*10*(10*10*)*,(0*(10*1)*0*(10*1)*0*10*),"positive example:[110111101, 1101110, 1101, 11111, 11011000100, 1101101, 1100010011, 0010011],negative example:[00, 001111, 110110111, 1001000, 100100011110, 110110, 1101001000100101100, 1111, 1101111, 110111010, 11101, 11011011]"
0*10*(10*10*)*,1(11)*0,"positive example:[1110, 10],negative example:[11, 00, 110, 01, 111, 1001011, 10000, 1010]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(111)|(000)|(101)|(011)|(010)|(001),"positive example:[000, 011, 111, 101],negative example:[00, , 11, 01, 000000, 1000, 1010, 0, 1, 011111, 1101, 1111, 10]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[000, 011, 111, 01, 001, 101, 010, 10],negative example:[11, , 00, 111111, 1000, 1011, 1010, 0, 1, 0000, 1101, 0011, 1100, 0100, 1001, 0111, 111000]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[000, 011, 111, 100, 01, 001, 101, 010],negative example:[00, , 11, 000000, 001111, 1000, 1110, 1011, 0, 1, 1101, 0100, 1100, 0111, 1111]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[110, 000, 011, 100, 111, 001, 101, 010, 10],negative example:[, 11, 0, 1, 0000, 0011, 100000, 1100, 0100, 101111, 1111, 0111]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(11)|(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[000, 011, 100, 01, 001, 111, 010],negative example:[00, 0, , 1, 000000, 001111, 0100, 0111, 1111, 1000]"
0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*10*(10*1)*0*),"positive example:[11011010, 1110101, 1101000, 111011101, 0010010001110, 1110110, 110111, 1110, 00100, 111, 1111010, 11111, 1110100010, 11100011, 11101001],negative example:[11, 00, 110101, 1110100, 1110111, 110110, 111011010, 1110010, 1110001110, 11101000101, 11111010, 1100011, 11110, 1101111, 00100111, 110100010010, 11101, 11101011, 11010111]"
0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*1(10*1)*0*(10*1)*0*),"positive example:[10101000, 10101101, 1101011, 1011000100010, 101111, 110111, 1110, 10110101, 101101111, 00111, 110001110, 1011101, 1010111, 1011011, 10110110, 1101101011, 111110, 110100011, 10101, 11000111011, 10001000111, 11010101],negative example:[00, 101011101, 1011010101, 10100011, 101110, 00111010101, 10101000111001, 10110111, 1011001011, 110, 10110100011, 1010110, 110110011, 1111, 101101, 10111101011, 10111, 10110001011, 11011101101, 10110111011, 10101010, 111010101, 1101010, 110101101, 101101110, 101101101011, 1010101, 1100, 10001, 11010001]"
0*10*(10*10*)*,(1(11)*),"positive example:[111, (1(11)*)],negative example:[11, 00, 110, 100, 101, 011001, 1111]"
0*10*(10*10*)*,(0*1|1(11)*|10*|1(101)*),"positive example:[01, 1, 0001, 11111, 1000, 1111111, 1101101],negative example:[, 11011010, 110101, 111111, 110100, 110, 11001, 11100, 11000, 1101100, 11101, 11, 1101110, 111100, 111101, 1011, 1010, 00011, 0, 0101101, 01000, 0110, 0111, 111110, 11110, 11011, 1101111, 10001]"
0*10*(10*10*)*,(0*1|1(11)*|10*|1(101)*|0*10*),"positive example:[1, 0001, 11111, 1000, 1111111, 1101101, 010],negative example:[, 110101, 111111, 111010011, 110100, 011, 110, 0101, 11100, 11001, 11000, 1101100, 11, 1101110, 100010, 111100, 111101, 1011, 00011, 0, 101, 111110, 11110, 1101111, 11011011]"
0*10*(10*10*)*,(0*1|1(11)*|10*|1(101)*|0*10*|01(11)*),"positive example:[100, 01, 1, 011111, 0100, 11111, 00100, 00001, 1101101],negative example:[, 01111, 110, 0101, 01110, 0000, 111000, 11011001, 11011000, 11, 11101101, 1101110, 01101, 01100, 01001, 0, 101, 110110100, 110110101, 0011, 1100, 111110, 11110, 11011, 1101111, 10001, 0000101]"
0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*),"positive example:[001, 100, 01, 1, 011111, 0100, 11100, 11111, 111110, 1101101, 11111110, 0000100],negative example:[, 00, 000011, 111111, 00101, 1111101, 01111, 010111001, 011101, 110, 011100, 01110, 01010, 11001, 11000, 1101100, 11101, 0111110, 11, 1101110, 111001, 111100, 111101, 01101, 01100, 0, 101, 011110, 010001, 110110100, 0011, 110110101, 1001, 11011, 1101111]"
0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*|10*(11)*),"positive example:[01, 101111, 100011, 0010, 1111111, 00001, 1, 0100, 0111, 11111, 111000, 111110, 1101101, 10],negative example:[, 111111, 1111101, 01111, 110, 101101, 11101, 11011001, 11011000, 0111110, 11, 000101, 1101110, 100010, 111001, 101100, 01101, 00011, 01100, 0, 000, 101, 011110, 010100, 010001, 110110100, 0011, 110110101, 1100, 11110, 11011, 01011011, 1101111]"
