Attempt Regex,ChatGPT Output
(bb*)+(bbb)*,"positive example: [b, bb, bbb, bbbb, bbbbb, bbbbbb, bbbbbbb, bbbbbbbb]  
negative example: [empty string, bbbbbbbbb, bbbbbbbbbb, bbbbbbbbbb, bb, bbbbbbbbbbb, bbbbbbbbbbbb]"
((11)*1|0*),"positive example: [ , 0, 00, 1, 111, 11111]

negative example: [01, 10, 110, 101, 1110]"
1|1*,"positive example: ["""", ""1"", ""11"", ""111"", ""1111""], negative example: [""0"", ""10"", ""01"", ""1100"", ""201""]"
(b)*(a|b)(b)*,"positive example:[a, ab, b, ba, bab, bb, bbb, bbab, bba]

negative example:[bbba, abba, abbb, c, aa, aba, ca, ac, abc]"
b|(a|b)(bb|a*|ba*b)*a*,"positive example: [b, a, aa, aaa, aaaa, aba, abaa, abaaa, abaaba, abba, abbba, abbaa, abb, bbba, abaab]

negative example: [ba, bab, bb, ab, abbab, abbb, bb, bbb, babba, aab]"
(a|b)(a|ba(a|b))*(b|ba)?,"positive example: [a, aa, aaa, aaab, aab, aaba, ab, abaab, ababb, b, ba, bab, baa]
negative example: [aabb, abb, bb, baaabb, abba]"
a+(b)*(a)*,"positive example: [a, aa, aaba, ab, aba, abaa, abba, aab, aaaa, aabaaa, abbb]
negative example: [ba, bb, bba, baa, abbbaa, bab, b]"
[ab]*(baa)b*,"positive example: [baa, baab, abaab, bbaa, bbaabb, bbbaa, bbbaab]

negative example: [a, b, ab, bba, abb, aabbaa, baaab, bbbaaab]"
a*b*a+,"positive example: [a, aa, aaba, aba, abaa, abba, ba, aabaa, ababaa, abbaa]
negative example: [ab, b, bab, bb, babba, aabb]"
(a*|(b*aa*)*),"positive example: [a, aa, ba, baa, baaa, baabaa, bbaa, aaaaa, baaab, bbbaa]
negative example: [ab, bb, bbb, abab, bbba, bababaa, bbbbba]"
0?(0*|1)01*,"positive example: [0, 000, 00001, 0001, 00011, 001, 01, 0101, 10], negative example: [1, 011, 100, 111, 010, 101, 0000, 110]."
((ab)*(ba)*)|abb*ba,"positive example: [ab, ababba, abba, abbba, abbbba, abbaba, ba, abbba, abbbba]
negative example: [bbb, aab, baa, abab, bba, aa, bab, bbaa, abbb]"
(((1?)*|(11?)*)|(111?)*),"positive example: [1, 11, 111, 1111, 11111, 111111]

negative example: [1111111, 2, 101, 110, a, b, 011]"
a*b*,"positive example:[, a, aa, aaa, aab, ab, b, bb, bbb],negative example:[ba, bab, aabba, abba, bbabba]"
(01*0*1*0)*,"positive example: [0010, 0100, 010010, 01010, 0101001010, 010110, 0110, 011010, 0101010, 0100010]  
negative example: [0, 1, 001, 1010, 010, 00010, 1110, 0000, 0101, 1100]"
((0(0|1)*0)(1(0|1)*1))?,"Positive examples: [000011, 010101, 000010, 000010111, 0001001, 00010101, 110011, 00011100011, 000101]

Negative examples: [111, 0010, 010, 00110, 001, 1110, 0101110, 011, 101]"
a((ab)|(ba))*,"Positive example: [a, aab, aabab, aba, aababab, ababa, aaba]
Negative example: [b, aa, abb, abaab, bab, ab, ba]"
a|b(a*|ab*ab*),"positive example: [a, b, ba, baa, bab, baab, baba, babab, bababb]
negative example: [ab, bb, babba, babbaab, c, bc, cab]"
(b(a)*(bb)*)*,"positive example: [b, ba, bab, babba, babbb, baabb, babbbabb, bbb]

negative example: [a, baa, bababa, babbbbaba, ab, abbb, bba]"
(1(11))*,"positive example: [111, 111111, 111111111111]  
negative example: [1, 11, 1111]"
(ab|ba)(ab|ba)*(aa|ab|bb|ba)*,"positive example: [ab, abaa, abab, ababaa, ababaaaa, ababab, abababaa, ababba, ababbb, abbaaa, ba, baabaa, bbaa, bababab, baba, abaaba, babba, baaab]

negative example: [a, b, aaa, bb, aab, bab, abababaaa, ababaaaaa, baababa, bbaabaab, aabba, aaaa, bbbbb, aaaaa]"
a*|(ab)*|(ba)*,"positive example:[, a, aa, aaa, ab, abab, ababab, ba, baba, bababa], negative example:[b, abb, baa, aba, bab, aab]"
(b+a)*,"positive example:[, ba, baba, bba, bababa, bb, b, bab, babb]
negative example:[a, aa, aba, aaa, ab]"
1*(0+1+0*)|0*(1+0+0*)*,"positive example:[1, 00, 011, 00110, 0100, 01, 100, 1010, 1100, 111, 10000, 10100, 11010, 0110, 0001, 101, 01010, 01100],  
negative example:[10, 00011, 001, 110011, 1111, 01011, 1001, 1100, 1110, 1011, 000110, 010011, 00101, 11111, 10101]"
abaa*,"positive example:[abaa, abaaa, abaaaa],negative example:[abba, ab, aaaa]"
a*(b|(b((a*b{2})+a*))+)a*,"positive example: [aaba, ab, aba, abaa, abaabbaa, ababba, ababbaa, ababbaaa, ababbababbaa, ababbabbaa, abbbaa, b, ba, bbb, bbba, bab, babbba]
negative example: [aa, ababaa, ababbbaa, aaa, aaaaa, babba, baa]"
a*b*(b+ab+ba+b*)*b*a*,"positive example: [aabba, aabbb, ababba, abbababb, abbabb, abba, abbbabba, bba, bbabba, bbbbbba]

negative example: [abab, abbaabbb, abababa, abbabab, abbababbbb, aabab, abbababa, abaabb, aababb, bbaaab]"
(01)*(10)*,"positive example:[, 01, 010110, 0110, 011010, 10]  
negative example:[0, 1, 011, 0101, 110, 101, 010101]"
"a*(b|bb{2,})*a*","positive example:[a, aaa, ab, abab, aba, ababba, abb, abbb, abbaa, bbba], negative example:[b, ababa, aab, bab, ababb, bbb, aaab, baaa, bba, aaabbb]"
0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example: [0, 1, 010101010101010101, 011010101010101010101, 1010101010101010101, 000101010101010101010, 0101010101001010101]

negative example: [111, 1010101010102, 0101010101010105, 0010101010101010210, 010101010101110101010, 010110101010201010101]"
1+(11)*,"positive example: [1, 111, 11111, 111111, 11111111], negative example: [1111111, 111111111, 1111111111, 11, 11111111111]"
(0+1)*11,"positive example: [111, 0111, 00111, 010111, 1011, 0000111, 01111, 1111]  
negative example: [1110, 110, 11111, 111111, 01, 101, 0100, 10]"
[0-1]([0-1])?([0-1])?,"positive example:[0, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111],negative example:[0000, 0010, 0100, 0110, 1000, 1010, 1100, 1110, 0101, 0011, 1011]"
a*|baa*,"positive examples: [, a, aa, ba, baa, baaa, aaaa, baaa, baaaa]  
negative examples: [b, ab, bab, bb, aba, abaa, abaaa, bba, bbaa]"
(b?)*b(a|b)*|(a|b)*b(b?)*,"positive example: [ab, abb, abbb, aabb, b, ba, bb, bba, bbaa, bbb, bbba]  
negative example: [aa, aaa, a, abba, baaa, babb, baba, abbaabba, bbbb]"
(b*(bb)*a*(bb)*)ba*,"Positive examples: [b, babbba, bbabbba, bbbaabbba, bbbabbba, bbbabbb, bbbabbbaa, bbbabbbbba, bbbbabbba, bbbbbabbba, bbbbba]

Negative examples: [ba, bbab, aabb, a, bbaa, abbba, bbbbbaa, bbabbb, bba, bbbbbaba]"
(01)*(10)*,"positive examples: [01, 010, 0110, 011010, 10, 01010, 0101010, 01101010, ]
negative examples: [0, 1, 011, 110, 101, 0100, 01100, 1001]"
(01)|(01)*,"positive example:[01, 0101, 010101],negative example:[1, 10, 001]"
(((a|b)a*b)(a(a|b)a*ba)*)?,"positive example: [aab, aaabaaaba, aabaaaba, aabaaaaba, abaaaba, babaaaba, aabaaabaaaaba, aabaaabaaabaaaba, aabababa, aabaaba]

negative example: [aaa, ab, bbaba, baaab, abab, bbaa, b, baab, abba, babba]"
(a*ba*)+(a*ba*ba*),"positive example: [abaabaab, abaababa, ababaa, bababa, baabaa, bababaa, abaababaaba, abababaab]

negative example: [aba, abaa, baba, aababa, baaaba, abaaabb, aabbaa]"
(((1*)?)|((11*)?))|((111*)?),"positive example: ["""", ""1"", ""11"", ""111"", ""1111"", ""11111"", ""111111""]
negative example: [""0"", ""01"", ""10"", ""110"", ""101"", ""001"", ""1110""]"
(0+1+0+)*|(1+0+1*0+1+)*|1*|0*,"positive example: [1, 0, 00, 11, 000, 111, 0011, 010, 1100, 101, 0100, 10101, 0000, 1111, 110101, 10101010, 101001]

negative example: [01, 110, 1010, 0101, 001, 1011, 1101, 01001, 011, 100]"
"(a*ab{2,})*","positive example:[, abb, aabb, aaabb, aabbb, abbaabb, aaabbaabb], negative example:[a, b, abab, ab, aab, aaaa]"
(a|ba|b)a*aaa,"positive example: [aaaa, aaaaa, aaaaaa, baaa, baaaa, baaaaa]  
negative example: [ba, b, aaaab, ababaaa, abaa]"
(a)*(ba)*((ba)*(ba)*)*,"positive example: ["""" (empty string), ""a"", ""ba"", ""abababa"", ""aabababa"", ""ababababa"", ""abababababa"", ""baba"", ""ababaa"", ""abababaa""]
negative example: [""ab"", ""aa"", ""b"", ""abb"", ""aaa"", ""baa"", ""abc"", ""abba"", ""babab"", ""ababab""]"
(a*(b)((a)*bb)*(a)*)|(a*),"positive example: [b, a, aa, ababb, aba, abbba, abaabba, aababba, ababba, ababbabba, ababbaa, babba]
negative example: [bb, babb, ab, bbb, aaaa, babbab, abaaaa, aaaaa, bababa, bbabba, aaabb]"
(a*b*)a{3},"positive example:[aaa, aaaa, bbaaa, baa, abaa, abbaaa], negative example:[aaaaa, aabaa, abaaa, baaaaa]"
0*1*,"positive example:[0, 1, 01, 001, 0001, 00011, 111],negative example:[10, 110, 101, 100, 010]"
a(a+b)a(a|b)*,"Positive example: [aaabaa, aaba, aabaa, aabaaa, aabab, aababaa, aababab, aabaab]

Negative example: [abaa, baa, ababa, bbaa, aba, aaab, baaaba]"
1+(11*),"positive example: [11, 111, 1111, 11111, 111111], negative example: [1, 1111111, 11111111, 1110, 1011]"
((aa)|(ab)|(ba)|(bb))*b,"positive example: [aaaab, aab, abb, b, bab, bbb, abab, baab, bbab]  
negative example: [aaa, bb, a, aba, babb, baa, aabbb, abba]"
a*b*(ab+ba)*b*a*,"Positive examples: [ababa, babab, aaabbabbaa, abbaabba, baaabba, aababbaba, ababbabab, ababbabbaa, abbab, aabba, ababbaa, babba, ababbaabbaba, ababbabaaba, ababbababba, aabbaba, abbabbaba]

Negative examples: [abababa, baababa, bababa, abab, aabab, bbaa, aaab, aaba, baa, ababaabab, baabab]"
(b|a)*baa*(b|a)b,"positive example: [baaab, abaabb, bbaabab, aaabaaabb, abbaab, baaabb, babbaab, baaabab, bbabab, babbaaab]  
negative example: [aab, ababab, aaa, bbbb, ab, baaa, abb, abab, bba, aba]"
(((a*)*b)*b)*((a*)+b),"positive example: [ab, aabbab, abbab, abbabbab, abbb, bab, abbaab, bbab, ababab, abaabb]

negative example: [aaaab, aaaaaaa, abababab, baaa, bbba, aab, aa, bbbb, bbaaa, bbb]"
b(a|b)*,"positive example: [b, ba, babu, bb, babb, baa]  
negative example: [a, ab, bba, cab, c, aabab]"
"[ab]*b?a{2,}","positive example:[aaa, aba, aa, abaaa, abbaaa]  
negative example:[abb, bbb, ab, ba]"
ab|ab*aaa,"positive example:[ab, abaaa, abbaaa, aaaa, abbaa], negative example:[aaa, a, baa, abba, baaa]"
(a|bb)*b+a*,"positive example:[ab, aba, b, abba, ba, aab, bbba, baa], negative example:[aa, aaa, bbb, a, bb]"
0*(0+1*0+|1+0*1+)*0*,"positive example: [0, 00, 000, 0110, 001110, 0010100, 0110100, 01000, 0011000, 0100100]

negative example: [1, 001, 0101, 11, 1001, 101, 10, 011, 010, 111000]"
aaa+,"positive example:[aaa, aaaa, aaaaa, aaaaaa], negative example:[aa, a]"
(0(0|1)*0)|(1(0|1)*0),"positive example: [00, 000, 010, 100, 110, 10000, 1110, 0010]  
negative example: [01, 11, 001, 1011, 111, 0101, 101, 1101]"
aa*b*a*,"positive example: [a, aa, aaa, aab, aaba, aaaba, aba, aabaa, aabba]  
negative example: [b, ab, abba, baa, ba, abb, bba, aaab, bab]"
(a*(bb(a*))*b)*,"positive example: [a, aa, b, aba, aab, abb, bb]
negative example: [bba, aabbb, bab, aaa, ba, aabab, bbba]"
a*(b*aa)*a*,"positive example:[, aa, aaaa, aabaaa, abaa, abaaa, abaaaa, abaabaaa, abbaaa, baaa],  
negative example:[b, aba, aabaa, aabba, ba, baa, bbb, bbaa, bbba, babaa]"
"a|ba{3,}","positive example:[a, baaa, baaaa, baaaaa],negative example:[b, ba, baa, bab]"
b*a*ba*b*,"positive example: [babbab, ababb, bbaba, babaa, bba, babbb, baaba, baab, bababa, bbaba]

negative example: [aab, bbbba, baa, aa, aba, ba, a, abaa, aaab, bbb]"
(101)*|(010)*,"positive example:[, 010, 010010, 101, 101101],negative example:[0, 1, 11, 00, 1010, 0101]"
(a*ba*b*b)*,"positive example:[, ab, abb, abab, aababb, abaabb, abbb, ababbb, ababb, ababbababb], negative example:[a, aa, b, bb, baa, bab, bbb, aabb, ba, abbba]"
0*|00*|11*|11*00*11*|00*11*00*,"positive example: [0, 00, 11, 000, 00110, 0011100, 11011, 111, 110011, 0001100]

negative example: [10, 010, 001, 0100, 1101, 1010, 1110, 00101, 11101, 1011]"
(aa|bb)*aaa+,"positive example:[aaa, aaaa, aaaaa, aaaaaa, aaaaaaa, aaaaaaaa, bbaaa, aaaa, aaabaa, aabbaa, aabaa, bbbaa]  
negative example:[a, aa, ab, aba, abb, baa, bbb, baaa, abba, abaaaa, bbaaaaa, bbbbaaa]"
(aa|bb|ab)*,"positive example:[, aa, aaaa, ab, bb, abab, bbaa, aabb, ababba, aaab, bbab]
negative example:[a, b, aaa, bba, abb, aba, baa, bab]"
1(1?)*|0*,"positive example:[, 0, 00, 1, 11, 111, 000, 110],
negative example:[01, 10, 1111, 101, 001]"
1*|((0|1)1(0|1))*,"positive example: [1, 11, 110, 010, 011, 010010, 1110], negative example: [00, 101, 001, 10, 0111, 00101]"
001|110|10101,"Positive example: [001, 10101, 110]  
Negative example: [010, 111, 1001]"
a*(b*aa)*a,"positive example: [a, aa, aaaa, aabaaa, abaaa, abaabaaa, abbaaa, baaa]  
negative example: [b, ab, aab, abb, abab, baa, bb]"
(a|b)+b*aa+b+,"Positive example: [aaab, aabaab, abaaab, abaab, abaabb, abbaab, baab, bbaab, baaab, abaaab]

Negative example: [abaa, abab, aaa, bb, babba]"
(b*|a+ab*|aa+b*)(b*|aa*b*|a+ab*)(b*|aa+b*|a+ab*),"positive example: [a, aa, aaa, ab, aabbb, b, bb, bbb, aabb, aaab]

negative example: [abbbba, abab, baabba, baa, bbbaa, abaa, baaab, aaaaab]"
(a|b)?a*b(a|b),"positive example: [aaaba, aaba, aabb, aba, ba, baba, bb, bba, abba, baa]  
negative example: [ab, aaaa, abab, bbb, b, a, aaaaab, abbb]"
0*(1(11)*0)*,"positive example:[, 0, 1110, 001110, 010, 01110, 0111110, 011101110, 01111111110],negative example:[1, 10, 011, 111, 1010, 110, 100, 000111, 011101]"
(0|1)|(0*|1*),"positive example: [0, 1, 00, 11, 000, 111]

negative example: [01, 10, 010, 110, 001, 101]"
((a*)|(ba(a)*)),"positive example: [a, aa, ba, baa, baaa, aaaa, abaa, bba, bbaa]  
negative example: [b, aba, bb, ab, bab, babb, bbb, abb]"
0*1*0*1*1*0,"positive example:[0110, 100110, 001110, 010110, 0101110, 01110, 101110, 0110110, 0010110, 10110]

negative example:[00100, 1100, 1110, 000111, 100, 111000, 000110000, 01010, 011000, 11000]"
0|1|(01|10)*,"positive example: [0, 1, 01, 10, 0101, 1010, 0110, 1001, 010101, 101010]
negative example: [00, 11, 001, 110, 010, 101, 011, 100, 111, 000]"
(0*1|10*|0*111+|111+0*|0*10*),"positive example: [001, 0010, 00111, 01, 010, 0100, 0111, 01111, 1, 10, 100, 111, 1110, 11100, 11110]  
negative example: [011, 110, 000, 101, 1100]"
(1(11)*|0*)(1(11)*|0*)(1(11)*|0*),"positive example: [001, 0111, 111111, 000, 1001, 110, 101, 111111110111, 111000, 1101111111]

negative example: [010, 1000, 1110, 110110, 0010, 0001, 1110110, 11110, 011011, 1111110001]"
1|(0|1)*1(0|1)1*0*,"positive example:[1, 11, 110, 1100, 1010, 11010, 0100, 01110, 01010, 010110, 110010, 10110],negative example:[0, 00, 100, 001, 01, 111, 000, 101, 1101, 0101010, 1110, 10000]"
"ab*b?a{2,}","positive example: [aaaa, abaaa, abbbaa, abbbaaa]
negative example: [ab, aab, bbba, baa]"
((0(1*0*)*0)|(1(1*0*)*1))*,"positive example: [00, 000, 010, 0100, 01000, 101, 11, 1101, 111, 11101, 01000100, 010100, 1101]

negative example: [1, 0, 01001, 100, 001, 011, 1110, 0010, 11000, 10100, 10001]"
a+b*a*,"positive example:[a, aa, aaba, ab, aba, abaa, abba, ab, a, abaaaa, abbba, aab]
negative example:[ba, b, bba, bb, baa, aabbaa, bbba]"
0*1+0*,"positive example:[01, 010, 011, 0110, 0010, 1, 10, 110, 0110, 00110]

negative example:[00, 000, 0, 0000, 00000, 000, 00]"
(ab+ba)*(aa+bb)*,"positive example: [aabb, abba, """", abbaaaabb, abbaaabb, abbaaabbaabb, abbaabbaaabb, abbbaaabb, abbaaabbaaabb, abbaaabbaaaabb]

negative example: [abaaabb, abbaabb, aa, bb, aabba, abb, ba, abbaaa, aabbaa, abbaaab]"
(a*b*)a{3}a*,"positive example: [aaa, aaaaa, aabaaaa, abaaa, abaaaa, abaaaaa, abbaaaa, baaaa]  
negative example: [aa, aab, aba, baa, abaa, abbbaaa, bbaaa, aaaaabb]"
"b*a{2,}","positive example:[aaa, aaaa, baaa, bbaaa, bbbaa],negative example:[b, a, bba]"
(a+b)*(bb+bbb)*(a+b)*,"positive example: [aabbbbbbab, abab, ababbbbbbab, abbbbbb, abbbbbbaab, abbbbbbab, abbbbbbabab, abbbbbbb, abbbbbbbab, abbbbbbbbbbbab, bbbbbab, bbbbbbab, bbbba, babbbbbbba, aaabbbbbbbbab]

negative example: [abbbbbab, abba, ba, bbbbab, a, bbba, abb, bbbbbb, abbb, bbbbb]"
1+0,"positive example:[10, 110, 1110, 11110],negative example:[0, 01, 100]"
1*[11]*,"positive example: [1, 11, 111, 1111, 11111]  
negative example: [0, 101, 110, 100, 011]"
(10|01)*(10|01)*,"positive example: [01, 100110, 010101, 1010, 011001]
negative example: [00, 11, 1100, 101, 0100]"
((0+1+0+)|(1+0+1+))*,"positive example:[, 001, 1010, 011, 10100, 010101, 10010, 11001, 00101, 10111]  
negative example:[00, 01, 10, 110]"
[a-b]*[b]+a{2},"positive example:[bbaa, abaabbbaa, abbbaa, baa, babaa],negative example:[aa, ab, baaa, abba, abb]"
a*bb*a*bb*,"Positive example: [aabbabb, ababb, abbaabb, abbab, abbabb, abbabbb, abbbabb, abbbb, bb, bbabb]  
Negative example: [aabbb, bba, bbb, aaabbb, babb, baabb, aa, babbb, ab, b]"
(0*1+0+)*(1*0+1+)*,"positive example: [101101, 00110, 0101010, 1010101, 011010, 0011001, 010101011, 01010, 110010, 11001]

negative example: [101, 01011010, 111000, 011, 110010101, 010100, 10010, 001010, 1000101, 001100]"
(01*01*)*,"positive example: [001, 010, 0101, 01010101, 01011, 01101, 01, 001001, 010010, 010101, 0101101]  
negative example: [1, 111, 110, 011, 100, 1010, 1110]"
(ab*b)|(a*),"positive example:[, a, aa, ab, abb, abbb, b],  
negative example:[ba, bb, abab, bba, c]"
(b*(aa?))*,"positive example: ['', 'aa', 'ba', 'baa', 'baaa', 'baabaa', 'bbaa', 'aaaa', 'babaa', 'bbbaa']
negative example: ['a', 'ab', 'b', 'bb', 'bab', 'abab', 'baab', 'aab', 'baba', 'aaba']"
(b)((a|b)(a|b))*,"positive example:[b, baa, bab, bba, baab], negative example:[a, ab, aa, bb, ba]"
0*0?|111*,"positive example: [, 0, 00, 000, 11, 111, 1111]  
negative example: [1, 01, 001, 10, 110, 101, 1110]"
(aaa|aba)*,"positive example:[, aaa, aaaaaa, aba, aaaaaaa, abaaba, aaaaba, aaaabaabaaa], negative example:[a, aa, aab, ab, baa, abab, ba, abc]"
a*b*a*b*,"positive example:[, aa, aab, aba, ab, aaba, abab, abb, abbab, baba], negative example:[baa, ba, bba, bb, abababb, babb, aabba, abba]"
(ab)*,"positive example:[, ab, abab, ababab, abababab], negative example:[a, b, ba, abba, bb]"
(a+b*bb*)*,"positive example:[, a, ab, abb, abbb, aab, aabb, aabbb, abbbabbb, ababb, aabbbb, abbbb]  
negative example:[b, bb, bbb, bbbb, ba, bab]"
(((1+)+)|0)|0*,"positive example: [1, 11, 0, 00, 000, 0111, 111, 1111, 11111, 0000], negative example: [01, 10, 001, 110, 101, 011, 010, 100, 1010, 0101]"
a*b(aa)*,"positive example: [aabaa, ab, abaa, abaaaa, b, baa]  
negative example: [a, aa, abb, aaaa, ba, ababab]"
(a(a+b)a),"positive example:[aaabaa, aaaaba, aaabaa], negative example:[aba, aab, bbaa]"
a*(b(bb)*)*a*b(bb)*a*,"positive example: [aabbba, aabbbabbba, ababbba, abbbaabbba, abbbaba, abbbabbb, abbbabbba, abbbabbbaa, abbbabbbbba, abbbbbabbba, abbbbbba, abbbbbbabbba, b, bbbabbba]  
negative example: [ab, abb, aaa, ba, baaa, bab, baba, abba, aaabba, bb, bbbbb]"
0*1(0*|1)1,"positive example:[1011, 1101, 1001, 111, 101, 11011, 001011, 010011], negative example:[0110, 001, 10, 0000, 1110, 010, 01, 00100]"
(a*b)*,"positive example:[, ab, b, aab, abab, ba, ababab, abb, aabb, baba], negative example:[aa, bb, aaa, bba, abbab, baa, babb]"
0*1*0*10*1*,"Positive example: [00101, 0010101, 0100101, 01010, 0101001, 010101, 0101011, 01011, 01101, 0110101, 1, 10101]  
Negative example: [0101, 001, 110, 1110, 0110, 00011, 111, 011, 1010, 10011]"
(a|b)*b,"positive example: [b, ab, aab, abb, bab, bbb, aabb], negative example: [a, aa, aba, baa, aaa, a, abba]"
((b)(a))*,"positive example:[, ba, baba, bababa, babababa], negative example:[a, b, abab, ab, bb]"
a*(b+)*a*,"positive example: [, aa, ab, aba, abaa, abba, bb, aab, aabba]  
negative example: [a, b, aabb, bab, baa, abbaa, bbaa, abbba]"
1*(10|01)*(10|01)*,"positive example:[1, 101, 10101, 11010, 1101010, 1110, 111010],  
negative example:[0, 10, 01, 100, 001, 10100, 011010]"
"(a|b)*b*a{2,}","positive example:[aaa, baa, abaa, abbaa, bbbaaa, babaa, abbbaa, bbbaa, aa]
negative example:[aba, aab, ba, bab, abb, ab]"
((b)(a))+,"positive example: [ba, baba, bababa, babababa, bababababa]  
negative example: [b, a, bb, aa, aba, baa]"
a*|b(bb*|a*)*,"positive example: [ε, a, aa, aaa, b, ba, baa, bb, bbb, bbaa, baaa]

negative example: [ab, bab, aba, aab, bbaaa, abbb, baaab]"
(ab|ba|b)*,"positive example: [ab, abab, ba, b, baba, bab, aba, abbaba, babab, bababa, baab]
negative example: [a, aab, abb, bb, aaa, bbb, aaba, bba, babbb, baaa, abb]"
(a*b*(baa+)+a*b*)*b+,"positive example:[bbaaaabb, abbaaabb, aabbaaabb, abbaabaaabb, abaaabbb, abbabaabb, baaabb, abbaaababbaaabb]
negative example:[ababb, baa, bba, ababa]"
(0*1|10*|0*111+),"positive example:[001, 01, 1111, 110, 1000, 111, 11111, 01111]  
negative example:[011, 1101, 010, 1001, 1010, 000011]"
a*(b*aaaa*)*,"positive example:[, a, aaaaa, aabaaaa, abaaa, abaaaa, abaaaaa, abaaaabaaaa, abbaaaa, baaaa],  
negative example:[b, ab, aaab, bbaa, aabaa, abaabaaa, bba, abbb, baaa, ababab]"
(a|bb|b)*b,"positive example:[ab, bb, aab, bbb, abbb]  
negative example:[a, aa, aaa, aba, bba]"
ab*,"positive example: [a, ab, abb, abbbb, abbbbbbbbb, abbbbbb]  
negative example: [b, bb, aa, ba, bab, aabb]"
a*(b+a)*(bb)*(b+a)*,"Positive example: [aababbba, aabbba, ababa, abababbba, ababb, ababba, ababbba, ababbbaba, ababbbba, ababbbbba, abbabbba, abbba, babbba]

Negative example: [babab, aaabb, abbbaa, baabab, aaababbb, bbbb, baabba, aabaab, abbb, bababa]"
(0*10*10*)*,"positive example: [ , 101010, 001010, 010010, 010101, 01010, 010100, 0101001010, 0110, 1010, 0101010, 0011010 ]

negative example: [ 10, 110, 101, 010, 011, 100, 1110, 10101, 110110, 1101010, 11111 ]"
bb*b+,"positive example:[bb, bbb, bbbb, bbbbbb, bbb, bb], negative example:[b, bbbbb, bbbbbbb, bbbbbbbbb, empty string]"
(0*|(01)*)*,"positive example: [, 0, 00, 01, 0101, 010101, 0001, 01010101, 000000, 0101010101]  
negative example: [1, 101, 001, 011, 110, 0100, 111, 100, 01, 1001]"
a*ba*|a*bbb*a,"Positive example: [aaba, aabbba, ab, aba, abaa, abba, abbba, abbbba, b, ba, bba, bbba]  
Negative example: [aa, aab, aaa, aaaa, aabab, aabaaba, bab, bbbaa, bbabb]"
0*1|1*,"positive example:[, 1, 01, 001, 11, 111], negative example:[0, 10, 1110, 010, 1100]"
b*(a*|bb*),"positive example:[, a, b, ba, baa, bb, bba, bbb, bbbb]  
negative example:[ab, aba, bab, bbaa, abbb]"
(0*10*1)*(01)*,"positive example:[, 01, 0101, 0010101, 010101, 01010101, 0101010101, 0100101, 01101, 10101]  
negative example:[1, 10, 001, 101, 1101, 011010, 0011, 00101, 001101, 110101]"
ab*aaa,"positive example:[aaaa, abaaa, abbaaa, abbaa, abbaaaa], negative example:[ab, aa, abb, bbaa, aabaaa]"
(11)*0*(11)*0*1*0*(11)*,"positive examples: [11, 0011011, 11100, 110011, 01111011, 000111010, 1101011011, 001101101, 011011, 0111101011, 1101111011, 1001011011]

negative examples: [010110, 11100, 110010, 0000, 111, 011, 1101100110, 1010011, 110101, 1101010110, 111110, 0101011011]"
(1)+(01)+,"positive example: [101, 110101, 1110101]  
negative example: [1, 01, 111]"
a*b((ba|a)*b)a*,"positive example: [aabbbabaa, abbaba, abbaab, abbabaa, abba, abababba, abbbaba, bb, bbabaa]

negative example: [aabba, abb, ba, abaraba, bbaaa, baa, bab, abaaa, abbb]"
(a|b)(a|b)aaa*,"positive example: [aaaa, aaaaa, aaaaaa, abaa, abaaa, baaa, baaaa]  
negative example: [aa, aaa, ba, baab, bb, ababab, bbaa, aba]"
a*|(a*b*),"positive example:[, a, aa, aab, ab, abb, b],negative example:[ba, bb, aba, aaba]"
"a|b{2,}a{3,}","positive example:[a, bbaaa, bbbaaaa, bbbbbbbbaaaaaaaa, bbbaa], negative example:[baaa, bbaa, bbba, bb, aaa]"
((001)|(10101)|(110)),"positive example:[001, 10101, 110], negative example:[000, 111, 101, 0110, 1011]"
((1+0*1+)*|(0+1*0+)*)*|0|1,"positive example: [1, 01, 001, 10, 110, 1010, 100101, 011, 111, 000, 0101, 11001, 1001011, 0111110, 101010]
negative example: [1100, 01011, 00110, 1110, 10010, 01100, 1010, 001011]"
(a*|b+)bb*|a*,"positive example: [a, aa, aabb, abb, abbb, b, bb, bbb, bbbb]

negative example: [aaa, aab, ba, bab, bba, ababa]"
(a*b*(aa)a*)*,"positive example: [aaaa, aabaaa, abaa, abaaa, abaaaa, abaaaabaaa, abbaaa, baaa, aaa, aabaa, aa]

negative example: [b, ab, baa, abba, aab, abab, bab, bbb, aabba, aaab]"
a*(b(aa)*)a*,"positive example:[aabaaa, aba, abaa, abaaa, abaaaa, abaaaaa, b, baaa], negative example:[aa, baa, a, aaaba, bba, aaaa, abaabab]"
(0)*(111)*(0)*,"positive example: [111, 000111000, 000, 111111, 011100, 11110, 001111, 00111100]  
negative example: [01, 110, 1111, 010, 0111110, 1100, 1111111, 01]"
aa(b*|ba),"positive example:[aa, aab, aaba, aabb, aaab, aabaa, aabbb, aabba],  
negative example:[a, ab, aba, baa, bab, bb, bba, abb]"
(b?)*b*(b?)*,"positive example: [b, bb, bbb, bbbb, bbbbb, bbbbbbb], negative example: [a, ab, bab, c, bc, cb]"
