Short Description,regex,Attempt Regex,ChatGPT Output
non isolated 'b',(a|(b*bb))*,(a|b|bb)*,"Positive examples: [ ""a"", ""b"", ""bb"", ""aa"", ""ab"", ""ba"", ""bbb"", ""abab"", ""bbaa"", ""bbabb"" ]  
Negative examples: [ ""bbbba"", ""aabb"", ""bbbaba"", ""baab"", ""bbbbb"" ]  "
even number of 1's,(0*10*10*)*|0*,(0*(1+0*1+)*0*)*,"positive example:[0, 1, 10, 1101, 0000, 101010, 00011000]
negative example:[11, 1011, 0002, 11010a, 10010011, 01, 1100110]"
contains no 00 nor 11,1?(01)*0?,((1)?(0)?)*,"Positive example: ["""" ,""1"", ""0"", ""10"", ""01"", ""1100"", ""101"", ""011"", ""1001"", ""01010""]

Negative example: [""11"", ""00"", ""001"", ""1010"", ""1000"", ""111"", ""000"", ""110"", ""0101"", ""1110""]"
even prefix,(ab|ba)*,((ab)*(ba)*)*|abb*a*b*ba,"positive example:[aba, abba, abbba, abbbaabab, abbaabbba, abbaabba]
negative example:[abab, aabbba, aa, bbbaabba, baa, abbb]"
At least one a followed by one b,a+b,a|b*a*b,"Positive example: [a, b, ba, bab, bbab, bbbbbab]  
Negative example: [b, bb, bba, ab, bbaa, baa]  "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a|b)*a(a|b)*|b*a*,"positive example: [aa, ba, aba, bba, aaaa, bbaa, abb, bbaaa, bab]  
negative example: [bbb, aab, babb, bbaba, ababb, baabba, bb, aaab]  "
non isolated 'b',(a|(b*bb))*,(a|bb*)*,"Positive example: ['a', 'aa', 'aabbb', 'bb', 'b', '', 'aaa', 'abba', 'bbbb', 'abababa']
Negative example: ['bbbbaa', 'bbaab', 'bbaaabbb', 'abbbab', 'bbbbabbbb']"
Odd number of b's,(a*ba*b)*a*ba*,(a*)b((a*)|(b+(a*)+b))+(a*),"Positive example: [""b"", ""ba"", ""baaa"", ""bbaabb"", ""babaa"", ""baaaa"", ""baaaabbbab"", ""bbaaaaa"", ""baabab"", ""babaaaabbbbbbbab"", ""aabaaa"", ""bbbabaa"", ""aabbbbbab"", ""bbaaa"", ""bbaabba"", ""bbaaabba""]
  
Negative example: [""a"", ""ab"", ""aaab"", ""bbbb"", ""aaa"", ""aaabbaa"", ""baab"", ""babab"", ""aa"", ""bbb"", ""ababab"", ""bbaaabab"", ""abbab"", ""baaaab"", ""bbbbbb""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1+)*|(0*1+0+)*,"Positive example: ["""" , ""0"", ""1"", ""000"", ""111"", ""10"", ""1101"", ""101"", ""0110"", ""0001110""]
Negative example: [""01"", ""10010"", ""011011"", ""11010"", ""001101"", ""10101"", ""010"", ""011"", ""0011""]"
even prefix,(ab|ba)*,(ab(ab)*)*((a|b)(a|b))*,"Positive example: [""ab"", ""abab"", ""abababab"", ""abaabb"", ""abababababababab"", ""abaab"", ""ababababaa"", ""abbb"", ""aabb"", ""abababbb"", ""ababababababababaa""]
Negative example: [""a"", ""b"", ""aaa"", ""bbb"", ""ababababa"", ""abababababa"", ""aabba"", ""abb"", ""ababaaaa"", ""aaaa"", ""bba"", ""ababa"", ""babababab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,aaa(a)*|(a|b)*baaa(a)*,"positive example: [aaa, aaaa, bbaaa, bbaaabaaa, aaabaaa, baaabaaa, bbaaaa, baaa, aaaabaa, aaaabaaa]  
negative example: [aaaaa, bbbbb, bbbaa, babaa, abaaa, abbaaa, bbaababaa, aaabab, baaabab]"
Every b followed by two or more a's,(a|baa)*,(a|(a*b*(aa)a*)*)*,"Positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""ab"", ""aab"", ""aaaaa"", ""aabaaa"", ""bbaa"", ""abba""]
Negative example: [""bbaaa"", ""ba"", ""aaaab"", ""babab"", ""abbb"", ""bbaabab"", ""abaaab"", ""abbab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(a|b)*aaa,"positive example: [aaa, baaaa, bbbbaaabaaa, abbaaaaa, aabbaaabaaa]
negative example: [aa, abaab, baaab, baaa, bbabaaa]"
Every b followed by two or more a's,(a|baa)*,a*|(a|b)*aa,"Positive example: [``, `a`, `aaa`, `aa`, `aaaa`, `baaa`, `ababaa`, `aabaaa`, `babaa`]

Negative example: [`b`, `bb`, `ab`, `baba`, `aabab`, `bbb`, `aab`, `baaaaabb`]"
At least one a followed by one b,a+b,a|a*b,"Positive example: [a, b, ab, aab, aaab]  
Negative example: [aa, bb, ba, aaa, aabb]"
even prefix,(ab|ba)*,(ab|ba?)*(aa|ab|bb|ba)*,"Positive example: [""ab"", ""baaa"", ""ababaa"", ""baabab"", ""abbbaa"", ""abbbaab"", ""baabbab"", ""abbbaabaaa""]  
Negative example: [""aaa"", ""bbaa"", ""babab"", ""aabbb"", ""abaaa"", ""bababaa"", ""abbaabb"", ""abbbbaa""]"
Three Choices (Regex),001|1010|110,001|110|10101|1010,"positive example: [001, 110, 10101, 1010, 001001, 1101010, 101011010]  
negative example: [000, 011, 1001, 101, 100101, 1110, 01010]  "
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)|((a|b)a*b))*,"Positive examples: [ """", ""b"", ""ab"", ""bb"", ""bab"", ""aab"", ""aba"", ""abaaab"", ""babaa"", ""babab"", ""ababba"", ""aabbaa"" ]  
Negative examples: [ ""a"", ""ba"", ""abba"", ""aa"", ""aaa"", ""aaaa"", ""bba"", ""bbbb"", ""abbab"", ""abaa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b+a*)*,"Positive example: ["""", ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""aaa"", ""aab"", ""aba"", ""bba""]
Negative example: [""bb"", ""bbb"", ""abab"", ""baba"", ""abba"", ""bab""]"
Odd number of b's,(a*ba*b)*a*ba*,([ab](a)*(bb)*)*,"positive example: [aa, abba, aaabbbb, bbaabbbb,abab,abbbbb]
negative example: [aaa, bbb, abababa, abbbba, aaab]"
A valid comment (Sipser 1.22b),/#(/|a|b|##*(a|b))*##*/,/#*(a|b|/|(#*(a|b)))*#*/,"positive example: [""/"", ""a"", ""b"", ""#"", ""##"", ""###"", ""a#"", ""#a"", ""b#"", ""#b"", ""##b"", ""#a#"", ""##a##"", ""/#"", ""###a###"", ""#/#"", ""/a/b#"", ""/a#"", ""##/##""]
negative example: [""c"", ""d"", ""//"", ""#c"", ""a#"", ""#/c"", ""ab"", ""a#b"", ""##/"", ""###/"", ""a/#"", ""/#/a"", ""#/b/c"", ""a//b"", ""a##/""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+aaa,"positive example: [""aaaaa"", ""baaa"", ""bbaaa"", ""abbbaaabaaaaa""]  
negative example: [""aaa"", ""bbaab"", ""aabaaa"", ""baaab""]  "
even prefix,(ab|ba)*,((aa)*|(bb)*)(aa|bb|ab|ba)*,"positive example: [ ""aa"", ""bb"", ""aaaa"", ""bbbb"", ""aaab"", ""bbaa"", ""aabab"", ""bbaabb"", ""aaabba"", ""baba"" ]  
negative example: [ ""a"", ""b"", ""abab"", ""b"", ""aabba"", ""bbaaa"", ""aaaab"", ""babab"", ""baa"", ""abbb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*|b?)+,"positive example: [ """", ""a"", ""b"", ""aa"", ""ab"", ""aaa"", ""abb"", ""aab"", ""aaaa"", ""abab"", ""babab"" ]  
negative example: [ ""ba"", ""bb"", ""aba"", ""bba"", ""abba"", ""bbb"", ""babba"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+(aaa)+,"positive example: [baaabaaa, aaaabaaabaaa, baaabaaabaaa]  
negative example: [aaa, baaaa, babaaa]"
even prefix,(ab|ba)*,(aa|bb|ab|ba)*,"Positive example: [""aa"", ""bb"", ""ab"", ""ba"", ""aabb"", ""abba"", ""abab"", ""bbaa"", ""aaab"", ""bbaaab""]
Negative example: [""aaa"", ""b"", ""aabaa"", ""bbab"", ""ababaa"", ""baab"", ""bab"", ""aaabbbb"", ""a"", ""bbbab""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*)|((0+1*0+)*)|(0|1)*,"positive example: [101, 010, 111, 000, 01, 0101]

negative example: [1100, 0011, 1001, 0110, 1010, 0001]"
Odd number of b's,(a*ba*b)*a*ba*,a*b+(a|ba*b)*,"```plaintext
positive example: [b, ab, aab, bbba, abab, abbab, baa, baab, bbbaa, abbaa]
negative example: [a, ba, aaab, bab, bbab, abba, aaa, bbaa, bbbaba, abbb]
```"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0*)(0*1*)*(0*),"Positive example: ["""", ""0"", ""1"", ""00"", ""01"", ""001"", ""00011"", ""000"", ""111"", ""00110""]  
Negative example: [""10"", ""101"", ""1100"", ""010"", ""100"", ""01111"", ""1001"", ""110"", ""0110""]  "
Every b followed by two or more a's,(a|baa)*,[a]*[baa]*,"Positive example: [ ""a"", ""aa"", ""baa"", ""baaaa"", ""aaaaa"", ""abaaa"" ]  
Negative example: [ ""b"", ""ab"", ""bb"", ""aab"", ""baab"", ""bbaa"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,(((a*)*(b*))*(b*))+b+(((a*)*(b*))*(b*)),"Positive example: [ ""b"", ""bb"", ""bbb"", ""abbb"", ""bab"", ""aabbb"", ""babbb"", ""abbbbb"", ""babab"", ""bbbbabb"" ]  
Negative example: [ ""a"", ""aa"", ""ba"", ""ab"", ""abab"", ""aaa"", ""aabba"", ""bbab"", ""abaabb"", ""bbbbab"" ]  "
non isolated 'b',(a|(b*bb))*,(a|(b*b)*)*,"Positive example: [`"""", ""a"", ""b"", ""aa"", ""bbb"", ""abab"", ""bababab"", ""aabbbba"", ""bbbbaabbbbb"", ""aaaaa""`]  
Negative example: [`""ba"", ""abba"", ""bababa"", ""aaaabb"", ""bababababab"", ""bbab"", ""abc"", ""baa"", ""baaa""`]"
even prefix,(ab|ba)*,(((aa)|(bb)|(ab)|(ba))?)*,"Positive example: [aa, bb, ab, ba, aabaab, bbaaab, ababaa]  
Negative example: [aaa, bbb, aba, bab, aabbb]  "
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0+(1*0)*)*|(1+(0*1)*)*,"Positive example: [ """", ""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""001"", ""1100"", ""1001"", ""0110"", ""000"", ""1110"", ""0101"", ""101"", ""1111"" ]  
Negative example: [ ""0011"", ""0100"", ""1010"", ""11001"", ""00100"", ""10000"", ""10010"", ""01110"", ""00001"", ""11101"" ]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*|(baa)+b,"positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""abab"", ""baaab"", ""baa"", ""baab"", ""baabaaab"" ]

negative example: [ ""baab"", ""aab"", ""baaa"", ""baaaab"", ""abba"", ""abab"", ""b"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb|b|a)*(aaa)a*,"Positive examples:  
[  
""aaa"",  
""aaaaa"",  
""baaabaaa"",  
""abaabbaaaaa"",  
""babaabaaa""  
]  

Negative examples:  
[  
""aa"",  
""abbaa"",  
""babaab"",  
""ababaaaaa"",  
""baabab""  
]  "
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0)*(0*1*)*(0)*,"Positive example: ["""" , ""0"", ""1"", ""00"", ""01"", ""0011"", ""000111000"", ""111"", ""000"", ""001"", ""000111"", ""111000"", ""000111000"", ""0000011110000""]  
Negative example: [""10"", ""110"", ""101"", ""1001"", ""011"", ""1110001"", ""00110"", ""000111001"", ""010"", ""1010"", ""1111""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*ba)|((a|b)a*b))*)?,"positive example: ["""", ""b"", ""ab"", ""ba"", ""aba"", ""abba"", ""abab"", ""baab"", ""baba"", ""babba""]  
negative example: [""aa"", ""aaa"", ""aab"", ""bbbb"", ""aaab"", ""babbb"", ""abaa""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|aa|bb|ba)*aaa*,"Positive example: [ ""abaaaa"", ""aaa"", ""bbaaa"", ""abaa"", ""ababaaa"" ]  
Negative example: [ ""abab"", ""bba"", ""ba"", ""abbb"", ""abbaaa"" ]  "
Every b followed by two or more a's,(a|baa)*,(a*)+(a*|(b+a+a))+(a*),"Positive example: [""aaaaaa"", ""bbaaa"", ""aaa"", ""a"", ""aaabaaaa"", ""bbbaa"", ""aaaaa""]
Negative example: [""bbb"", ""baaaab"", ""abaaa"", ""aabb"", ""bbabaaa"", ""ab"", ""aabaaa""]"
even number of 1's,(0*10*10*)*|0*,((0*|1)*(0*|1)*)*,"Positive example:['', '0', '1', '01', '10', '110', '000', '10101', '111000', '010101']
Negative example:['2', '1102', '01a', '0011 ', '1 0', '0b1', '1#0', '01#', '0.', '1_']"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(b*a*|a*b*)*(baa)+(b*a*|a*b*)*,"Positive example: [ ""baa"", ""bbaa"", ""aabaa"", ""babaa"", ""bbabbaabaa"" ]  
Negative example: [ ""ba"", ""ab"", ""aaaa"", ""bb"", ""aba"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(baa)*(a|b)*(baa)*b,"Positive example: [`baab`, `baaab`, `baaaabb`, `baabaabab`, `baabaaabb`]  
Negative example: [`baa`, `bab`, `aab`, `baaa`, `bbb`]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)?(0|1)?(0|1)?,"positive example: ["""" , ""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""001"", ""010"", ""011"", ""100"", ""101"", ""110"", ""111""]  
negative example: [""0000"", ""2"", ""01 "", ""1a"", ""abc"", ""0111"", ""-0"", ""00 1"", ""10x"", """"]"
contains 'bab',(a|b)*(bab)(a|b)*,(a*b*(bab)*a*b*)*,"Positive examples: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aa"", ""bb"", ""abab"", ""babab"", ""aababb"", ""bab"", ""babba"", ""ababab"", ""babababab"", ""aa"", ""bbaaab"" ]

Negative examples: [ ""aba"", ""baba"", ""abb"", ""bbaa"", ""baa"", ""aab"", ""abbab"", ""baab"", ""abbba"", ""bbab"", ""bbbabaa"", ""ababababa"", ""babb"", ""bababa"" ] "
non isolated 'b',(a|(b*bb))*,(a*(bb*)*a*)*,"Positive examples: ["""", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""aabb"", ""abba"", ""aaa"", ""baab""]

Negative examples: [""aba"", ""bbb"", ""abab"", ""bbaa"", ""baa"", ""babab"", ""abbb"", ""baaa"", ""bba"", ""aaab""]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0|1|(0(1*0*)*0)*|(1(0*1*)*1)*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""00100"", ""11011"", ""0110"", ""1001"" ]  
negative example: [ ""2"", ""01"", ""10"", ""1110"", ""0001"", ""1010"", ""0101"", ""11111"", ""00000"", ""10010"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa(a)*,"positive example: [ ""aaa"", ""baaaa"", ""abaaa"", ""aaaaa"", ""bbaaaa"", ""aaaaaa"", ""ababaaa"", ""bababaa"", ""aabaa"", ""bbaa"" ]  
negative example: [ ""aa"", ""b"", ""abab"", ""abaaaaab"", ""bbb"", ""a"", ""baaaab"", ""bbbbb"", ""abbb"", ""aaaab"" ]  "
non isolated 'b',(a|(b*bb))*,(a*|(b*bb*)+)*,"Positive example: [ """", ""a"", ""aa"", ""b"", ""bb"", ""bbb"", ""abaa"", ""bab"", ""bbabb"", ""aabba"", ""bbbabb"" ]  
Negative example: [ ""ab"", ""bba"", ""abbb"", ""ba"", ""baab"", ""baba"", ""abab"", ""babbba"" ]"
At least one a followed by one b,a+b,(a|b)+b,"positive example: [ab, bb, abb, bbb, aab, bab, abab, bba]  
negative example: [a, aa, ba, aaa, aba, baa, b, ]  "
Odd number of b's,(a*ba*b)*a*ba*,(a|b)*(b)(a|b)*,"Positive examples: [b, ab, ba, bba, ababa, bab, abab, bb, bbab, baab]

Negative examples: [a, aa, aaa, aab, bbb, abaa, abaab, baa, baaa, aabab]"
Three Choices (Regex),001|1010|110,(001|1010|110)+,"Positive example: [001, 110, 1010110, 001110001, 1101100011010]  
Negative example: [0011, 101, 1100, 1010101, 00110101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*1*0*)|(1*0*1*))*,"Positive example: [ """", ""0"", ""1"", ""00"", ""11"", ""10"", ""01"", ""000111000"", ""1100011"", ""001100"" ]  
Negative example: [ ""0011"", ""1100"", ""010101"", ""101010"", ""000111222"", ""1a0"", ""0102"" ]"
An even number of 1's,(0|10*1)*,(0*1?0*1?0*)*,"positive example:[000, 0100, 1000010]
negative example:[001, 0110, 100011]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*|ba*|b)*a*,"Positive example: [ ""b"", ""ba"", ""bba"", ""bab"", ""aabb"", ""ababa"", ""aaba"", ""abaaa"", ""aaa"", ""bbbabaab"" ]  
Negative example: [ ""bb"", ""baab"", ""aba"", ""bbaa"", ""aabab"", ""abba"", ""babab"", ""aabbab"", ""abab"", ""babaa"" ]  "
Three Choices (Regex),001|1010|110,(001|1010|110)*,"```plaintext
positive example: [ ""001"", ""1010"", ""110"", ""001001"", ""1101010"", ""1010011010"", ""001110001001"", """" ],
negative example: [ ""00"", ""101"", ""111"", ""1101"", ""0011"", ""10101"", ""110001"", ""101010"" ]
```"
An even number of 1's,(0|10*1)*,(0*(10)*1*)*0*,"positive example: [ ""0"", ""00"", ""10"", ""110"", ""01"", ""1010"", ""101"", ""00100"", ""0000"", ""101010"", ""0"" ]  
negative example: [ ""1"", ""11"", ""100"", ""1101"", ""010"", ""111"", ""1011"", ""00001"", ""1001"", ""1110"" ]"
A valid comment (Sipser 1.22b),/#(/|a|b|##*(a|b))*##*/,(/#)|((a|b|/?)|#)*|(#/),"positive example: [""/#"", ""a"", ""b"", ""aa"", ""bb"", ""ab#"", ""/a"", ""#/"", ""a#b"", ""b/a"", """", ""a#"", ""b#"", ""/#"", ""a/b#"", ""#/""]
negative example: [""#"", ""/a#"", ""///"", ""##"", ""#a#"", ""a#/b"", ""b/#/"", ""/#b"", ""#/#"", ""a/#b""]"
Odd number of b's,(a*ba*b)*a*ba*,(((a*)+b+(a*)+b+(a*))|(a*))+b+(((a*)+b+(a*)+b+(a*))|(a*)),"Positive example: [ ""b"", ""bb"", ""ab"", ""baba"", ""bab"", ""aaab"", ""bbb"", ""abab"", ""babab"", ""aaababaa"" ]  
Negative example: [ ""a"", ""aba"", ""abba"", ""baa"", ""bbabba"", ""ba"", ""aabba"", ""bba"", ""ababa"", ""aaa"" ]"
first and third,a(a|b)a(a|b)*,a(a|b)*aa*b*,"positive example: [aa, aaba, aabba, abbaaaab, aaabbb]
negative example: [ab, aaa, aaab, abaa, aaabcast]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b))*,"Positive example: [ """", ""a"", ""b"", ""bbaa"", ""baab"", ""ab"", ""abab"", ""bba"", ""aabbba"", ""ababa"" ]  
Negative example: [ ""aaa"", ""bbb"", ""bbab"", ""baaa"", ""abba"", ""babab"", ""aabab"", ""ba"", ""aaaaa"", ""bbbba"" ]"
non isolated 'b',(a|(b*bb))*,a?(a|bb*)*,"Positive example: ["""" ,""a"", ""aa"", ""abba"", ""abbb"", ""abbba"", ""aaa"", ""aabba"", ""abb"", ""ababba""]  
Negative example: [""b"", ""ab"", ""bba"", ""aab"", ""abbab"", ""bbb"", ""abab"", ""ba"", ""abbabb"", ""aabb""]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(baa)*(a|b)*b,"```plaintext
positive example: [ ""b"", ""ab"", ""aab"", ""baab"", ""bb"", ""baabaaab"", ""abaaab"", ""bbaaab"", ""abb"", ""aabaab"" ]
negative example: [ ""a"", ""aabaaa"", ""ba"", ""baaa"", ""abab"", ""aa"", ""baa"", ""abaa"", ""abbaa"", ""bbbaa"" ]
```"
Every b followed by two or more a's,(a|baa)*,(b|aa|a)*,"Positive examples: [b, aa, a, aaa, ba, aab, bbaa, abaa, aaaaa]
Negative examples: [bb, aaaab, aabaaa, bbb, baaaab, aaaaaaaa]"
even prefix,(ab|ba)*,((ab)|(ba))*((ab)|(ba)|(aa)|(bb))*,"Positive example: ['ab', 'ba', 'abab', 'baba', 'aabb', 'bbaa']
Negative example: ['a', 'b', 'aba', 'babab', 'aaa', 'bbb']"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0|(0|1)*0),"positive example:[0, 00, 010, 100, 000, 1010]
negative example:[1, 011, 001, 111, 101, 1110]"
non isolated 'b',(a|(b*bb))*,(a|b)*bb(a|b)*|a*,"positive example: [bb, abb, bba, abba, a, aa, aaa]  
negative example: [b, ba, bab, abab, aba]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)a*)*,"positive example: ["""", ""a"", ""b"", ""aa"", ""ba"", ""aba"", ""aaa"", ""baba"", ""abab"", ""baaab"", ""aabaa"", ""babaa"", ""ababaa""]  
negative example: [""bb"", ""bbb"", ""abb"", ""bab"", ""babbb"", ""aabbb"", ""baabbb"", ""abaaa"", ""aabab"", ""babab""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b|baa)*b,"Positive example: [ ""b"", ""ab"", ""bb"", ""baab"", ""baabab"", ""baabb"", ""baaab"", ""baaaab"", ""baaabb"" ]  
Negative example: [ ""a"", ""ba"", ""baa"", ""aba"", ""abaa"", ""bba"", ""baaaba"", ""abab"", ""baaa"" ]  "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a*b*a*,"positive example: [aa, aaa, abba, abaa, ba, bbaaa]
negative example: [bb, abbb, bbbaa, aab, abb, baaaab]"
Three Choices (Regex),001|1010|110,001|10101|1010|110,"Positive example: [001, 10101, 1010, 110]  
Negative example: [000, 101, 111, 1001, 1100, 10111]"
non isolated 'a',(b|(a*aa))*,(b*|ab+)*aa(a|b)*|b*,"positive example: [aa, baa, abbaa, bbaa, bbb, babaa, abbaab, aabbaa]  
negative example: [aba, abbb, bbba, ababab, abb, babab, abaa, bbab]"
contains 'bab',(a|b)*(bab)(a|b)*,(a*|b*)*|bab|(a*|b*)*,"Positive example: ["""", ""a"", ""b"", ""aa"", ""bb"", ""aaa"", ""bbb"", ""abab"", ""bab"", ""aabab"", ""babab"", ""bbbbab""]
Negative example: [""ba"", ""ab"", ""aab"", ""abb"", ""baa"", ""bba"", ""ababa"", ""bbaa"", ""aabb"", ""baab"", ""abbb""]"
even prefix,(ab|ba)*,(bb|aa|aabb|abab|abba|baba|bbaa|baab)*((aa)|(bb)|(ab)|(ba))*,"Positive example: [ ""aa"", ""bb"", ""abab"", ""baab"", ""abbaaa"", ""aabbaabbab"", ""aaab"", ""bbba"", ""abababab"", ""babaabbaa"" ]  
Negative example: [ ""a"", ""b"", ""ab"", ""ba"", ""aab"", ""bba"", ""babba"", ""aabbaba"", ""abbb"", ""baaa"" ]"
even number of 1's,(0*10*10*)*|0*,(0*|1)*,"Positive example: [ ""0"", ""1"", ""01"", ""10"", ""0011"", ""111000"", ""0"", """", ""111"", ""000111"", ""0"" ]  
Negative example: [ ""2"", ""00a"", ""b"", ""1112"", ""00 11"", ""0102"", ""0b"", ""0011 00"", ""1a"", ""01#"" ]  "
even prefix,(ab|ba)*,(aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*,"Positive example: [ ""aabbaa"", ""ababab"", ""bbaabaab"", ""abbaaa"", ""bababaab"" ]  
Negative example: [ ""aaaa"", ""bbabbab"", ""aab"", ""bbaabbabab"", ""baabbabbb"" ]"
At least one a followed by one b,a+b,[a]*[ab],"positive example: [a, b, aa, ab, aaa, aab]  
negative example: [, aaab, abb, ba, bb, bbb]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*((10)*(0*1*)*(01)*)*(0*1*)*,"Positive example: ['01', '0011', '1010', '10101', '00011101', '10010', '1100101']
Negative example: ['10', '101', '1110', '0001110', '011', '1001', '1101']"
even number of 1's,(0*10*10*)*|0*,(0?1?0*1?0*)*,"Positive examples: ["""" , ""0"", ""1"", ""00"", ""01"", ""10"", ""001"", ""010"", ""100"", ""101"", ""000"", ""0001"", ""0100"", ""1010""]  
Negative examples: [""111"", ""011"", ""110"", ""0000"", ""00001"", ""01001"", ""10101"", ""1110""]  "
At least one a followed by one b,a+b,(a*)b,"positive example: [""b"", ""ab"", ""aab"", ""aaab"", ""aaaab""]  
negative example: ["""", ""a"", ""aa"", ""aaa"", ""ba""]"
non isolated 'b',(a|(b*bb))*,((a|b)*bb(a*b*))|a*,"Positive example: [""bb"", ""abb"", ""abbbba"", ""a"", ""aaa"", ""bbbb"", ""abbbb"", ""aaaaa"", ""bba"", ""bbbbba""]
Negative example: [""b"", ""ab"", ""ba"", ""abab"", ""abbabba"", ""bbb"", ""aba"", ""aabab"", ""bab"", ""babab""]"
non isolated 'b',(a|(b*bb))*,(a)*(ab|ba|b|a)*(a)*,"positive example: [a, ab, ba, aaa, bba, aabbaa, ababa, aa, b, abab, aaaa, abba]
negative example: [abb, bab, baba, bbb, aaabbb, abaab, baaab, bb, babab, abbb]"
even prefix,(ab|ba)*,((ab)|(ba))*((a|b)(b|a))*,"positive example: [""ababba"", ""babaab"", ""abab"", ""abba"", ""babba""],  
negative example: [""a"", ""b"", ""aaa"", ""bbb"", ""ababab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+aaa(a)*,"positive example: [baaabaaa, aaa, babaaabaaa, aaaaa, baaabaaaa, bbbaaaaa]
negative example: [abaaaa, baaaca, bbbaab, aa, bbbb, aaab]"
even prefix,(ab|ba)*,(aa|bb)*|(ab|ba)*,"positive example: [aa, bb, aabb, bbaa, abab, baba, aaaabb, bbaabb]  
negative example: [aab, abb, baaa, bbbb, abba, ababaa]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,((b|a)*b+a+a*(b|a)+b),"positive example: [ ""bbaab"", ""bbabbb"", ""babaaab"", ""abbaab"", ""bbabaab"" ]  
negative example: [ ""aa"", ""baaa"", ""bbba"", ""ab"", ""aaaabbb"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+(aaa),"Positive example: [baaa, aaa, baaabaaa]  
Negative example: [aa, bbaaa, aaaaa]  "
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*b)*a*,"positive example: [ ""ba"", ""b"", ""abba"", ""aa"", ""aba"", ""aabbaa"", ""babab"", ""ababa"", ""aaa"" ]  
negative example: [ ""aaaab"", ""ababab"", ""bbb"", ""abbaaa"", ""babaa"", ""baaabb"", ""abb"", ""aaabba"" ]"
even number of 1's,0*(10*1)*0*,0*(10*10*)*,"positive example: [ """", ""10"", ""1100"", ""10010"", ""101010"", ""100100"", ""1010"" ]  
negative example: [ ""1"", ""01"", ""1001"", ""101"", ""110"", ""100110"", ""101011"" ]  "
