Short Description,Regex,Attempt Regex,ChatGPT Output
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011),"positive example:[1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011],  
negative example:[11, 0, 110, 101, 0000, 1111, 10100, 01010, 0110, 0011, 1100, 11110, 1001, 011, 101111, 000, 00011, 01001, 11011, 111111, 00000, 01101, 100001, 00010, 11000, 10101001]  "
even prefix,(ab|ba)*,(ab)*(ba)*(ab)*,"positive example: [ab, abab, abba, abbaab, abababa, abbaabba, ababbaaab, abababaabab]  
negative example: [aba, baa, bab, abaa, aabb, baab, abbab, ababa]  "
Odd number of b's,(a*ba*b)*a*ba*,((a)*|(bb)*|(a)*)b((a)*|(bb)*|(a)*),"Positive example: [ ""b"", ""ab"", ""bab"", ""bbab"", ""abbbbab"", ""bbb"", ""abbb"", ""bbbba"" ]  
Negative example: [ ""a"", ""bb"", ""aa"", ""ba"", ""bbba"", ""babab"", ""bbbabb"", ""aaab"" ]  "
Every b followed by two or more a's,(a|baa)*,a+(baa)*,"positive example: [a, abaa, abaaabaa, abaaabaaabaa]  
negative example: [b, aa, baa, aba, abaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b(a*bb)*a*|a*(a*bb)*a*b),"Positive example: [ ""ab"", ""abb"", ""aab"", ""aabb"", ""aabbb"", ""aabba"", ""aaabb"", ""abba"", ""abab"", ""abbb"", ""aabbaa"" ]

Negative example: [ ""aaaa"", ""bbbb"", ""bb"", ""baba"", ""abbaab"", ""baab"", ""babb"", ""ababbb"", ""bbbbbb"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(011*0)*|(100*1)*,"Sure!

Positive example: [ ""00"", ""0110"", ""01110"", ""1001"", ""10001"", ""01100110"", ""10011001"", ""0110110"", ""100001"", ""01101100110"" ]

Negative example: [ ""01"", ""10"", ""1100"", ""0011"", ""101"", ""000"", ""1111"", ""01010"", ""100110"", ""0110110011"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,baa(b),"positive example: [baab, baabb, baabbb]  
negative example: [baaa, baa, baac]"
non isolated 'b',(a|(b*bb))*,(a*(bb)b*)*,"
Positive example: [ """", ""bb"", ""abb"", ""bbab"", ""abbb"", ""aabbabbb"", ""bbbbb"" ]  
Negative example: [ ""b"", ""aaa"", ""bab"", ""bbbbba"", ""ababb"", ""bbbba"", ""abab"" ]  "
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100)|(1000101)|(1000110),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111, 1010100, 1011101, 1011110, 1011011, 1011000, 1001001, 1001010, 1001111, 1001100, 1000101, 1000110]

negative example: [0, 110, 1111, 000, 101, 1001, 01101, 0011, 0101, 0000, 111111, 000000, 1010000, 111001, 1111111, 1101111]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+aaa,"Positive example: [aaabaaa, ababaaa, bbaaaa, abababaaa, aabbabaaa]  
Negative example: [aaa, baaabaaa, aabbabab, aaaaa, bbabaa]  "
Odd number of 1s,0*10*(10*10*)*,0*1(11)+,"Positive example: [011, 0111, 000011, 1011, 00111]  
Negative example: [01, 01111, 00001, 111, 0]"
3 | #b,a*(ba*ba*ba*)*,((ba*)(ba*)(ba*))*,"Positive example: ["""" ,""bababa"", ""ba"", ""bababababa"", ""babbaaabababa""]  
Negative example: [""babab"", ""abab"", ""bbabab"", ""aa"", ""bbb""]"
Length 1 or More,(0|1)(0|1)*,0|1,"Positive example: [0, 1]  
Negative example: [00, 11, 01]"
Odd number of b's,(a*ba*b)*a*ba*,a*(bb)*a*b(bb)*a*,"Positive example: [ ""a"", ""bba"", ""aabb"", ""bb"", ""aaabbbbaa"", ""abbbaa"", ""aaa"", ""bbaabb"", ""bbbbb"", ""aabbaa"" ]  
Negative example: [ ""b"", ""aaaab"", ""bbaaab"", ""aab"", ""ba"", ""bbab"", ""aaabb"", ""bbabbb"", ""ab"", ""babab"" ]"
even number of 1's,(0*10*10*)*|0*,(0)*,"positive example: ["""", ""0"", ""00"", ""000""], negative example: [""1"", ""01"", ""001"", ""10""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*,"positive example: [ ""0"", ""01"", ""001"", ""010"", ""0100"", ""01010"", ""010100"" ]  
negative example: [ ""1"", ""11"", ""0011"", ""100"", ""101"", ""011"", ""1110"" ]  "
non isolated 'b',(a|(b*bb))*,(a|bb)*(a|bb)*,"Positive example: [ ""a"", ""bb"", ""aa"", ""aabb"", ""bba"", ""bbbb"", ""abab"", ""bbaabb"", ""aaa"", ""bbbba"" ]  
Negative example: [ ""b"", ""babab"", ""abba"", ""ab"", ""bbaaa"", ""bbabb"", ""bab"", ""abbaab"", ""abbb"", ""ba"" ]  "
Odd number of 1s,0*10*(10*10*)*,[1]{3},"positive example: [111, 1111, 111a]  
negative example: [1, 11, aaa]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000),"Positive examples:  
[  
""1"", ""111"", ""11111"", ""10"", ""1110"", ""01"", ""100"", ""001"", ""010"", ""1011"",  
""1000"", ""1101"", ""0001"", ""0010"", ""0111"", ""0100"", ""10101"", ""10110"",  
""10011"", ""10000"", ""11001"", ""11010"", ""11100"", ""00001"", ""00010"",  
""00111"", ""00100"", ""01101"", ""01110"", ""01011"", ""01000"", ""101001"",  
""101010"", ""101111"", ""101100"", ""100101"", ""100110"", ""100011"", ""100000"",  
""110001"", ""110010"", ""110111"", ""110100"", ""111011"", ""111000"", ""111101"",  
""111110"", ""000001"", ""000010"", ""000111"", ""000100"", ""001101"", ""001110"",  
""001011"", ""001000"", ""011001"", ""011010"", ""011111"", ""011100"", ""010101"",  
""010110"", ""010011"", ""010000""  
]  

Negative examples:  
[  
""0"", ""11"", ""110"", ""1001"", ""1111"", ""101"", ""0011"", ""0000"", ""1100"",  
""0101"", ""1010"", ""11110"", ""00011"", ""10001"", ""01100"", ""101000"",  
""110000"", ""111001"", ""011000"", ""101110"", ""100010"", ""010010"",  
""001010"", ""000101"", ""000011"", ""011011"", ""0100000"", ""1011111"",  
""1000011"", ""0000010"", ""111111"", ""0101010"", ""001001"", ""1111111""  
]  "
Odd number of b's,(a*ba*b)*a*ba*,(b(a*)(bb)*)|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"Positive example: [b, ba, baa, baabba, bb, ab, aba, bab, abbb, abbba, abbbab, bbb, a, aa, abaabbb, aabbb, abb, abbbb, babb]
Negative example: [ababa, baaab, bbabab, abab, aaaa, bbba, bbbba, aaabbb, bbaa, abbbaa, ababbb, bbbbb]
"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aaa,"positive example: [aaaaa, baaabaaa, abaaa]  
negative example: [aaabba, babaaaab, bbaaa]"
Odd number of 1s,0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*),"positive example: [1, 01, 101, 111, 1101, 10001, 10101]  
negative example: [0, 00, 100, 110, 1110, 1010, 10010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|(101)*1*,"positive example: [ ""0"", ""01"", ""010"", ""01010"", ""101"", ""1011"", ""10101"" ]  
negative example: [ ""1"", ""00"", ""011"", ""100"", ""110"", ""1010"", ""10111"" ]"
Every b followed by two or more a's,(a|baa)*,a*b(aa)+,"positive example: [aa, baa, baaaa, aaa, baaabaa]  
negative example: [b, a, bbb, aba, bbaaa]"
non isolated 'b',(a|(b*bb))*,(a*(bb+bbb)a*)*,"positive example: [ """", ""bbaa"", ""abbaa"", ""aa"", ""abbbaabbba"" ]
negative example: [ ""bba"", ""abbbba"", ""abba"", ""abbb"", ""aabba"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a+a+a+),"
Positive example:  
[  
  ""aaaa"",  
  ""bbaa"",  
  ""ababaa"",  
  ""aabbaaa"",  
  ""baabaabaa""  
]  

Negative example:  
[  
  ""aa"",  
  ""abba"",  
  ""aaa"",  
  ""babaa"",  
  ""aaaaa""  
]  "
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(1*0*)(0*1*)0+,"Positive example: [ ""00011000"", ""001000"", ""000111000"", ""000010"", ""00010100"" ]  
Negative example: [ ""000"", ""1100"", ""00110"", ""0100"", ""000111"" ]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010),"```plaintext
positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010]
negative example: [0, 11, 101, 110, 000, 1111, 10100, 0011, 0101, 0110, 1001, 1100, 0000, 01011, 111000, 100001, 111111, 01101, 00100, 110001]
```"
Odd number of b's,(a*ba*b)*a*ba*,(a|(bb))*b[a]*,"Positive example: [ ""ab"", ""bbb"", ""bbbbba"", ""bab"", ""bbbbbbba"", ""b"", ""bbbaaa"" ]  
Negative example: [ ""a"", ""bb"", ""aab"", ""babb"", ""bbbbbaa"", ""bbabb"", ""bbbaaab"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa(a*b+),"positive example: [ ""baaab"", ""abaaab"", ""bbaaabaabb"", ""aabaaaabbb"", ""baaabbb"" ]  
negative example: [ ""aab"", ""bbbaa"", ""babab"", ""baa"", ""aababbb"" ]"
An even number of 1's,(0|10*1)*,(0|(11))*,"Positive example: [ """", ""0"", ""11"", ""0011"", ""110011"", ""001111"", ""11001111"", ""1100"", ""0011011"", ""11110110"" ]  
Negative example: [ ""1"", ""01"", ""10"", ""011"", ""111"", ""100"", ""1011"", ""1110"", ""000"", ""1101"" ]"
non isolated 'b',(a|(b*bb))*,(a|bbb)*,"positive example: [a, bbb, aa, bbbbba, abbbbbb, abbbabbb, bbbaaa]
negative example: [ab, b, ba, bbabaa, bbaa, bbbbabb]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)+1*,"positive example: [101, 1111, 10001, 111011, 1011]  
negative example: [00, 010, 10, 0011, 111]  "
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101),"Positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101]  

Negative example: [0, 11, 101, 110, 00, 0011, 1010, 1111, 000, 1100, 1010101, 000000, 110011, 100010, 101000, 100001, 110110, 010010, 011000, 111111, 000011, 0011011, 001011, 10010, 001110, 101110, 1111111, 101101, 110000, 011110, 0000001, 010001]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)|(0+1*0+),"Positive example: [11, 101, 111, 01, 010, 0010]  
Negative example: [10, 100, 11010, 0001, 1110]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0),"positive example: [101, 111, 1001, 11011, 00, 000, 010, 0010]  
negative example: [0, 1, 110, 011, 10, 01, 1010, 1000]  "
non isolated 'a',(b|(a*aa))*,b*(aaa*)*b*,"Positive examples: [`""b""`, `""aaa""`, `""bb""`, `""aaab""`, `""aaaab""`, `""bbbbbb""`, `""aaaaaaa""`, `""bbbaaaabbbb""`, `""bbaaaabbbb""`, `""aaabaaa""`]  
Negative examples: [`""a""`, `""ab""`, `""ba""`, `""babb""`, `""aaaaabba""`, `""bbbbbba""`, `""aaaabaaaab""`, `""abab""`, `""abba""`, `""baa""`]"
first and third,a(a|b)a(a|b)*,(aaa)|(aba)(a+b)*,"Positive example: [aaa, abaaa, abababaaaa, abababa, aaabaaaaaa]  
Negative example: [aab, abaaabba, abba, baaa, aaaab]"
3 | #b,a*(ba*ba*ba*)*,a*(ba*ba*b)*a*,"Positive example: [ ""a"", ""aa"", ""aba"", ""baab"", ""aaaabaa"", ""baabaa"", ""aabaaa"", ""baaabaaa"", ""ba"", ""abba"" ]  
Negative example: [ ""b"", ""ab"", ""bba"", ""aabba"", ""abaaa"", ""bab"", ""aaaab"", ""aabab"", ""bb"", ""abaab"" ]"
Odd number of 1s,0*10*(10*10*)*,0*10*(11)*11,"Positive example: [011, 001011, 11011, 1011, 000101111, 1111]  
Negative example: [00, 111, 010, 00011, 101, 0001010]  "
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(0*1*0*1*)0+,"positive example: [ ""000"", ""000111000"", ""00100100"", ""0001001000"", ""000010001110000"" ]  
negative example: [ ""0"", ""001"", ""010"", ""001010"", ""00011110"" ]"
Every b followed by two or more a's,(a|baa)*,a*(ba{2}a*),"Positive example: [baa, baaa, baaaa, abaa, abaaa, aaabaa]  
Negative example: [ba, a, aaa, babaa, aba, b]"
contains 'bab',(a|b)*(bab)(a|b)*,aaaabab,"positive example: [aaaabab, aaaababb, aaaababaaa]  
negative example: [aaaababa, aaaabba, aaababa]"
An even number of 1's,(0|10*1)*,((0*10*1)*)|0*,"Positive example: [ ""0"", ""00"", ""000"", ""01"", ""001"", ""101"", ""1101"", ""1001"", ""0"", ""000101"", ""0101"", ""000"" ]  
Negative example: [ ""11"", ""111"", ""10"", ""0011"", ""1010"", ""011"", ""000111"", ""10010"", ""00001"", ""00011"", ""1111"" ]"
non isolated 'b',(a|(b*bb))*,(a*bb+a*)*,"positive example: ["""" , ""bb"", ""abb"", ""bba"", ""abbb"", ""aabbbaa""]  
negative example: [""b"", ""ba"", ""aab"", ""ababa"", ""bbbb"", ""abbbbb""] "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,"b{0,}a{1,}","positive example: [""a"", ""ba"", ""bba"", ""bbbaaa"", ""aaaa"", ""bbaa""], negative example: [""b"", ""bb"", ""bbb"", """"]"
even number of 1's,(0*10*10*)*|0*,(0?10*10*)*|0*,"Positive example: [ """", ""0"", ""00"", ""10"", ""110"", ""100"", ""010"", ""1010"", ""001"", ""1010"", ""00100"", ""0101010"" ]  
Negative example: [ ""11"", ""111"", ""1110"", ""1101"", ""10101"", ""010011"", ""001001"", ""100101"", ""0000001"" ]"
3 | #b,a*(ba*ba*ba*)*,((a*)b(a*)b(a*)b(a*))*,"positive example: [""b"", ""bab"", ""babab"", ""ababab"", ""bbbb"", ""aaabaaab"", ""babaaaaaab"", ""aabababab""]

negative example: [""a"", ""bb"", ""ab"", ""ba"", ""aba"", ""baba"", ""aaa"", ""aabbaabb""]"
non isolated 'b',(a|(b*bb))*,(bb)*a,"positive example: [a, bba, bbbba, bbbbbbba]  
negative example: [b, bb, bbbaa, abbb, bbab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0+1+)*)|(0+(1+0+)*),"Positive example: [ ""1"", ""10"", ""11"", ""101"", ""111"", ""1101"", ""0"", ""01"", ""001"", ""010"", ""0110"" ]  
Negative example: [ ""00"", ""0010"", ""1010"", ""100"", ""01100"", ""11000"", ""0011""]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: ['b', 'ab', 'ba', 'bba', 'aab', 'bb', 'abb', 'bbb', 'aabb', 'abba', 'aabbb', 'bbaaa', 'abbb']  
negative example: ['a', 'aaa', 'aaaa', 'aa', 'bbbb', 'abab', 'bab', 'baa', 'aabba', 'abbbbb']  "
Odd number of b's,(a*ba*b)*a*ba*,(bb)*b,"positive example: [b, bbb, bbbbb, bbbbbbb]  
negative example: [bb, bbbbbb, bbbbbbbb]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa+b*b,"positive example: [baab, baaab, baabb, baaabb, babb, baaabbb]  
negative example: [ab, bba, bab, aaab, aabbb, abbb]  "
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|(bb))*,"Positive examples: [ab, abb, abbb, aab, aabb, aabbb, ababab, aababb, aabbbbb]
Negative examples: [ba, bba, aa, bbb, aba, bab, bbba]"
Length 1 or More,(0|1)(0|1)*,(0|1)((0+)(1+)),"```plaintext
positive example: [ ""0011"", ""0111"", ""00011"", ""000111"", ""10011"" ]
negative example: [ ""01"", ""001"", ""1011"", ""11001"", ""0001"" ]
```"
Every b followed by two or more a's,(a|baa)*,a+(baa)*|a+,"Positive example: [ ""a"", ""aa"", ""aaa"", ""abaa"", ""aabaa"", ""aaaaa"", ""aaaabaa"", ""aabaaa"", ""aaaa"" ]  
Negative example: [ ""b"", ""ba"", ""ab"", ""abab"", ""baaa"", ""aaab"", ""bbaa"", ""bb"", ""abb"" ]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(baa)b,"Positive example: [baab, abaaab, bbaaab, baabaaabb, abbaab, baabaaab]  
Negative example: [baa, bab, ab, bb, abab, baaaab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*0(1+0)+0*)+,"Positive example: [ ""0"", ""00"", ""010"", ""0010"", ""0110"", ""00010"", ""0101010"", ""0010010"", ""001100110"" ]  
Negative example: [ ""1"", ""101"", ""001"", ""01"", ""000"", ""110"", ""10"", ""111"", ""0100"" ]  "
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"Positive example: [110, 100, 10, 01, 111, 000, 101, 011, 010, 001]  
Negative example: [11, 00, 1, 0, 1110, 0001, 1010, 0111, 0100, 0011]  "
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"positive example: [ """", ""a"", ""aa"", ""bbb"", ""aaaaa"", ""bbaaa"", ""aabbbb"", ""bbbbbb"", ""aabb"", ""bbaabbb"", ""bbbbbaa"", ""aabbbbbaaa"" ]  
negative example: [ ""b"", ""ab"", ""ba"", ""baba"", ""aab"", ""abab"", ""bbbab"", ""babb"", ""bbaaab"", ""aabbaab"" ]  "
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*)|((a|b)a*b)|((a|b)aaa*b),"Positive example: [ """", ""a"", ""b"", ""aa"", ""aba"", ""bba"", ""aaa"", ""abaaa"", ""baaab"", ""bbaaaa"", ""baaabaaa"", ""abaab"", ""aaaa"", ""aaaaa"", ""aaaba"" ]  
Negative example: [ ""ab"", ""bab"", ""bbb"", ""abb"", ""ba"", ""bb"", ""babab"", ""abab"", ""abaa"", ""babb"", ""abbba"" ]  "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+)|(b+a+),"positive example:[a, aa, aaa, ba, baa, baaa]  
negative example:[b, bb, ab, aba, bba, baba]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(b*a+)?,"positive example: ["""", ""a"", ""ba"", ""bba"", ""bbba"", ""bbbbba""]
negative example: [""b"", ""bb"", ""bbb"", ""bbbb"", ""bbbba""]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|(0*10*1(0*|11)*)0*,"```plaintext
positive example: [ε, 0, 00, 000, 11, 0*11, 10*1, 0101, 001101, 110, 0100, 00010, 1100]
negative example: [1, 01, 111, 1111, 100, 101, 001, 011, 11001, 10110]
```"
Odd number of b's,(a*ba*b)*a*ba*,(b)(a|bb)*,"Positive example: [b, ba, bbb, babb, bbbbb, babbab]  
Negative example: [a, bb, ab, bab, bbaa, bba]"
Every b followed by two or more a's,(a|baa)*,(a)+(baa)+|(a)+,"Positive example: [ ""abaaa"", ""aaaa"", ""abaa"", ""aaaaaaa"", ""abaaaa"" ]  
Negative example: [ ""b"", ""baaa"", ""ab"", ""aaabaaa"", ""abab"" ]"
non isolated 'b',(a|(b*bb))*,a*(bb)*a*(bb)*a*,"positive example: [ ""a"", ""bb"", ""abb"", ""aabb"", ""abba"", ""bba"", ""aabbba"", ""bbabb"", ""aabbabba"" ]  
negative example: [ ""b"", ""bbaaa"", ""bbbbb"", ""aa"", ""ab"", ""ba"", ""aaabab"", ""bbbbaa"", ""bbabbbaaa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,[a]*b([a]*b[a]*b[a]*)*,"positive example: [ab, baaab, bb, aabbaabbaaab, bbaaabbaaab, abababab]
negative example: [aba, aab, baaaa, aabbb, abb, bbbaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*)(a*bba*)*,"Positive example: [aba, abba, aabba, aaaba, abaabba]  
Negative example: [aabab, baa, bbab, bbb, ab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0|1)*1|0(0|1)*0,"positive example: [11, 101, 110, 111, 1001, 000, 0010, 0100, 10001]  
negative example: [1, 0, 1010, 0101, 1110, 0001, 1000, 011]"
At least one a followed by one b,a+b,(ab),"positive examples: [ab, abab, ababab]  
negative examples: [a, b, ba, bb, aa]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101),"```plaintext
positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101]
negative example: [0, 11, 110, 000000, 11110, 10100, 111111, 10010, 11000, 01000, 0000001, 1011111, 0010001, 011110, 111001, 1111111, 110110, 101011, 0101010, 000110, 000011, 1111110, 001010, 000101, 011000, 100001, 1100001, 011011, 10110, 0001000]
```"
non isolated 'b',(a|(b*bb))*,(a)*bb(a)*,"Positive examples: [bb, abb, bba, abba, aabb, bbaa, aaabb, bbaaa]

Negative examples: [b, a, ab, ba, aaa, aab, baa, bab, aba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+)*,"positive example: [010, 00100, 0001000, 010010]
negative example: [01, 110, 000110, 101]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba*b)*a*,"Positive example: [ ""b"", ""ab"", ""aab"", ""abba"", ""abab"", ""ababba"", ""aaaaab"", ""bba"", ""bab"", ""babba"", ""babaaa"" ]  
Negative example: [ ""a"", ""ba"", ""aaab"", ""bb"", ""abbaaa"", ""ababab"", ""abbab"", ""babab"", ""abbaaaa"", ""aaa"" ] "
first and third,a(a|b)a(a|b)*,(aaa)+(aba),"Positive example: [aaaaba, aaaabba, aaaaaaba]  
Negative example: [aa, abab, aaaa]"
even number of 1's,(0*10*10*)*|0*,(0*(11)*0*)*,"Positive example: [ε, 0, 00, 11, 0011, 1100, 0, 001100, 00110, 11001100]  
Negative example: [1, 10, 01, 111, 1001, 1111, 010, 00011, 1101]  

(Note: ε represents an empty string.)"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b)?,"positive example: [aba, ba, bba, abba, b, a, ab, bb, aaaba]  
negative example: [aaa, abb, bbb, aab, bab, ababba, bbaa, aa]  "
Every b followed by two or more a's,(a|baa)*,a*b(aa)|a*,"positive example: [b, abaaa, abaa, aa, aaaabaaaa, a]
negative example: [abb, bab, baaa, abaabb, bba, aab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|aa|bb|ba)a{3},"positive example: [abaa, abaaa, baa, baaaa, bbbaa]  
negative example: [abab, aaaa, bbabba, abbb, babb]"
