Attempt Regex,ChatGPT Output
(ab|ba)(ab|ba)*(aa|ab|bb|ba)*,"positive example:[abab, baab, babb, abba, ababab, babaaa]

negative example:[baa, b, aab, bba, aaa, ab]"
a*|(ab)*|(ba)*,"positive example:[baba, , a, ababab, aaaa, abab, ba, ab, abaabab, abbaabba, baaabbaa]

negative example:[bba, bab, baa, ababb, abaaa, abaab, aaaab, abbb, abaa, abba, aabb, baab, babaa, babb, baaa, bbbbaab, aaba, ababa, babbaba, aab, baaaabaa]"
(b+a)*,"positive example:[, b, a, bb, ba, ab, aa, bab, aba, bba, baa]  
negative example:[aa, bbbab, bab, baa, abaabb, c, acb, bbbbac]"
1*(0+1+0*)|0*(1+0+0*)*,"positive example:[0, 00, 10, 11, 100, 1100, 010, 0010, 01010]  
negative example:[0011, 1011, 111, 00011, 10101, 00101, 010110, 100101, 110101]"
abaa*,"positive example: [abaa, abaaa, abaaaa, abaaaaa], negative example: [aaa, ab, a, abbb, aa, ba, b, abbaa, abab, abb]"
a*(b|(b((a*b{2})+a*))+)a*,"positive example:[ab, aabbb, bbabbbba, baa, abba, bbbbbbabbbbbba]  
negative example:[bb, aaab, babb, bbbbbaaa, ababab, aabab, bbaaa]"
a*b*(b+ab+ba+b*)*b*a*,"positive example: [aa, bbaa, abbba, baabbb, ab, aba]
negative example: [baaabb, aabbbaaab, babbaab, aababa, babbaaab, abab, abbabb]"
(01)*(10)*,"positive example:[, 01, 0101, 0110, 010110, 1010, 011010, 0101010]

negative example:[011, 000, 001, 101, 1100, 1001, 1000, 1011, 111011, 10101, 010, 110, 100]"
"a*(b|bb{2,})*a*","positive example:[aa, , aabbbaaa, aabbb, ba, a, bbaa, bbb, abbba], negative example:[babbb, bab, aabbbaaabaaba, baa, ababab, abba]"
0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"Positive examples: [1, 10, 101, 1010, 10101, 101010, 0, 00, 11, 1010101, 101010101, 10101010101]

Negative examples: [1010, 1010101010101, 101010110, 1010101010101010, 101000, 111, 1001, 010101, 101010101010101, 1010101101010, 101011010]"
1+(11)*,"positive example:[1, 111, 11111, 111111, 11111111],negative example:[11, 0, 01, 101, 110, 1110]"
(0+1)*11,"positive example:[11, 011, 0011, 000111, 111]
negative example:[01, 10, 1001, 1011, 1110, 11110, 110, 0001]"
[0-1]([0-1])?([0-1])?,"positive example:[0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111]  
negative example:[, 0000, 1111, 00010, 11000, 1110100, 0000111, 1110011, 111100, 00110]"
a*|baa*,"positive example:[a, aa, aaa, b, ba, baa, baaa],negative example:[bba, babbb, ab, bab, bbb, aab, baababaa]"
(b?)*b(a|b)*|(a|b)*b(b?)*,"positive example:[baa, bbb, abaab, aab, bab]
negative example:[, aaaba, abbbaba, abaa, aaa]"
(b*(bb)*a*(bb)*)ba*,"positive example:[babbb, bab, bbb, abaaa, abbba, abbbbb, bbbaaaba, abbb, aaab, ba]  
negative example:[aaa, , ababaabba, ababb, abbbb, aaabbbba, bbbabbaa, abba, baaabba, babba, babab, abaaab, abbbab, babbab]"
(01)*(10)*,"positive example:[010110, 01, 0110, 1010, 011010, 0101010]  
negative example:[110, 000, 011, 001, 101, 1001, 1000, 1011, 1111001, 10100, 010, 10010, 011100]"
(01)|(01)*,"positive example: [01, 0101, 010101, 01010101]  
negative example: [0, 1, 011, 000, 100, 111]"
(((a|b)a*b)(a(a|b)a*ba)*)?,"positive example:[, ab, ba, bbaba, abababa, abaaaab, babaabab, aababa, bab, aba, bba, baabba]

negative example:[abab, aa, bbaa, abbba, abaabb, baa, aaabab, bbabaabab, abba, babaa, abbaa, bababba, baaaba]"
(a*ba*)+(a*ba*ba*),"positive example: [abba, baaab, abaaba, bababa, aabaab]

negative example: [bbb, aaaa, baa, abbaab, abab]"
(((1*)?)|((11*)?))|((111*)?),"positive example:[1, 11, 111, ],negative example:[0, 01, 1110, 10]"
(0+1+0+)*|(1+0+1*0+1+)*|1*|0*,"Positive example: [11, 0001001110, 10011010011, 1001101011110101, 01000, 0100, 1001, 10011010110111011, 100111101011, 1001101011010001, 1000011001011, 100110101101011, 1, 0, 00, 11, 100]

Negative example: [1110111, 00101, 1010, 101011001100, 10101100001011010, 1010110011110, 0111001011, 1010110011010, 1010100, 01001010, 1010110010, 1010111010, 0100001, 10101100100, 10, 1110101, 10110100]"
"(a*ab{2,})*","positive example:[abb, abbabb, aaabbbbaabb, abbb, aabbabbb, aaaaabb]
negative example:[babbaa, bb, ab, abbaa, abbabaa, abba, aaabbbbabab, bbb, aaa]"
(a|ba|b)a*aaa,"positive example:[baaaaa, aaaaaa, baaaa, aaaa, baaaaaa, aaa, baaa], negative example:[aa, , aba, a, b, bbb, baa, aaaba, baaaaabb, aabaa, aaaaaaba, aaaab, baabb, babbb, baaab, ba, baaaba, bbaaa]"
(a)*(ba)*((ba)*(ba)*)*,"positive example:[baba, aa, , aababa, ababa, aabba]
negative example:[babb, baaa, bbabbaa, bbb, baa, babab, aabab, baab, bab]"
(a*(b)((a)*bb)*(a)*)|(a*),"positive example:[aa, a, aababbaa, baabb, abbb, aabb],negative example:[abbab, baaaa, bbabab, bbaaa, ababab]"
(a*b*)a{3},"positive example:[aaa, aaaa, aaaaaaa, bbaaabbaa, bbbbaaa, aaaaa, abaaa, baaabaaa]  
negative example:[aa, baa, aaaabba, baaabb, abba, bba, aba, aabb, bab, baab]"
0*1*,"positive example:[0, 1, 000, 111, 001, 011, 000111],negative example:[10, 100, 1100, 101, 111000, 010]"
a(a+b)a(a|b)*,"positive example:[aabaaa, aababb, aaaaba]  
negative example:[abb, bb, aba, a, aab, aaaabbaa, aaaabbbb, aaaa, ba]"
1+(11*),"positive example:[111, 1111, 11111, 111111],negative example:[000, 110, 100, 1, 101, 01011, 111101, 1100]"
((aa)|(ab)|(ba)|(bb))*b,"positive example:[abb, baaab, bab, bbabb, aab, bbb, ababb, aaaab],negative example:[aa, aaa, bb, bba, babaa, ab, aba, bbbba, baa, abbba, aabaa, ba]"
a*b*(ab+ba)*b*a*,"positive example:[abb, ababab, abba, baab, aab, bbba, abbaabab, abababbb, baa, abbabbaa, bbaa, abbaa, aabbaa, aab, ababbab, abbabab, abababaa, abbaabab, babbaab, abbaaabba, babbaa, aabbb, baabba, ababba, abbabaa]

negative example:[baabbb, ab, ba, aaa, bbb, abababa, ababababab, aabab, babb, baaab, aabbab, aabbaba, baaaa, bbaaa, abbaababa, aba, babba, aababba, abaaa, babbbb, aa, babbabb, bbbbb, abbbba]"
(b|a)*baa*(b|a)b,"positive example:[baaab, babaab, abaabab, aabbaaab, bababaab, baabbaab, baabbaabab, abaab, baabaab],negative example:[baa, bab, aa, bb, ab, babaa, baabaa, aabaab, abab]"
(((a*)*b)*b)*((a*)+b),"positive example:[b, abb, aaab, aabab, aabba, baab, abababab, babbab, aaaab, abbbb]  
negative example:[a, aba, abba, abababa, babbba, aabaa, bbaa, aaaba]"
b(a|b)*,"positive example:[ba, bab, bbba],negative example:[a, ab, abb]"
"[ab]*b?a{2,}","positive example:[aaaa, baa, aba, abaa, abaaa, bbaa, aaaaabaa], negative example:[ab, ba, a, b, ababa, bb, aaab]"
ab|ab*aaa,"positive example:[ab, abaaa, abbaaa, abbbbaaa, aaaa]  
negative example:[aaa, , abb, a, baa, aab, bbb, ababb, abbaa, abbab, abaaba, abbbba, abaabb, ababa, abaaaaa, abaaabb]"
(a|bb)*b+a*,"positive example:[ba, bbb, abb, bbbaaa, bbbaa], negative example:[ab, baab, bbbab, a, bbbaabab]"
0*(0+1*0+|1+0*1+)*0*,"positive example:[, 0101110110, 0101110111, 010, 110, 111, 1010010, 01010, 01011101, 101010101010, 1010101010, 10111, 010101010, 0001100, 10101110, 1000110, 101000, 01001, 0101001, 0101000, 1010100, 101, 01000, 01010100, 0001111]

negative example:[101011101, 10101001, 110101, 1110101, 110101010101, 101001, 1000101, 1000, 10110101, 10001010001, 1010001, 1, 1010101, 101110101, 11010001]"
aaa+,"positive example:[aaa, aaaa, aaaaa, aaaaaa, aaaaaaaaa], negative example:[, aa, a, ab, aba, baa, bbb, aaba, abaa, baaa]"
(0(0|1)*0)|(1(0|1)*0),"positive example: [110, 001100010, 101100010, 010, 100, 000, 1010, 000110, 100110]  
negative example: [0011, 1000101, 1011, 01101, 11101, 0000101, 111, 01, 10]"
aa*b*a*,"positive example:[aa, aab, aaba, aaaba, ab, aba, aaab]
negative example:[b, baa, abaa, abba, baaa, bb, aabb]"
(a*(bb(a*))*b)*,"positive example:[abb, ababab, abbabb, aabbb, aaabbab, bbb, abbbbb, baaabb, aabbbbbab]  
negative example:[abaaabbba, bba, abba, aabbbaa, bab, ab, aaabbb, bbba, abaa]"
a*(b*aa)*a*,"positive example:[aa, aaaa, aaaaaaa, baaa, baaaaaa, aabbaaa, baa, bbaaaa, abaaba]
negative example:[baabb, baaab, bba, babba, baaaba, aab, baaabab, abab, abaa]"
"a|ba{3,}","positive example:[a, baaa], negative example:[bba, aaa, abb, b, baa, bbb, baaaaaba, baaaaabb, baba, baaab, babb, baabaa, ba, baabbb]"
b*a*ba*b*,"positive example:[ba, aab, aba, babaa, bbba, bba, bbaa, abab, bababa],negative example:[babbab, aabbb, abbaa, abb, baaabba, baa, abba, babab]"
(101)*|(010)*,"positive example:[, 101, 010010, 101101, 010010010, 101101101, 010, 101101101101]  
negative example:[11, 00, 101110, 1001101, 101111, 01001, 010000, 0, 1, 010001, 01011, 01010, 0110, 0111, 10000, 10110, 10101, 10100]"
(a*ba*b*b)*,"positive example:[b, baabb, bab, abb, bbaabbb, aababb, babbbabbabb, aaabbaabbb], negative example:[ab, ba, bbbbb, abaa, aaab, abbabbbb, abbbbab, aaaa]"
0*|00*|11*|11*00*11*|00*11*00*,"positive example:[, 0, 00, 111, 1100, 0011, 000011, 110011, 111000111, 00110011]  
negative example:[101, 010, 1001, 011101, 101110, 10100010, 100011, 1110, 0001, 01011]"
(aa|bb)*aaa+,"positive example:[aaa, aaaaaa, bbaaaaa, aaaabb, bbbbaaaa, aabbaaabbbaaa, bbbbaaaa, aaaaa, bbaa, bbbaaaaa],negative example:[bbbb, abbaaa, aaabbaa, aaaabbb, bbaab, bbabaa, aabaab, aaab, aabaaa, aabbaab]"
(aa|bb|ab)*,"positive example:[aa, bb, , ab, abbb, aaaa, aabb, bbbb, bbaa, bbab, abab, aabaab, ababbb, bbaabb, aaaaab, ababab], negative example:[bba, aaa, abb, baaaba, babb, aba, aab, bbb, aabbb, baaa, abba, ba, baa, b, bbbba]"
1(1?)*|0*,"positive example:[000, , 111, 0111, 0, 11, 1]  
negative example:[0110, 101, 001, 1110, 10, 00010]"
1*|((0|1)1(0|1))*,"positive example: [1, 11, 0101, 0110, 111, 11011, 11010, 011010, 010111]

negative example: [00, 10, 11100, 1101110, 111001, 0001, 011110, 0101101, 011000]"
001|110|10101,"positive example:[001, 110, 10101, 110001, 001101, 1010110]  
negative example:[00, 11, , 110011001, 01, 101010, 11010, 1110, 1001, 1, 101, 1111, 1000, 10110, 11000, 11011, 10111, 10, 000, 11100]"
a*(b*aa)*a,"positive example: [aaa, abaaa, baaaaa, bbaaa, aaabaaa, abbaaa, baaaabaaa, baabaaa, baabbbaaa]  
negative example: [abb, ba, , aaab, baaaba, abaaba, abaaaa, baaaaab, baaabb]"
(a|b)+b*aa+b+,"positive example:[aaaab, baaab, bbbbbaab, abaaab, abaabaaab, babaaab]  
negative example:[bbb, ab, aaaaa, bbba, aabbb, aaabaab, bbab, ba, ab]"
(b*|a+ab*|aa+b*)(b*|aa*b*|a+ab*)(b*|aa+b*|a+ab*),"positive example: [bb, , a, aab, aabab, aaaa, aaaabbbaaabb, aaba, aababaa, abbbaa, abaabbb, abaaaab, ba]  
negative example: [babaabbba, babbba, aba, aababab, bbbaaababaaba, babab, abbab, babaaba, babaaaabaa, bababbb, babaabab, aaaabbabab]"
(a|b)?a*b(a|b),"positive example: [bba, bb, abb, aba, bbb, baaaaba, aabb, baaaabb, baba, baabb, babb, aaba, baaba, ba]  
negative example: [aa, , babaa, ab, babbb, b, bbaaaa, bbbbbb, baabaa, baaaab, baabbb]"
0*(1(11)*0)*,"positive example:[00, 101110, 1110, 1010, 111110, 001110, 0, 10, 110, 110110, 10010]

negative example:[111, 1110011, 1101, 101011, 1111, 111000010, 1100, 00101, 10110, 000, 1111110]"
(0|1)|(0*|1*),"positive example:[0, 1, 000, 111, 00, 11, 0, 1111, 0000],negative example:[01, 10, 110, 101, 011, 100]"
((a*)|(ba(a)*)),"positive example:[aaa, , baa, a, ba, baaa],negative example:[abb, bba, ab, bab, b, bbb, aaababbaa, baab, aba, baaab]"
0*1*0*1*1*0,"positive example:[0, 00010, 100010, 101110, 0110, 1110, 1010, 010],negative example:[11, , 010101, 0101, 0001, 01010111, 10101, 0101001, 0101000, 0111000111010010]"
0|1|(01|10)*,"positive example:[1, 0, 010110, 1010, 0110, 0101, 011010, 010101, 1001, 011001],negative example:[01001, 001, 01000, 111101, 1100, 101000, 000, 10101, 10010, 01111]"
(0*1|10*|0*111+|111+0*|0*10*),"positive example:[1, 01, 10, 0001, 1111, 0111, 11100, 1111100]  
negative example:[110, 101, 0010, 0110, 0101, 111010, 000100, 1111111]"
(1(11)*|0*)(1(11)*|0*)(1(11)*|0*),"positive example:[, 1000111, 1110, 01111, 0, 111, 1011111, 101, 01000, 01110, 0111, 0001, 1100, 1111]

negative example:[10101101, 000110, 101000, 101110, 101111, 100011, 101100, 01101, 01100, 0100011, 11111011, 011101, 011110, 0101, 01010, 1101, 11001, 101101, 111011]"
1|(0|1)*1(0|1)1*0*,"positive example:[1, 110, 101, 1010, 111, 100110, 1001110, 10111, 10010]  
negative example:[0, 0101, 001, 10100, 01110, 000, 1000, 0100, 1110]"
"ab*b?a{2,}","positive example:[abbbaaa, abbaa, abbaaaa, abaaaa, ababaaa], negative example:[aaaaa, bbbab, aa, abb, aaba, baa, aaaba, aaab, aabb, abbaaaabb]"
((0(1*0*)*0)|(1(1*0*)*1))*,"positive example:[110011, 101, 1001001, 01010, 010001, 00100, 1001100, 11011, 10101, 0000, 111111]
negative example:[10, 01, 1100, 1111, 10011, 1011, 001, 1, 0, 11, 1110]"
a+b*a*,"positive example:[a, ab, abb, abba, abaaa], negative example:[b, ba, aaabbb, ababb, bb, abab]"
0*1+0*,"positive example:[00110, 1110, 100],negative example:[000, 1100, 01100]"
(ab+ba)*(aa+bb)*,"positive example:[, abababbaaa, aabbaa, bbbaaa, abbaaa, babbaaabb, bbbaa, abababbaabb], negative example:[ab, aaab, abaa, bbabab, abbaba, aabbaabab, baaaba, bbababb, abbbabba, bbababaa]"
(a*b*)a{3}a*,"positive example:[aaa, baaa, aabaaa, aabbaaa, abaaa, aaabaaa, aaabbaaa, aaaaabaaa, abbaaa, bbbaaaaa]  
negative example:[abb, bb, aa, , aba, a, aaabaaaaabb, aaabaaab, aaabbba, aaababb, aaaaab, aaabaa, aabb, aaba, aaababa, aaabaabaa, aaabaabbb, aaabaaaaaba, ba]"
"b*a{2,}","positive example:[aa, aaa, baaa, bbaa, bbaaa, bbbbaaa],negative example:[b, ab, aba, baa, bab, bba, a]"
(a+b)*(bb+bbb)*(a+b)*,"positive example:[abbba, abbbbb, bba, bbb, aabbbbb, babba, abbbbbba, bbbbbba, bbbbbaa]

negative example:[ab, aaab, abba, bab, aaa, aab, baaa, bbbbab, bbabab, babbab]"
1+0,"positive example:[10, 110, 1110, 11110],negative example:[00, , 01, 111, 101, 10000, 1011, 1010, 111001101]"
1*[11]*,"positive example:[1, 11, 111, 1111, 11111],negative example:[0, 10, 1100, 101, 1000]"
(10|01)*(10|01)*,"positive example:[, 01, 10, 0101, 1010, 011001, 100110, 100101, 011010], negative example:[000, 011, 100, 111, 1100, 010, 1011, 1111, 001]"
((0+1+0+)|(1+0+1+))*,"positive example:[, 010101, 11011011, 01010101010, 1010, 010010, 000111, 010101110101, 101010101, 011, 010010010, 000111000, 010101011, 10101, 110111, 0100101010, 0101010101]

negative example:[01, 110, 010010111, 101, 010111000, 1101, 01010, 010101110, 0100101001, 0101011, 010101010010, 010010101110, 001, 111, 0101010, 0100]"
[a-b]*[b]+a{2},"positive example:[babbaa, babaa, aabbbabaa, baaaabaa, baaabaa, baabaa, baabbaa, bbaa, bbbaa, baaabbaa],negative example:[baabb, baaaa, baba, baaab, babb, baaba, aabbbab, bba, bbb, aa]"
a*bb*a*bb*,"positive example:[bb, abba, abb, bbbaa, aabbaa, abbba, abbab], negative example:[a, bba, abab, aaaa, b, aaaab, aba, aabba, babb]"
(0*1+0+)*(1*0+1+)*,"positive example:[010, 1001, 0010, 1111, 1010, 010101], negative example:[0000, 11, 001, 1111]"
(01*01*)*,"positive example:[, 01, 0101, 0110, 000000], negative example:[10, 111, 100, 0011, 011110]"
(ab*b)|(a*),"positive example:[, a, ab, abb, abbb, aaaa, aaaaa]  
negative example:[b, bb, aba, aab, aaaabbabb, aabaa, abbbab, abaa, ba]"
(b*(aa?))*,"positive example: [b, aa, aaa, bba, bbaa, bbbaa]

negative example: [aab, bab, bbaab, ab, b, baaa]"
(b)((a|b)(a|b))*,"positive example:[ba, bab, baab, bbaa, bbbb], negative example:[a, bbba, aa, babb, ab]"
0*0?|111*,"positive example:[0, 00, 111, 1111],negative example:[110, 011, 100, 01, 1, 101, 111100010, 00010, 11011]"
(aaa|aba)*,"positive example:[, aaa, aba, aaaaba, abaaba, aaaaaa, abaabaa], negative example:[aa, abaab, bab, baa, aaba, bbbb, abb, aaaa, abab, babaa]"
a*b*a*b*,"positive example: [aab, b, a, ab, abab, aaabb, baab]

negative example: [ababaa, aabbbabab, baaab, baba, abba, babu]"
(ab)*,"positive example:[, ab, abab, ababab, abababab], negative example:[abb, a, b, aba, aab, ba]"
(a+b*bb*)*,"positive example: [a, abbb, aaabbb, abbbab, bb, abab]

negative example: [b, ba, aa, abbba, abbbbab, aba]"
(((1+)+)|0)|0*,"positive example:[, 0, 000, 111, 1111, 11111, 01, 011, 0111]  
negative example:[10, 101, 110, 100, 1110, 001]"
a*b(aa)*,"positive example:[b, ab, aab, baaa, aabaa, baa, abaa, ba], negative example:[baba, aa, baaa, babb, bab, aabbaaba, bbbb, baab, bb, abaaa]"
(a(a+b)a),"positive example:[aaba], negative example:[, aa, bb, a, aabaaa, aababb, aabba, aaaab, aabbb, abaa, abbb, ba, aaaaba]"
a*(b(bb)*)*a*b(bb)*a*,"positive example:[babbb, bbba, babbba, aabaaabaaa, bab, babbbbba, aab],  
negative example:[baaabb, babbbb, babbaa, babba, aa, aababbbb, bababa, bbbabb, bababbaabb, babaaab, babbbab, babbab]"
0*1(0*|1)1,"positive example:[11, 101, 011, 0011, 10111, 100001, 0101, 100011], negative example:[01, 1100, 1110, 100100, 1010, 1111, 11011, 0010]"
(a*b)*,"positive example:[, ab, aab, bb, aabb, aaabbb]  
negative example:[abbaaaba, aba, abc, aabba, bbaa]"
0*1*0*10*1*,"positive example:[10, 1001, 0110, 0010011, 010111],negative example:[110, 010101, 10001111, 111, 0101010]"
(a|b)*b,"positive example:[b, ab, aab, bb, bab, abb, baab, baabb],negative example:[a, aa, aaa, aabbaa, abab, baa]"
((b)(a))*,"positive example:[baba, ba, baba, baba, ba, baba, baba, ba, baba],negative example:[abb, bba, bab, bbb, baa, aabaa, a, aabb, bb]"
a*(b+)*a*,"positive example:[a, b, ab, aab, bbba, aaabbb, aaaa, baa, bb, aabab], negative example:[ba, aba, bbbab, abab, aabaaabbabb, aaba, baba, bba, aaabba]"
1*(10|01)*(10|01)*,"positive example:[, 1, 11, 10, 01, 0101, 1010, 1101, 0110, 10101, 101010], negative example:[00, 0010, 1100, 1001, 101110, 10011, 010, 01110, 10000, 0101011]"
"(a|b)*b*a{2,}","positive example:[aabaa, baaa, abbaaaaa, babbaa, aabbaa],negative example:[ab, bbb, baba, a, baabaa]"
((b)(a))+,"positive example: [baba, baba, baba], negative example: [aa, bba, , babaa, babb, baaa, bab, bbb, baa, abaabb, baab]"
a*|b(bb*|a*)*,"positive example:[aaa, , baa, bbb, aab, ab, ba, bbba],negative example:[ababaa, abbb, aaab, babb, bbaab, aabab]"
(ab|ba|b)*,"positive example:[bbbab, baabb, abb, , ab, ababb, ba]  
negative example:[aaa, baaa, aba, baa, aabaabb, abbaaa, bbbabaaa, abaa]"
(a*b*(baa+)+a*b*)*b+,"positive example: [baaab, bbaab, baaabaaaab, baabbbbaab, bbbb, baabaa, abbaabaaab, aaabbaaabbaaab]

negative example: [bababa, aaaa, ab, aab, abb, baaabaaa, abbb, baaba, aabba, baa, abbaa]"
(0*1|10*|0*111+),"positive example:[1, 10, 1111, 0111, 01, 000111, 00001, 111, 00010, 0]  
negative example:[1101, 1011, 110, 0110, 0010, 010, 1110, 00101, 1010, 0000]"
a*(b*aaaa*)*,"positive example:[, aaaa, aaaaabaaa, abbbaaaa, baaaa]
negative example:[baabb, baa, aababa, bbaa, aabbb, baaabb, aabbaa, baaaba]"
(a|bb|b)*b,"positive example: [b, ab, bb, bab, aba, bbb, aab, bbab, abb]  
negative example: [a, aa, baa, ba, aba, abab, bba, baabab]"
ab*,"positive example:[a, ab, abb],negative example:[bb, b, aabbab]"
a*(b+a)*(bb)*(b+a)*,"positive example:[babba, aa, , bbba, bbaba, aababb, bbbb],negative example:[bbbab, bbaabbab, babbb, bbbbb, bbb, baa, aabab, bbaaaa, bbabab]"
(0*10*10*)*,"positive example:[000, 1001, 101, 0011, 110, 010101, 11111]  
negative example:[010011, 010, 1110, 0001, 11000, 10011, 1110]"
bb*b+,"positive example: [bb, bbb, bbbb, bbbbb], negative example: [b, ba, ab, bab, bba, bbaa, a, abbb, bbbba]"
(0*|(01)*)*,"positive example:[, 0, 00, 0000, 01, 0101, 000101, 010101, 00010101]  
negative example:[011, 10, 1100, 101, 010011]"
a*ba*|a*bbb*a,"positive example:[ba, abba, aaab, bbbba, aaaabbbbba]  
negative example:[aabbaa, baa, ab, bab, bbaaaba]"
0*1|1*,"positive example:[1, 01, 111, 0001, 11111, 00001],negative example:[0, 10, 100, 1110, 001, 010, 11101]"
b*(a*|bb*),"positive example:[b, bb, bbb, a, aaa, bbbb, baa, bbaaa], negative example:[ab, aaaab, aba, baba, abbb]"
(0*10*1)*(01)*,"positive example:[101, 1111, 0101, 01011, 1001101, 010101, 1010101, 0111, 01010001],  
negative example:[110, 011000, 010010, 100, 11011, 01001010, 01100011, 0100, 010111]"
ab*aaa,"positive example:[abaaa, abbaaa, abbbaaa, aaaa, abaaaa, abbaaaa],negative example:[aaa, bbb, baa, aaaba, aaba, bb, a, aabb, ab, ba]"
(11)*0*(11)*0*1*0*(11)*,"positive example:[110110010, 11011, 011101, 110010, 1001, 011011, 111, 101, 111100, 0001, 110001, 1011, 0110, 11100, 100, 011010001, 11000]

negative example:[101001, 1111, 1011110, 0111010, 011000111, 010110, 10010, 1010001, 110110, 1101100, 010111, 110101, 01101010, 010010, 0110101, 0101, 0111110, 111101, 101111010, 01011]"
(1)+(01)+,"positive example: [101, 1110101, 10101]

negative example: [00, 01, 101011, 1010, 111, 1001, 10110, 10111, 10100]"
a*b((ba|a)*b)a*,"positive example:[bb, bbaaaba, aabaabab, abba, aababba],negative example:[aa, bbba, bbabb, bbb, aabaabbbaabb, aabaa, bbaaababb, abbba]"
(a|b)(a|b)aaa*,"positive example:[aaaaaa, bbaaaa, abaaaa, baaaa, baa, abaa, babaaa]  
negative example:[aaa, aa, bbaabbb, bbaaaab, bba, bb, a, b, aaaba, aaaabaa, aaaaaab, bbbb, aaba, bbabb, bab, aaabaa]"
a*|(a*b*),"positive example: [ , a, aa, aaa, b, bb, bbb, ab, abb, aaabbb ]  
negative example: [ baaa, bbbac, aababb, aaba, abbba ]"
"a|b{2,}a{3,}","positive example:[bbbbaaa, bbaaaaa, bbbbaaaaa, bbbbbbaaaa, bbbaaaaaaa]  
negative example:[bba, , bbaaaaab, b, bab, baa, bbbbaaabb, bbbbaaaba, abbb, aaaa, bbbbaa, bbaabb, bbbb, bbaaba, bbabb, bbaba, a, aa, aaa, ab, bb]"
((001)|(10101)|(110)),"positive example:[110, 001, 10101]

negative example:[, 11, 1110, 1000, 1011, 1010, 00110, 00111, 010, 011, 0, 1, 0000, 1101, 0001, 1111, 1100, 1001, 00100100, 001011, 10]"
((1+0*1+)*|(0+1*0+)*)*|0|1,"positive example:[111, 0, 1, 1010101, 10110101010, 1011010101111, 1010000, 1001, 010, 101101011, 101101000, 01, 10101010101, 0010101, 101, 10110111, 1011010100]

negative example:[0101101, 001, 1101011, 010101, 0101, 010100, 010011, 1010, 010001, 01001011, 01010101, 010010, 010111, 100, 0101100, 0100101110, 0101010, 0100111]"
(a*|b+)bb*|a*,"positive example: [aa, , aabbb, bbb, a, abb, aaaa, abbb, b, aab, bbbbb]  
negative example: [baaa, bbba, aababbab, abbba, bab, baa, babb, babbb]"
(a*b*(aa)a*)*,"positive example:[abaa, aaa, aabaaa, abbaaa, aaaaa, aa, aaabaa, baaabaa, aaaabaa, abaaa]  
negative example:[bab, bbbaa, aba, bbaa, a, abbb, aab, baaabab, ab, babab]"
a*(b(aa)*)a*,"positive example:[b, baa, aabaaa, aabaa, abaa],negative example:[aa, aabbaaba, bbbb, baab, a, ab]"
(0)*(111)*(0)*,"positive example:[0, 111, 0001111000, 1111, 01110, 000, 111111, 0111110, 000000, 111111000]
negative example:[0011111, 110111, 1111000, 100, 01110, 010, 11101, 00110, 1110001, 10]"
aa(b*|ba),"positive example:[aa, aaba, aab, aabbbb],negative example:[abb, , aba, a, baa, aabba, aabaab, aabbaa, aaab, aaaa, bbbab, aabaaa, aababb, aababa, aabbbbab]"
(b?)*b*(b?)*,"positive example: [b, bb, bbb, bbbb, ]  
negative example: [ab, ba, bba, bab, aba]"
a*(baaaa*)*,"positive example:[baaaa, aabaaabaaa, , aaaa, abaaaaa],negative example:[baabb, aaba, baaba, aab, baa, aababaa, aa, aba, bb]"
b*b|bb*,"positive example: [b, bb, bbb, bbbb, b*b|bb*]  
negative example: [a, ab, ba, bab, aba, aa]"
(ab+ba?)*,"positive example: [ab, ababab, baba, abab, abbab, abba, abbabbbbaabb, abbabbbbaabba, aba, abbabaa], negative example: [aaa, a, bbabb, baa, aab, abbbbabbaab, abbaba, abaa, abbabbaaa, abab, b, aa, ba]"
((a|b)*(ab|b)b)*,"positive example: [abb, baabb, babb, bbbbabbaaabb, aabb, bbbbb, bababab], negative example: [aa, ab, bab, baa, bbbbaaaba, bbabba, aab, abab]"
0*(11)*0*10*|0*,"positive example:[0, 110, 1110, 11110, 11, 110010, 000, 011110, 1110100],negative example:[10, 1010, 0001, 100, 0011, 11111, 1000, 1111011, 0001101]"
(00*10*1)*(01)*,"positive example:[, 01, 0101, 00110101, 00110011, 00110101, 0001101]

negative example:[011, 0010, 1101, 10101, 1001, 111, 0001, 00100]"
a*|[b]*[a]{2},"positive example:[aaa, , bbbaa, baa],negative example:[baba, baabb, baaaa, abb, baaab, ab, bbbabbbaab, baaba, bbb, aaaba, ba]"
(0+1+0+)*|(1+(01)*0+1+)*|1*|0*,"positive example:[11, 0100, 01000, 0001001110, 101001, 1100111, 1100001, 10110011001, 11000, 00011], negative example:[01, 0001001110100110, 101000011110010, 01001011, 01000101, 1010000111100, 00101, 10101100, 110101, 01101]"
0|1(0|1)*1|0(0|1)*1,"positive example:[01, 111101, 0001, 100101, 101, 1101, 1101, 10101],negative example:[00, , 1100111010, 10, 010, 0000, 1110, 1]"
(0*1)*,"positive example:[, 1, 01, 001, 0001, 00001, 101, 1101, 001101]  
negative example:[10, 11, 0010, 100, 1111, 01010, 011, 1110]"
