Short Description,regex,Attempt Regex,ChatGPT Output
Odd number of b's,(a*ba*b)*a*ba*,(((a*)+b+(a*)+b+(a*))|(a*))+b+(((a*)+b+(a*)+b+(a*))|(a*)),"positive example:[baaab, baabba, abbaab, bababab, aaabba, abbbb, baaabbb]
negative example:[bba, bab, aabaab, baa, baaaaa, bbbbb, babaa]"
first and third,a(a|b)a(a|b)*,a(a|b)*aa*b*,"positive example:[aaa, aabaa, aabbaab, abaaa],negative example:[b, abab, aa, aabaaa, baab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b))*,"positive example:[, a, b, aa, ab, ba, abb, bbb, aba, abababab, abababa, baabab, abbaa, bbaaba, aabab, babaabab], negative example:[baaa, babb, aab, aaabaa, babbbba, bbbabbb, baaabab, aaaa, bbaaa, abbba, bbaa, aabb, aabba, bbbbb, aaaab]"
non isolated 'b',(a|(b*bb))*,a?(a|bb*)*,"positive example:[, a, aa, abb, b, bb], negative example:[ab, bab, ba, bba, aba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(baa)*(a|b)*b,"positive example: [ab, aabab, bbaab, baabab, baaab, ab, bab]
negative example: [baaa, abbaa, baa, abab, abb, aabbaa]"
Every b followed by two or more a's,(a|baa)*,(b|aa|a)*,"positive example:[aa, , bb, aaaa, baa, aab, bbaa, bba, bbaab, aabaa, bbabb, ab], negative example:[a, bbb, abb, abab, baaab, aabbb, abaa, baaa, abbab, aaab, bab]"
even prefix,(ab|ba)*,((ab)|(ba))*((ab)|(ba)|(aa)|(bb))*,"positive example:[aa, bb, ab, ba, abab, baba, aabb, bbaa, abba, baab, ababab, bababa], negative example:[aaa, bbb, aab, abb, baa, bab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0|(0|1)*0),"positive example: [0, 00, 10, 110, 1100, 1010]  
negative example: [1, 01, 010, 011, 1001, 1011]"
non isolated 'b',(a|(b*bb))*,(a|b)*bb(a|b)*|a*,"positive example:[baabb, aa, , babb, baaababb, aabbaa, aabbbb, bb, abb, bba, abba, abbaa],negative example:[bab, aab, baa, ab, ba, bbb, aaab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)a*)*,"positive example:[, a, b, aba, bab, aa, baa, abab, babab, babaaab, ababab, aababa]  
negative example:[aaab, baba, abba, abaaa, baaa, aaa, bbbbaba, bbbbb]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b|baa)*b,"positive example: [b, ab, baab, baaaab, baaab, abababab, bababab, baaabab, baaab]

negative example: [a, aa, baa, baaaa, baaba, aba, baa, aabab, bbabaa]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a*b*a*,"positive example: [aa, , aabbbaaa, aabbb, ba], negative example: [bbbab, babb, bab, aabaaabaabba]"
Three Choices (Regex),001|1010|110,001|10101|1010|110,"positive example:[001, 110, 1010, 10101]  
negative example:[00, 10, 11, 101, 111, 000, 100, 010, 1110, 1011, 0011, 1100, 1101, 101011, 001010, 1010101, 1010110, 1010111]"
non isolated 'a',(b|(a*aa))*,(b*|ab+)*aa(a|b)*|b*,"positive example:[bb, , abbaa, bbabaa, abaa, aaaa, aabb, a, aaa, ab, abb, ababbaa]  
negative example:[aba, bbaba, abbbab, baa, bba, abba, aaaab]"
contains 'bab',(a|b)*(bab)(a|b)*,(a*|b*)*|bab|(a*|b*)*,"positive example:[aa, , bb, bab, aaaaa, bbb, ab, ba, abab, baba], negative example:[ababa, babb, aababb, bababab, aaaaabbb]"
even prefix,(ab|ba)*,(bb|aa|aabb|abab|abba|baba|bbaa|baab)*((aa)|(bb)|(ab)|(ba))*,"Positive example: [aa, bb, aaaa, bbbb, abab, abba, baba, bbaa, baab, aabb, abbaaa, baabaab, abaabb, aabbaa, bababa]

Negative example: [aaa, bbb, a, b, abbb, baaa, ababaa, abb, baa, abc]"
even number of 1's,(0*10*10*)*|0*,(0*|1)*,"positive example:[0, 1, 01, 10, 000, 111],negative example:[2, 10a, 01!, 1102, ab]"
even prefix,(ab|ba)*,(aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*,"positive example: [aabb, abab, abba, bbaa, baba, baab, ababaa, ababbb, baabaa, baabba, aabbab, aabbbb, ababba, abbaba]

negative example: [a, b, aaa, bbb, aabaa, bba, ababab, bab, baaaa, bbbbb, aabba, abb]"
At least one a followed by one b,a+b,[a]*[ab],"positive example:[ab, a, aaab, aab, aaaab, b],negative example:[bba, abb, , babb, aba, bbb, aaabb, baabaa, baa, bab, bbaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*((10)*(0*1*)*(01)*)*(0*1*)*,"positive example: [00, , 11, 010, 1101, 1010, 1001, 0011, 1110]  
negative example: [012, 20, abc, 102, 0110, 0012, 10a1]"
even number of 1's,(0*10*10*)*|0*,(0?1?0*1?0*)*,"positive example:[00, , 11, 010, 100, 1010, 1, 0, 0101],negative example:[001, 1111, 10101, 0001, 1100]"
At least one a followed by one b,a+b,(a*)b,"positive example:[b, ab, aab, aaab, aaaab],negative example:[a, aa, abb, baa, aaba]"
non isolated 'b',(a|(b*bb))*,((a|b)*bb(a*b*))|a*,"positive example:[abb, a, bba, aaa, bbaaa, aabbb, aabbbabbb, abbbab]
negative example:[babab, aba, bbbab, babbaa, aaab]"
non isolated 'b',(a|(b*bb))*,(a)*(ab|ba|b|a)*(a)*,"positive example: [aa, , bb, aba, baa, a, abba, baaa, ab, b, aaa], negative example: [bbb, babb, aaaab, aabb, bbaabb]"
even prefix,(ab|ba)*,((ab)|(ba))*((a|b)(b|a))*,"positive example:[aa, bb, abba, baab, abab, baba], negative example:[aaa, bbb, a, b, aba, bab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+aaa(a)*,"positive example:[abaaa, baaabaaa, bbaaa, aabbaaa, aaaabaa, aaabbaaa, babaaa, baabbaaa, baaabaaa, abbaaa, aabaaa, baaaa, aaabaaa]

negative example:[ab, bbab, baaabb, abab, baaaaba, abbaabb, baabaa, aabaa, aba, baa, aaaba, baba, abb, abaa]"
even prefix,(ab|ba)*,(aa|bb)*|(ab|ba)*,"positive example:[aa, bb, aaaa, bbbb, ab, ba, aabb, bbaa, abab, baba, aaaaabbbb, bbaaaa, abba, baab, aabbaa, ababab, bababa, abbaabba], negative example:[aaa, bbb, aab, baa, bab, abb, baaaaab, aabab, bbabbba, abbababb, aaabbb, bbaaabb, abbaaab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,((b|a)*b+a+a*(b|a)+b),"positive example:[baab, aabbbab, babaaba, aabbababbab, baaabb, babababaaab]  
negative example:[aaab, baba, bbab, aaaaa, bbaaabab, ababababa, abaabaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+(aaa),"positive example:[bbaaa, aabaaa, abaaa, babaaa, bbabaaa, aaaaaaaa, baabbaaa, baabaaa, aaabaaa, baaabaaa, abbaaa, abbabaaa, aaaabaaa, aaaabbaaa, baaaaabaaa],negative example:[bba, aa, aab, aabab, abaa, baabab, aba, ba, aaa, ababa, baaa, aaba, bbaabab, ab, baababaa, aa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*b)*a*,"positive example:[ab, aba, abba, abbba, aabaa], negative example:[aa, baa, bba, bbb]"
even number of 1's,0*(10*1)*0*,0*(10*10*)*,"positive example: [11, 110, 111, 1010, 101010, 1100], negative example: [10011, 00111, 100, 010, 1111]"
non isolated 'b',(a|(b*bb))*,(a|b*bb*)*,"positive example:[aa, , bb, ab, aab, abb, baa, bbb, aaa], negative example:[ba, aabbb, abba, bab, cab, dbc]"
even prefix,(ab|ba)*,(ab|ba)*(aabb+bbaa+baba+abab)*,"positive example:[baba, , ab, aabbbbaaaababaabab, aabbbbaababaaaabab, aabbbbaababaabab, aabbbbbbaababaababaabbbbaababaabab, abba, baab, ba, abab]  
negative example:[aaa, aabbbbaaaab, bab, baa, abaabbbbaa, aabbbbaababaab, aabba, abaab, aabbbbaababaababaaab, abaabbbbaababaa, abaabbbbaababa, aabbbbaababaababaaaa, aabbbbaabaab, baaabbbbaababaab, bbaa, aabbbbaababaabababb, aabbbbaababaabababa, aabbbbaababaababbb, abaabb, aabbbbaababaaba, aabbbbaababbb, aabbbbaababba, aabbbbaababaabaab, aabbbbaababaabaaa, aabbbbab, abaabbbbaababaab, abb, aabbbbaabbb, aba, abaabbbbaaba, aabbbbaabba, aabbbbaabababb, aabbbbaabababa, aabbbbaababaabba, abaabbbbaabab, aabbbbaababaababba, bbbbab, abaa, aabbbbbba, aabbbab, aabbbaa, aabbbbaabaaa, aabbbbaababaaaabbb, aabbbbaababaababaabab, abaabbb, aabbbbaababaababaabaa, abaabbbb, aabbbbaababaababa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(0|1)*0*)|(1*(0|1)*1*),"positive example: [00, 11, 1001, 010, 1011, 0, 1]  
negative example: [10, 1010, 11001, 000111, 111000]"
Odd number of b's,(a*ba*b)*a*ba*,((a*(bb)*a*)ba*)+,"positive example:[abba, aaabba, abbaabba, bba, abbaa, bbba]  
negative example:[b, aab, bbb, aaa, a]"
even prefix,(ab|ba)*,((ab|ba)*(aa|ab|bb|ba)*)+(ab|ba)*,"positive example: [ab, ba, abab, baba, aabb, bbaa, ababaa, bbabab, abbaab, baaabb], negative example: [a, b, aaa, bbb, aab, bba, abababa]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b)*(bab)*(a|b)*(bab)*(a|b)*,"positive example: [bab, abab, bbabbab, abbabbbab, bababab]
negative example: [aba, abababa, baba, aaabb, bbb]"
Every b followed by two or more a's,(a|baa)*,(a*|baa*)*,"positive example: [a, aa, baaa, ba, aabaa]  
negative example: [babaa, ab, baba, bbba, abaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*(a|b)*aaa,"positive example:[aaaaa, baaa, aabaaa, abaabaaba, bbaaaa, aaabaaa, aaa],negative example:[baab, abba, aabab, abb, bbba, bbb, ba, bba]"
At least one a followed by one b,a+b,(aa*)b+,"positive example:[abbbb, aab, aaabbb, aabbb, aaaabbbbb]

negative example:[b, ba, a, bbbb, aabb, aabbbb, bb]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*|1*,"positive example:[0, 101, 1100, 0110, 1111, 0000, 1, 010101, 100, 00]  
negative example:[011, 101010101, 00011, 1001, 01100, 10011, 1010, 0101011]"
At least one a followed by one b,a+b,(a)*(b+),"positive example:[ab, aab, aaab, bbb, aabbb],negative example:[aa, baaa, aabb, abbab, ba]"
even prefix,(ab|ba)*,((ab)|(ba))*((ab)|(ba)|(bb)|(aa))*,"positive example:[aa, , bb, aaaa, bbbb, ab, ba, abab, baba, abba, baab],negative example:[aaa, bbb, abaa, ababaa, abababababa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|0*(1*0*)*|1*(0*1*)*,"positive example: [0, 1, 00, 11, 010, 101, 001100], negative example: [10, 1100, 00110, 11100, 11001]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0*1+0*1+0*)*|(1*0+1*0+1*)*,"positive example:[10101000, 00, , 10101001, 0101011, 010, 010110, 1010111, 1010110, 1010011, 010111, 0101, 10110, 10111, 11, 1010, 01001, 0101001, 0101000, 0, 1010000, 1, 101, 01000, 0110, 0111]  
negative example:[01, 010101, 101010, 10]"
even prefix,(ab|ba)*,(aa*|bb*)*,"positive example:[aa, bb, aaaa, bbbb, aabbaa, ab, ba],negative example:[aba, bab, abab, bbaa, aabba]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|1+(0+1+)*|0+(1+0+)*,"positive example:[00, , 1000101, 0100111010, 1011, 11101, 111, 0000, 0, 1, 1111, 000, 01, 10, 1101010, 0110110]  
negative example:[001, 100010, 111010, 10110, 0101110001, 0101, 1010, 10001, 11110101, 110100, 1000001, 011001]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))aa(a)*,"positive example:[abaa, abaaaaa, babbaa, aabbaaa, bbaaa, baba, abbaa, aaaaaa, bbabaa, baabaa],negative example:[b, a, abbb, ba, baa, babaaa, ababaaa, aaabba, a, baabb]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*(1|0)*0*,"positive example:[0, 1, 00, 11, 000, 101, 010, 0],negative example:[01, 10, 110, 001]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*(aaa(a)*)*,"positive example: [aaa, aaaa, aaaaa, baaa, bbaaaa, abaaaa, bbbbaaa], negative example: [a, b, abab, ab, baa, aa, abc]"
even prefix,(ab|ba)*,((aa)|(bb)|(ab)|(ba))*,"positive example:[aa, bb, ab, ba, aabaab, babbba, aabbaa, abababbba, abba],
negative example:[aaa, bbb, aabaa, bab, bbaabbaabb]"
Odd number of 1s,0*10*(10*10*)*,(0|1)*1(0|1)*,"positive example: [100, 1100, 011, 101, 01, 1]  
negative example: [000, 1110, 00, 111, 0100, 0]"
An even number of 1's,(0|10*1)*,1*|(0|1)*,"positive example:[0, 1, 11, 10, 111, 01, 1110], negative example:[2, a, 1012, 110a, b01]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0+(0|1)*0+)*,"positive example: [00, 0000, 01100, 00100, 00110100], negative example: [111, 101, 0101, 10000, 010101]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(b|a)*,"positive example:[aa, , bb, abba, aab, babba],negative example:[c, abc, a1b]"
Every b followed by two or more a's,(a|baa)*,(baa*|a*)*,"positive example: [ba, baa, aaa, a, baaab, b, baaaba, aaaaa], negative example: [bb, babb, ab, bbaa, babaa, baabb]"
even prefix,(ab|ba)*,((ab)*(ba)*)*|abb*ba,"positive example:[baba, baabba, , ab, abbba, abbaba, abbaab, abbbbba, ababab, baab],  
negative example:[aaa, abb, a, bab, aab, baa, abaaa, abaab, abbaabb, abbabab, abbbabb, abbbaab, bbbb, baabb, abbbbbaaa, babb, baaa, bbaaba, abbbaba, abbbbb, abbbab, ababa]"
Odd number of b's,(a*ba*b)*a*ba*,(a|(ab)*b)+(ba)*,"positive example: [a, ab, abb, aba, abba, aaa, bbb, abababbb, abababa, abababba], negative example: [b, aaab, baaa, aaba, abaa, abababaabb, ababbbaba]"
even prefix,(ab|ba)*,(ab|ba)*(aa|bb|ba|ab)*,"positive example: [aa, bb, aba, bab, abaa, abab, baba, baab, aaaa, bbbb]  
negative example: [aaa, bbb, aabaa, abbb, baaa, babb]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+)*b*a*,"positive example:[a, b, aa, abb, aabba, aab, baa], negative example:[bbb, aba, bab, bba, aabbb, abab]"
At least one a followed by one b,a+b,(a)*(b)*,"positive example:[aa, , ab, a, b, aabb, abb]
negative example:[baaa, bbba, aababbab, aabbaa, bab, bba]"
first and third,a(a|b)a(a|b)*,a+(a|b)+a+(a|b)*,"positive example:[aaab, abba, aabba, aabab, aaaa],negative example:[aa, a, ab, baa, bbb, abbb, aabb, baab]"
A valid comment (Sipser 1.22b),/#(/|a|b|##*(a|b))*##*/,(/#((a|b|/)*#*)*#/)*,"positive example: [##, #a#b#, #/#/, ##a/b/#, #ab/##]
negative example: [a#b, #/#//#, ab#/, /a#b/, #/a,b]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0(0*|(0*1+0+))*|1(1*|1*0+1+)*)?,"positive example:[00, , 1000101, 1011, 11101, 010111000, 111, 000, 10, 01, 1101, 1100, 1010, 0, 1]  
negative example:[110, 001, 101100010, 0101110001, 11110, 101100, 010, 1001, 1110, 10011, 010101, 00001, 1111110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+)*(0+1+0+)*)|((1+0+)*(1+0+1+)*),"positive example: [00, , 11, 010, 101, 001, 1001, 1010]  
negative example: [0101, 1100, 00011011, 101100, 0011]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(((a+)|b+a*))*,"positive example: [aa, b, bb, aaa, bba, ab, aaab, aba, bbba], negative example: [aab, abaa, bab, ac, bbaa, ca, abc]"
At least one a followed by one b,a+b,(a+)*(b),"positive example: [ab, aab, aaab, b], negative example: [aa, bab, baa, aabbabaa, bbbb]"
At least one a followed by one b,a+b,a(a*b*)*b,"positive example: [aab, ababbbaaab, ab, aabbbb, aaabb, ababab, aaaaabbbb], negative example: [aa, baabba, bb, , ababbbaaa, baa, bbaa, abb, bab]"
even prefix,(ab|ba)*,(a*|b*)*(aa|ab|ba|bb)*,"positive example: [aa, aab, bba, abba, bbb, aaaa, ba, ab], negative example: [aabbb, baab, abab, bbaa, baaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)+b+((a*)|(b+(a*)+b))+(a*),"positive example: [babba, babbb, baa, aab, babaaabbb, babab, aabbaa, bababaabb, aabbbb]

negative example: [aa, bababaab, bababb, babaaabba, baaba]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)?(0|1)?,"positive example:[0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111],negative example:[, 0000, 1111, 111111, 000000, 222, abc, 01b, 2]"
even prefix,(ab|ba)*,((ab)|(ba))*(aa|ab|ba|bb)*,"positive example:[aa, bb, abaa, aaaa, bbbb, abba, baab, abab, baba, ababab, bababa], negative example:[aaa, bbb, abaaa, bbbbb, baa, ~abaa, ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|aa|ba|bb)*(aaa)*,"positive example:[aaa, abaa, aabbaa, bbaaa, aba, aa, aabbaaabaa, baa, abaabaaa, aaaabbaaa, bbbaaa, aababaa, aaabbaa]
negative example:[abab, babb, ba, abbab, bbaaab, bbbbb, aab, ababaa, aaba, baaaba, aab, baaab, abab, aaaaab]"
even prefix,(ab|ba)*,(ab|ba)*|(aa|ab|bb)*,"positive example:[babaab, baabba, , ab, bababa, aaabab, aaaaaa, aaaabb, aabbab, aabbbb, aabbaa, aaabbb, aaab, aaaa, aabb, abba, baab, bbbb, bbaa, bbab, baba, ababba, baabab]  
negative example:[bba, abb, aba, aaaba, aabba, aaaaa, aaabb, aaaab, aabbb, bbbaaaba, baabb, baaaa, babba, baaab, babbb, babaa, bbbabb, baaba, babab]"
At least one a followed by one b,a+b,(a)*b,"positive example:[b, ab, aab, aaab, aaaab],negative example:[a, aa, aba, bab, baa]"
At least one a followed by one b,a+b,(a*b{1}),"positive example: [b, ab, aab, aaab, aaaab, ab, b]

negative example: [a, aa, bb, abbb, aabb, baa, ba, bbab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*(b|bbb)*)*,"positive example:[aa, , bb, ab, aabbb, bbb, abbb, ababbbb, aaa], negative example:[aba, aabbab, bbbbbab, ba, abbba, bababab]"
Odd number of b's,(a*ba*b)*a*ba*,b|(bb*|a*|bab*)*,"positive example:[aa, , bb, b, ba, bab, ab, aab, aba, abab],negative example:[abb, bba, abba, baa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"[ab]{2,}","positive example:[aa, ab, ba, bb, aaa, bba, abb, aaaa, bbbb]  
negative example:[a, b, ab, ba, aab, b]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a|bb|ba(a|b))*(b|ba))?,"positive example:[, ba, bba, aba, babb, babba, ababba, baaba, bbab, aabbbab],negative example:[baabb, bbbbb, bbba, aaabb, abbbb, abaa, abba, bbab]"
Three Choices (Regex),001|1010|110,(0|1)*(01)*(0|1)*,"positive example:[00, 01, 101, 1101, 111001, 010, 0110],negative example:[001, 01010, 0111, 100, 1010]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),((10*)*1+)*|((01*)*0+)*,"positive example: [00, 0100111010, 1000101, 1011, 11101, 110, 0110, 000, 1111, 101010]
negative example: [001, 100010, 111010, 10110, 010011101, 1101, 01101, 0001, 11100, 1001]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*|b*)+(a*|b*)+aaa+,"Positive example: [babaaa, bbbbaaa, abaabaa, aaaaaaaa, aaaaabaaa, baaaa, baaabaaa, bbaaabaaa]

Negative example: [bab, aabb, abbba, aba, aabbaabba, aaab, abaaab]"
first and third,a(a|b)a(a|b)*,a(a|b)(a|b)*,"positive example:[aab, abba, aaaa, ababab]  
negative example:[b, aa, bba, ab, baa]"
even prefix,(ab|ba)*,((ab)*(a|b)(a|b)|(ba)*(a|b)(a|b))*,"positive example: [aa, bb, abaa, abab, baaa, baba, aaaa, bbbb, ababab, bababa], negative example: [aaa, bbb, ab, ba, a, b, abbb, baaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*b*)*a*a*a,"positive example:[aaa, abbaaa, aaaaaa, abbaaaba, babaaa, aabaaa], negative example:[abaaabbb, abbba, aabaa, baaa, ababa, bbbaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+(a|b)*aaa,"positive example:[ababaaa, bbabaa, abaabaa, abbaaaa, abaaa, babaabaa, baaabaaa, abaaaaaa, baabaa, abbbbbbbbaaa]  
negative example:[aa, bbabb, aabaaabab, bbabba, bba, baaabb, abbaabb, abbab, baabb, bbaababaa]"
Odd number of b's,(a*ba*b)*a*ba*,((a|b)*|(a|bb)*)*b((a|bb)*|(a|b)*),"positive example:[b, ab, bb, aabaa, aabbb, abb, bab, baba, babbab, abba, ababb]  
negative example:[aa, a, ba, bbaa, bbb, aba, abaa, aaa, baa, bbba]"
even prefix,(ab|ba)*,(ab|ba)*(ab|ba|aa|ab)*,"positive example:[baba, , ababab, baaa, ab, aaba, abba, baab, ba, abab, aa],negative example:[aaa, abb, aba, bab, aab, bbabbaa, bbb, baa]"
A valid comment (Sipser 1.22b),/#(/|a|b|##*(a|b))*##*/,(/#((a|b|/)#*)*#/)*,"positive example: [/#/#/, /#a#/, /#b#/, /##/, /#a#a#/, /#b#b#/, /#a#b#/, /#b#a#/, /##/#/]
negative example: [/a#/, //#/, /#a/, /b#/, /#a#/b/, /#/#a#/, /#b/a#/, //##/]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01*0*)*|1*(10*1*)*,"positive example: [00, , 11, 010, 1001, 0110, 1010, 001100, 110011], negative example: [001, 110, 0101, 1011, 10001, 1110]"
even prefix,(ab|ba)*,(a|b)*(a|b)*,"positive example:[aa, a, b, ab, ba, bb, aaa, abb, bab, bba, aab],negative example:[c, ac, bc, abc, aabc, bbaac]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0?)|1|(0(0|1)*0)|(1(0|1)*1),"positive example:[0, 1, 00, 0100111010, 1000101, 1011, 11101]

negative example:[011101, 000101, 100010, 111010, 10110, 01001]"
Every b followed by two or more a's,(a|baa)*,(a|b|baa+)*,"positive example:[aa, , bb, a, b, baa, baaa],negative example:[ba, ab, aaa, bbb, aab]"
even prefix,(ab|ba)*,(ab|ba|aabb|bbaa)*(aa|ab|ba|bb)*,"Positive example: [aa, bb, abaa, baba, aabbaabb, bbaabb, abab, abbb, baaa, baab, abbaa, bbaaba]  
Negative example: [aaa, bbb, aab, abb, baa, bab, ba, ab]"
At least one a followed by one b,a+b,[a]*b,"positive example:[b, ab, aab, aaab, aaaab], negative example:[a, bb, aabb, bab, bbb]"
Odd number of 1s,0*10*(10*10*)*,(0*10*)*0*10*,"positive example: [010, 0010, 0100, 110, 100, 0010010]  
negative example: [00, 111, 000, 011, 101, 001]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*|0(0*1*)*0,"positive example:[0, 0000, 010, 0010, 001100, 00011000]  
negative example:[1, 10, 111, 1001, 011, 010110]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab]*a{3},"positive example:[aaa, baaa, bbaaa, aabaaa, abaaaa, aaaaaaaaa, abbabaaa]  
negative example:[aa, aabba, abaa, abab, aaab, abb, baa, bbb]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a*)|(b+a*))*,"positive example:[aa, , bb, b, aaa, bba, ba, abba], negative example:[ab, abb, aab, bbba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*|b*|baa)+b+,"positive example: [babbbaaab, baaabb, aabbb, baabbbb, baaab]  
negative example: [aaba, bbbaba, baa, aaa, abba, b]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),[01]*[10]*,"positive example: [00, 01, 0110, 10, 110, 1110]  
negative example: [101, 0011, 10101]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a)+|b+a*)*,"positive example:[aa, b, baa, baaa, aba, abaa, aaa, baba], negative example:[aab, bbab, abaab, babb]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b|bab)*(bab)*,"positive example:[aa, , bb, bab, abab, bbab, abababbab, babbab], negative example:[aba, aab, bba, ababab, abba, baa, b]]"
At least one a followed by one b,a+b,(a*)(b{1}),"positive example:[ab, aab, aaab, b]  
negative example:[aa, bab, baa, abb, aabb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(a|b)*(aaa),"positive example:[baaaaa, babaaa, bbaaabaaa, bbbaaa, bbbbaaa, bbbabaaa, bbabaa, bbbbabaaa],  
negative example:[aaaa, bbbb, bab, abbba, baaa, bbb, babb, aaabaa]"
Odd number of 1s,0*10*(10*10*)*,(0|1)*,"positive example:[0, 1, 01, 10, 001, 110, 101, 111, 000, 010], negative example:[2, 01a, 10b, 012, a0, 1c0, 0a1, b01, 1102, 00x]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)|(b|a))(a|b)*(a)(a)(a)(a*),"positive example: [aaaaaabaaa, abaaa, baaabaaa, aaaabaaa, aaabbbaaa, aabaabaaa, baabbbaaa, babaabaaa, bbaaa, aaaabbaaa, aabbaaa, baaabbaaa, babbaaa, baaaaabaaa, baaaabaaa, abaaabaaa]

negative example: [bb, ab, aaaba, aaaabbb, aaaaaab, aaabb, aabaa, aabb, baaabbb, baaaaab, baabb, babb, aababaa, babaaaba, baaab]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,aa*|(a?|b)*(a|b?)*,"positive example:[aa, a, b, aba, baa, abb, abbb, aaab, ab, aab], negative example:[c, ac, abc, cab, x, bac, acc, babc, abcd, y]"
At least one a followed by one b,a+b,a(a|b)*b,"positive example: [aab, abaabbbab, ab, abb, aabb, abbb]  
negative example: [bbbab, baa, aaaba, abbbaba, abaa, a]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)*|(0+(1*0*)*0+)*)*,"positive example: [00, , 11, 101, 010, 111, 000]

negative example: [012, 1101, 0010, a, 10b]"
