Short Description,regex,Attempt Regex,ChatGPT Output
Every b followed by two or more a's,(a|baa)*,a|baa,"positive example: [a, baa]  
negative example: [bba, aa, ab, b, bbb, baabb, baaaa, bababbaa, babb, baaab, baaba, ba]"
Every b followed by two or more a's,(a|baa)*,"[ab]a{2,}","positive example:[baa, aaaaa, baaa, aaaa, aaaaaa, aaa]  
negative example:[abb, aa, , bba, aba, a, b, bbb, aaaaabaaba, aaabbb, aaab, aabb, baaaabaaba, baab, baba, babb, aaba, baabbb, ba, bbaa, ab, bb, bab, abbb]"
Every b followed by two or more a's,(a|baa)*,"([ab]a{2,})*","positive example:[aaa, baaa, aaaa, baaabaaa, aaaabaaa],negative example:[aa, ab, bbb, aaba, baab]"
Odd number of 1s,0*10*(10*10*)*,(0*1(11)*0*),"positive example: [11, 110, 01110, 11110, 0111110, 00110, 0011110]  
negative example: [10, 111, 000, 1101, 1111, 101, 0011, 000111]"
Odd number of 1s,0*10*(10*10*)*,0*10*(10*10*),"positive example:[100110, 0101010, 100100],negative example:[010, 1000, 111, 00000, 11010]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(bb)*,"positive example: [baabb, bbbbb, aab, aabbbbb, ab, baa, babb, babbbb, abb]

negative example: [bb, bbbab, aa, bbbaa, bbababb, bbaaa, bbbbba, bbbba, aabaabbb, aba, abbb, baabba, aabb]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*|bb|ba*b),"positive example:[b, bba, aabaaa, abb], negative example:[aaa, ab, babaa, bbbbb]"
Length 1 or More,(0|1)(0|1)*,(0|1)+(0|1),"positive example:[00, 01, 10, 11, 000, 111, 010, 101],negative example:[0, 1, 00000, 111, 0110]"
Every b followed by two or more a's,(a|baa)*,ba+a+,"positive example:[baa, baaa, baaaa], negative example:[aaa, bba, baba, babb, b, bbb, baaba, ababb, baab, baaaabb, ba]"
Every b followed by two or more a's,(a|baa)*,a|(baa+)*,"positive example:[a, baaaabaa, baabaa, baa, baaa, baaabaa], negative example:[baabba, bb, aaa, abb, babbb, aba, baaba, aab, bababaa, baabbb, baaaab, b, ba]"
Odd number of b's,(a*ba*b)*a*ba*,([a]*[b][a]*)([a]*[b][a]*[b][a]*)+,"positive example:[bab, ababab, aaabab, abaabab], negative example:[bbbba, abb, baaa, ababaa]"
Length 1 or More,(0|1)(0|1)*,(00*1*|10*1*),"positive example:[0, 1, 01, 001, 011, 0001, 1001, 00001]  
negative example:[00, 10, 111, 110, 01000, 00010, 10010]"
Length 1 or More,(0|1)(0|1)*,(00*1*|10*1*|01*0*|11*0*),"positive example:[00, 11, 01, 1110, 00111, 00001, 0, 1, 01000, 0110, 11000, 10111, 10001, 10]  
negative example:[101110, 100010, 110111, 110001, 111101, 00100, 011101, 010100, 010001, 10101, 001110, 000010]"
Every b followed by two or more a's,(a|baa)*,(ba+a+a*)*,"positive example:[b, ba, baa, baaa, baabaaa, baaaabaaa], negative example:[a, ab, bb, baba, baaab, abb, baabab]"
Length 1 or More,(0|1)(0|1)*,(0*1+)*(1*0+)+,"positive example:[110, 000110, 1110, 0010, 0101110]  
negative example:[011, 000111, 100, 000, 1111]"
Length 1 or More,(0|1)(0|1)*,(0*1+)+(1*0+)+,"positive example:[00110, 010100, 11100010], negative example:[000, 1001, 10100]"
Length 1 or More,(0|1)(0|1)*,1+0+,"positive example:[10, 110, 1110, 100], negative example:[00, 01, 111, 101, 10001, 010, ]"
Length 1 or More,(0|1)(0|1)*,1+|0+,"positive example:[000, 111, 0, 1, 00, 11, 0000, 1111],negative example:[, 01, 00010, 1000, 1110, 1011, 00011, 010, 110, 101]"
Length 1 or More,(0|1)(0|1)*,0*1+0*1*0*|1*0+1*0*1*,"positive example:[011, 10, 10010, 111, 001, 1010, 00110, 1, 010, 0110]  
negative example:[1100, 0010, 10011, 0101010, 110110, 0001100, 101010, 0111, 01101, 1011]"
Length 1 or More,(0|1)(0|1)*,0*1+0*|1*0+1,"positive example:[111, 101, 01000, 01110, 111001, 0001, 10]  
negative example:[, 000101, 1000100, 1000111, 1011, 1010, 01000100, 01000111, 011101, 0, 0101, 111010, 111011]"
Length 1 or More,(0|1)(0|1)*,0*1+0*|1*0+1*,"positive example:[0011000, 11, 10010, 0110, 111111, 00010, 101, 000011111],negative example:[1100, 010101, 0001110100, 11111000000, 010010, 1010001, 11001, 11100111]"
Odd number of b's,(a*ba*b)*a*ba*,(a*|(bb)+)*b(bb)*,"positive example:[b, bb, ab, aab, abb, bbb, bab, bbbbb, abbbb]  
negative example:[a, ba, aaa, ababb, bba, baaa, aababbab, bbbb]"
Length 1 or More,(0|1)(0|1)*,10*|01*,"positive example: [10, 1000, 01, 01111], negative example: [110, 001, 101, 10a, 0001]"
Length 1 or More,(0|1)(0|1)*,1,"positive example:[1], negative example:[0, 00, 01, 10, 11]"
Odd number of b's,(a*ba*b)*a*ba*,a*(ba*ba*ba*),"positive example:[baaabaaa, bababa, aababababaa],negative example:[ab, baa, aabbaa, bb, abab, aabbaa, bba]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*bb)*,"positive example:[bab, ab, bbbab, aab, abb], negative example:[bba, bb, aaa, babba, baab]"
Length 1 or More,(0|1)(0|1)*,(0*101*)+|(1*010*)+,"positive example:[010101, 10101, 1101010, 1110101, 000101, 0101010, 11101, 001010101, 010, 0010101010, 101]  
negative example:[111, 011, 100, 000, 001, 0100110, 0101110, 0100101, 10011, 1011000, 1101101]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b(bb)*)((a*b(bb)*)(a*b(bb)*))*,"positive example:[baaabb, bbb, aababb, babab, bbab]  
negative example:[bba, baaaba, babbb, baaa, bab, aabb, bbbb]"
Odd number of b's,(a*ba*b)*a*ba*,(abab)*(a|bb)*b(a|bb)*(abab)*,"positive example: [abab, ababb, baba, ab, babbbaabbbab, bab, bababbabb, abbb, baa, babbab, abba, babbaa, ababbabaabaa, ababb, ababaaa, abaababbab, babaa, babaaaabbabb, abababaabbb, ababa, ababbb, abbbabaa, bbaa]  
negative example: [ababbbabaaa, abaababbababa, abaababbbbab, abbbab, abaababaaa, abaababab, aba, ba, ababbbaaabab, babb, abaababaab, abaababba, ab, abaa, abaabbababbb, abaabbbb, abaabababa, ababbba, ababaaaababa, abaabab, abb, ababaaaab]"
Odd number of b's,(a*ba*b)*a*ba*,a*(bab)*(a|bb)*b(a|bb)*a*(bab)*a*,"positive example: [babba, bbbababa, baabababa, bbababa, baabba, aab, bababa, bbbabbaba, bbbbababa, baaa, bbbbab, babbba, babababa, bbabababa, bbbabababa]

negative example: [babaa, bab, baabaabb, baababb, baababbaa, aa, bbbab, baababbba, baababbabaaab, baaaaba, baabbb, baaabab, baababbbb, baabbab, babaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)b(b(a*)b(a*))*,"positive example: [ab, aabab, bbab, bab, aaab, abaab]

negative example: [aaa, bbaba, abba, baaab, aa, bbb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)b(b(a*)b)*(a*),"positive example: [bbba, bbb, bbaba, aabaaa]  
negative example: [bba, babaa, baaab, aabb, bbbb, babbbab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)b(a*)(b(a*)b)*(a*),"positive example: [bab, baa, bbb, baba, baab, abbbba, baaab]
negative example: [bbbba, aab, bbab, abba, aaa, baaaa, bbbabab]"
Odd number of b's,(a*ba*b)*a*ba*,(ba*a*)(ba*a*b)*,"positive example:[bb, baa, baab, baabab, bbbbb, baababb, baabaa, baabaabab, bbbbabba]
negative example:[a, ab, aa, abb, ba, bbaaa, bba, bbbaa, bbbbbbb, baabba]"
Every b followed by two or more a's,(a|baa)*,(a*(baa+)a*)*,"positive example:[, baa, baaabaa, aabaa, abaaabaa, aabaaaba, abaabaa, abaaaabaa]  
negative example:[abb, bb, aaa, ab, ba, abaaba, ababa, abaabbbc, aaabaa, aab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aaa(a)*,"positive example:[bbaaaaa, aaaaaaa, baa, baaaaa, abaaaa, abaa]
negative example:[aa, , aaa, bb, bba, a, bbaaaaab, b, bbaaabb, aaaba, aabaa, aaaaaba, aaaa, bbaabb, bbaa, bbbbb, bbabb, aaaaba, aaaaaaab, aabbaaa, aba, ababaaa, bab, bbbbbbbbb]"
Every b followed by two or more a's,(a|baa)*,a*(ba{2}a*),"positive example:[baa, baaa, baaaa, abaabaaa, aaabaaa]

negative example:[baaab, babaa, aabaa, aaa, bba, abaa, abab, bb, a]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*b{2})*a*,"positive example:[baabb, bbbbb, aabbb, abaabbb],negative example:[aa, bbbaba, aabaabbba, bbaa, bbabbaab, ababa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba*ba*)*a*,"positive example: [ab, aab, bb, bab, aabba, baabab]

negative example: [aa, bbaa, baa, abab, aaa, babb]"
Every b followed by two or more a's,(a|baa)*,b(aa)+,"positive example:[baaa, baaaaa, baaaaaaa]  
negative example:[aa, , ab, b, bbbbab, bbaa, baab, baba, baabb, babb, baaab, baaba, baaaab, baaaaab]"
Every b followed by two or more a's,(a|baa)*,(a*)(baa(a*))(a*),"positive example: [baa, baaaba, aabaa, aaabaaa, baaa, aabaaa]
negative example: [b, aaabb, ab, abaa, aa, baba, baa, baaa, baabab, aabba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(ab)(aaa)a*,"positive example:[babaaa, babaaaa, aabaa, aabaaa]

negative example:[, bababb, bab, aab, aabba, aabaaabaa, aabaaaaab, baab, baba, babbb, aababa, babaaaaab, babaabb, aa, aba, a, b, bbb, aabaa, aaaa, babaa, aaba, aabaaba, babaaabbb, ba]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*b(a)*b(a)*)*,"positive example:[babb, aabaaabbbb, bbb, aab, babaabaabb, bbbbab, bbab, aababb, abb, baabb], negative example:[bba, aa, bab, bbbba, babaabaabbb, aabaaa, aabaaabbb, bbbb, babbb, aabab]"
Every b followed by two or more a's,(a|baa)*,(a)*|((b)(aa))*(a)*|((b)(aa))*,"positive example: [aaa, , baaa, baabaaa, baabaa, baab, baa, baaabaa, baabaabaa]  
negative example: [bba, baba, baaaba, baaab, babb, bbbaabb, baaaaabb, baaaa, aba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab]{2}[a]*aaa,"positive example:[bbaaaaa, aaaaaaa, abaabaa, abaaaaa]
negative example:[aaa, aa, , bba, bb, a, b, aaaba, bbaaaaabbb, aaaaab, bbaaab, aaaa, bbaabb, bbbb, bbaa, aaba, bbabb, aaaaba, aaaaaaabaa]"
Every b followed by two or more a's,(a|baa)*,a*((b)(aa))*,"positive example:[aa, aabaa, aabaabaa, aabaaaa, aabaaaabaa], negative example:[bba, baaaa, baabb, baaab, aabbbaabb, aab, baababb, baababa, ba]"
Every b followed by two or more a's,(a|baa)*,a*|((b)(aa))*,"positive example:[aaa, , baabaa, a, b, aa, baaaa, baa, baaaaaa, baaaaaaa]
negative example:[baabba, bb, ab, baaab, aaabbabb, abaa, baababb, baababa, baabbb, ba]"
Every b followed by two or more a's,(a|baa)*,(a)*|((b)(aa))*(a)*,"positive example:[aaa, , baaa, baabaa, a, baa, baaaa, baaaaa, baababaa, baaabaaaa], negative example:[baba, baabba, babb, baaab, b, abaaba, abbb, aaab, baabbb, ba, bab, baaaba, ab, babaa, baabab]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(ba*b)*b,"positive example: [babb, bbbabb, aabaaabbbb, bbb, abb, aaab, abab, ab, baaabbb]
negative example: [bba, aa, bababb, babbb, baaab, bbba, aababaaaba, aba, aab, baaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,ab{2}(ab)*a{3},"positive example:[abbaaa, abbabaaa, abababaaa, abababababaaa],negative example:[aaa, , bb, ab, a, aab, abaaa, ababba, abbba, ababb, abbaa, abbbb, abbab, abbaba, abbaaaa, abbaabb, abbaaba, abbaaab, abbaaaaa, abbaaabb, abbaab, abbabb, ba]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a*ba*b)*,"Positive example: [ba, b, abab, baab]  
Negative example: [bab, ab, aabb, baa, abb, abba, bbbba]"
Every b followed by two or more a's,(a|baa)*,"(a*|ba{2,})","positive example:[a, aaa, baaa, baaa], negative example:[baba, baab, ab, b, bab, baaaab]"
At least one a followed by one b,a+b,a+a+a+b,"positive example:[aaab, aaaab],negative example:[abb, bb, aa, , aba, a, aaabb, aaaaa, aabbb, aaabab, aaabba, aaabbb, aabaaba, aaaaabaa, ba, aaaaab]"
Every b followed by two or more a's,(a|baa)*,(baaa*),"positive example: [baaa, baaaa, baaaaa, baaaaaa], negative example: [b, ba, baa, aaa, bab, ab, aa, babaa]"
Every b followed by two or more a's,(a|baa)*,(a*|(baa)),"positive example:[aaa, , baa, a, aa], negative example:[abb, bba, ab, b, bbb, baaaa, baabb, baba, baaab, babb, baaba, aaababbaa, ba, babaa]"
Every b followed by two or more a's,(a|baa)*,a*baa(a*),"positive example:[baa, abaa, aabaaa, aabaa, aaabaaa],negative example:[baabb, baba, aa, babb, baaba, aab, aabbaaba, bbbb, baaaab, ba]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)(b)(a*|(b(a*)b))a*,"positive example:[ba, bbaa, abbb, bbbabaa]  
negative example:[bbab, aabba, abababa, aaa, baaa]"
Every b followed by two or more a's,(a|baa)*,(a|(baa+)),"positive example: [a, baa, baaa, baaaa], negative example: [aaa, abb, bba, aba, b, bbb, baaaaba, baab, baba, baabb, babb, aabaabb, ba]"
Every b followed by two or more a's,(a|baa)*,(baa+a*)*,"positive example:[baa, baaaa, baaabaa, baaaaabaaa, baaa]
negative example:[a, aaab, ba, bab, bba, baabab, baaaaabb, baaab]"
Every b followed by two or more a's,(a|baa)*,((a|b)aa)*,"positive example:[, aaaaaa, baabaa, aabaa, baaabaaa, baaabaaaaa]  
negative example:[aa, baba, babb, aaba, aaaabaaba, aaaabbb, aabb, aaaa, baab, baabbaaba, baabbbb, ba, ab, aabbaaa, bbaaa]"
Every b followed by two or more a's,(a|baa)*,((a|b)aa+a*)*,"positive example: [aaaaabaa, baaaabaa, aaabaa, baabaa, aaaaaa, baaaa, aaaabaa]

negative example: [aaaba, aaaaabb, abbb, aaab, bbabaa, aabb, bbbb, baab, baaaabb, baba, babb, aaba, baaba, ababaa]"
Every b followed by two or more a's,(a|baa)*,(a)*(b)(a)(a),"positive example: [aabaa, baaa]  
negative example: [baabb, baaaa, baba, aa, baaab, babb, aabbbabb, baaba, aab, bbaa, ba]"
Every b followed by two or more a's,(a|baa)*,(a)*|(baa)+,"positive example: [aaa, , baabaa, a, baa, baabaa, baabaaaa, baaaa, baabaabaabaa]  
negative example: [baba, baabb, baaaa, abb, babb, baaab, aba, b, baaba, bbabaa, aaab, bbbb, ab, aab, babaa, baaabb]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*)+baa+(a*)b,"positive example:[aabaab, baaaab, baaaab, aabaaab, aaaaaba, baaab]
negative example:[baabba, bba, aa, bbb, aab, baabb, baba, babb, aaba, aabaaaa, aabaaaabaabbaa, baabab, baabbb, baa, abaa]"
Every b followed by two or more a's,(a|baa)*,(a)+(baa)+|(a)+,"positive example:[aaa, aaabaabaa, a, aaaaaaaaa, aabaa, abaa]
negative example:[abaababa, abb, , aaabaababb, ab, aaabaaba, abaaa, abaabbb, abaaab, abaabba, bbaabb, ba, b, bbb, bb, baa]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*|(a)*,"positive example: [aa, , aabaabaa, a, aaa, aabaaa]

negative example: [baaaa, baabba, bb, aaba, aab, aabaaabaabb, baababb, baababa, baabbb, baa, abaa, abab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*|b*)(baa)(a*|b*)b,"positive example:[baaab, bbaaab, abaaab, baaaaab, baabbb, bbbaaab]  
negative example:[aaa, ab, bab, b, baa, aaababaabba, abbb, bbba, abaaba, abaaabb, abaaabab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)(b)(a*|(b(a*)b))(a*),"positive example: [b, bba, aaabb, bbaaab, aba, bb, babb, aaab, aabaaabb]  
negative example: [baabaa, abaab, bbbab, a, aaabbaa, abb, ab, abba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+(a|b)+(a|b)+aaa,"positive example: [baaabbaaa, abababaaa, bbaaaabaaa, abaaabaaa, aabbbbbbaaa, aaaabbaaa, baaabaaa, aabbabbaaa, bbbbaaaaabaaa, abbabaaa, abbbbaaabaaa, abbaaaaabaaa, bbbbabaaa, bbaabbaaa, aabbaaabaaa, aaaabaaa]

negative example: [aaaabaaaa, bbaabbaaaaa, aa, bbaaabba, abaa, aabbb, a, b, abbaab, baaaab, bba, aab, b, aaa, aaaabbbb, bbbaab, bb]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|b{2})*,"positive example:[bba, abbb, bbab, bab, abb], negative example:[abba, babba, aab, bbbabaa, baaaa]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)+,"positive example:[baa, baabaa, aabaa, aabaabaa, baabaabaa]

negative example:[a, aa, abaa, baaa, abb, baab, baabba, aabaaa, aaba, aabbaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb)*a*b,"positive example:[a, aa, bba, abab, bbba, aaab]
negative example:[abb, aabb, b, baa, bbbaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ba|ab|aa|bb)+(aaa+a*),"positive example:[ababaaa, bbbbbaaaaa, abbaaaaa, aabbbaaaa, abababaaaaa, baabaaabaa, abaaaa, ababaaaabaaa, bbbaaaabaa, bbabbaaabaaa]  
negative example:[abababb, aabab, bbbabab, abbabbb, abaaaaba, babaab, aabaabb, bbabbaab, aaabaaaab, bbaabbb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*b)|b,"positive example:[bab, b, baabb, bbb, aaabbaab, abaabb, abbb, bbab]  
negative example:[bba, a, bab, baa, abbbb, abaab, aaab, bbbb, abbbbb, abbbaa, abbbab, abbaabbabbaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba*ba)*,"positive example: [ab, abba, aab, aabba, abbaba, aabbaba, ababbaba]  
negative example: [aaa, baaa, bab, aaab, bb, bba, abbaaa, abbb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b){2})aaa+,"positive example:[bbaaaa, aaaaaa, aaaa, bbaaa], negative example:[aaa, aa, , bba, bb, a, bbaaaaab, b, bbaaabb, aaaaaba, aaabaa, bbabbb, bbaabb, bbbb, bbaa, aaba, aaaaba, aaaaaaab]"
Odd number of b's,(a*ba*b)*a*ba*,(b(bb)*)|((a*)+b(bb)*),"positive example:[b, bb, bbb, bbbb, aab, aabb, aabbb, aaab, aaabb, aaaabbb]  
negative example:[bba, a, aa, ab, bbaaa, bab, aabbba, baa, aaaa, bbaa, abbb]"
Odd number of b's,(a*ba*b)*a*ba*,[a]*b(([a]*b){2})*,"positive example:[b, bb, bab, babb, bbab, baab],negative example:[abab, ba, abb, aaba, aaab, abba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((aa|bb|ab|ba)+aaa),"positive example: [aaa, bbaaa, aabaaa, baaaaaa, ababaaa, bbabbaaa, abbaaaa, baaaabbaaa, abbaaabaaa, bbaabaaa, abababaababaaa, abbaababaaa, aabbaaabaaa]

negative example: [ba, aabb, aaab, bbaab, abab, bbb, baaabaaa, abaabbaaa, aaaaaa, ababba, bbbaabbaaa, aaaaabbaa, aaababab, baaa, bbbbaaaa, ababbaa]"
Every b followed by two or more a's,(a|baa)*,"([a]+)|(b{1}a{2,})","positive example:[aa, aaaa, a, baaa],negative example:[bba, baba, , ab, babb, baaab, b, bbb, aaabaaba, abbb, baab, ba]"
Every b followed by two or more a's,(a|baa)*,(b(aa)+)*,"positive example: [baaa, baaaaaa, baaaaaaaaaa, baa, baaabaa], negative example: [aa, bba, baba, ba, bab, baaab, baaabaaa, baa, bbb, baaba]"
Every b followed by two or more a's,(a|baa)*,"a*(b)a{2,}","positive example:[baa, aaa, baaa, abaa, abaabaa, aaabaa]  
negative example:[b, ab, bb, a, bab, aab, bba, abba, baaab, aaba]"
Every b followed by two or more a's,(a|baa)*,"a*b{1}a{2,}","positive example: [aabaaa, bbaaaa, abaaa, bbbaaa]  
negative example: [baa, abb, b, baaa, aba, aab, aabaa, bbb, aa, ba, abaa]"
Every b followed by two or more a's,(a|baa)*,"a*b?a{2,}","positive example:[aa, baa, aaaabaa, aabaaaa, abaa], negative example:[bb, , a, ababb, aaaab, abbb, abba, aabb, aaba, abaababaa, abaabbb, abaaaab, ababa, ba]"
Every b followed by two or more a's,(a|baa)*,"(a*b?a{2,})*","positive example:[aaa, aabaa, baaaabaa, abaa, baabaa, aaaa, bbaaa]  
negative example:[abb, bb, aba, a, aab, aababb, aababa, aabbb, aabaaab, aabaab, aaaabbaabba, ba, ab, baa, baab]"
Every b followed by two or more a's,(a|baa)*,"(a+b?a{2,})*","positive example:[aaa, aaaa, aaabbaaa, abaaa, aabaaa, aabaaaa, aaabaaa, aabaa, aabaaabaa, abaaaa]
negative example:[b, abb, aa, aba, a, aabba, aabbb, aaaabb, aabb, aabaaaaab, aabaaabb, aaba, aababb, aabbbb]"
Odd number of b's,(a*ba*b)*a*ba*,b(a*bb)*,"positive example:[b, babb, bb, baaabb, babbabbb, babbab, bbbabb],negative example:[ba, bba, aa, a, baba, babbb, baaab, abb, bbaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b(a*bb)*a*|a*(a*bb)*a*b),"positive example:[babbbb, babba, bbabbab, babb, bbaaabbb, bbba, aabaaabb, bbb, bbbbab, bbabbb, bbab, abba, abab, bbabab, aabbb, bababab, baab, bbbaaa], negative example:[bba, aa, bbaaabaa, bbabbbb, baaabaabbaa, bbabba, bbbb, bbabab, bbbab, babbb, bbabb, aababbb, babab, babbab, aba, abaa, ba, baabab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa*|bb*)(aa*|bb*)aaaa*,"positive example: [aaabaaa, aaabbaaa, aaaaabaaa, bbaaaa, aaaaabbaaa, bbbbaaa, aaaabaaa, aaaabbbaaa, aabbaaa, abaa, baaaa, aaaaa, abaaa, aabbaaa, aaabaaa]

negative example: [aaa, aaabb, aabb, ba, a, b, baaa, aa, bbb, aaaab, aaaaabb, aaa, aaaba, aaaaabbaab, aab, aaaaba, abb, aba, aaababb, aaaa]"
Every b followed by two or more a's,(a|baa)*,"a*ba{2,}","positive example:[aabaaa, abaa, aabaa, baa, baaa, aabaa]
negative example:[b, aa, ba, a, aaa, ab, bba, abab, bb, aab]"
Every b followed by two or more a's,(a|baa)*,a*b(aa)+,"positive example:[baaa, abaaaa, aaaaaabaaaa, baaaa, aabaaa, abaabaaaa],negative example:[a, b, aba, baa, aabaa, aabb, abaa, ba, abb, bba]"
Every b followed by two or more a's,(a|baa)*,"(b{1}a{2,})","positive example: [baa, baaa, baaaa]  
negative example: [baabb, baba, bba, , ab, babb, b, bbb, aabbaa, baaaaba, baab, ba, baaab]"
Every b followed by two or more a's,(a|baa)*,"(b{1}a{2,})|a+","positive example:[aa, aaa, aaaa, baaa, baaaa]

negative example:[b, ba, baa, bba, bab, bb, aba, ab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)+(a|b)+aaaa(a)*,"positive example:[abaaaaaa, bbabbaaaaaa, baaaaabbbaaaa, abbaabbaaaa, aababaabaabaaaa, bbbaaabbaaaa, abababbaaaa, bbaaababbbaaaa, aaabbbbbbaaaa, bbaaaabbbaaaa], negative example:[aaa, bbaab, baabaa, abaaba, babaaaa, aaaaab, baaaaba, abbaab, aaaabaa, ababa, babb, aba, baa, abb, abaabaga]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*bb)*(bba*)*,"positive example:[aab, ababb, bbaabb, abab, aabb, abba, ba, aabbb, aabbaa, babbbba], negative example:[aa, bba, bbbbaba, ab, baa, babbab, baaa, abb, baab, bababab]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*bb)*(bba*)*a*,"positive example:[b, bb, bbbba, ab, abb, aabbb, bba, babbba, ba]
negative example:[baaa, aa, abbab, bababa, aaa, bbaab, aabbbba]"
Every b followed by two or more a's,(a|baa)*,"b?a{2,}","positive example:[aaa, aaaa, baaa, baaaa], negative example:[b, ab, abaa, baa, bab, bba, a, aa, abb]"
Odd number of b's,(a*ba*b)*a*ba*,[a]*b([a]*b[a]*b[a]*)*,"positive example:[b, ab, ababab, abbab, aabab, baaaab, bababab, aaabbb]  
negative example:[aaa, aabba, baa, bbb, abba, abab, babaa, aabb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab][ab][ab]*(a)(a)(a)[a],"positive example:[aaabaaaaaa, bbaaabbaaaa, bbababaaaa, abbbaaaaa, baaaabbaaaa, aaabaabaaaa, aaaaababaaaa, abaaaaaa, aaaabbaaaa, aaaaabbaaaa, bbaabaaaba, abbaaabaaaa, aaabbbaaaa, abababaaaa, baaaabaaaaa, bbbabaaaaa]

negative example:[baaa, abaaa, aaabab, bbaba, aaabbb, b, bbaaabb, ababab, ababaaaa, bbaaaa, aaba, bbaaab, bbaaabaaaa, aaaaba, ba, baaaaa, aaaaa, bbbbb, bbaaaba, a, aaaaaabaa, aa, aaabbbaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab][ab]*(a)(a)(a)[a],"positive example:[baaabaaaa, abbaaaa, bbabbaaaa, aaaaaabaaaa, baaabbaaaa, ababaaaaa, aabbaaaa, baaabaaaa, abaaabaaa, abbbaaaaa, aaabaaaa, aaabaaaaa, baabbaaaa, aaaaabaaaa, abaaabaaaa, aaaaaaabbaaaa, abbabaaaa, abaabaaaa]

negative example:[aaabaa, abb, abbaa, bbaabaaa, baabaa, babo, abbaaab, baaaaba, baba, abaaaa, baaabbaa, bbaabaa, ababa, aabaa, abba, abbb, baaabaa, aabaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*b)*b,"positive example:[b, abb, aaab, aaabbaab, ababbbab, aabbab]
negative example:[ba, aab, abba, babaa, aababb, aaaa, aabbb]"
Every b followed by two or more a's,(a|baa)*,b(aa)[a]*,"positive example:[baaa, baaaa, baaaaa]
negative example:[bba, baba, baabb, ab, babb, b, bbb, baaba, aaabba, baaaab, ba]"
Every b followed by two or more a's,(a|baa)*,(b)?(aa)[a]*,"positive example:[baa, aaa, aaaa, aaaaaa],negative example:[abb, bba, , a, bab, b, aab, bbb, aaaaba, abaabba, aabb, baab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb+)aaa+,"positive example:[aaa, bbaaa, bbbbaaa, aaaaa, bbaaaa, bbbbaaaaa],negative example:[bba, aa, , abb, aba, a, b, bab, baa, aaaba, aaabb, aabaa, aabbb, aaaaaaabb, aaaaaaaba, aaaabb, aaaaab, bbbbaa, bbbb, bbab, aaaaba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab+)aaa+,"positive example:[abbaaa, abbaaaa, abaaa, abbbbaaaa], negative example:[aaa, aa, abbb, baaaa, ab, abbabaaa, aabaa, ababab, b, abbbabaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab)(a|b)*aaa,"positive example:[ababaaa, abbbbaaa, abababaaa, abaaabaa, abbaaa, abaaaaaaa, abaaa, abbaabaa],negative example:[b, bbab, aabba, ba, aaaaa, abaaaa, abb, baa, abbaabba, abaabab, abba]"
