Attempt Regex,ChatGPT Output
a|b(a*|ab*ab*),"Positive example: [ ""a"", ""b"", ""baa"", ""bab"", ""baab"", ""babb"", ""baaa"" ]

Negative example: [ ""bb"", ""ba"", ""aba"", ""bba"", ""babaa"" ]"
(b(a)*(bb)*)*,"positive example: [ """", ""b"", ""ba"", ""baa"", ""bbb"", ""bab"", ""babb"", ""babbb"", ""baabb"", ""babbba"", ""babba"" ]

negative example: [ ""a"", ""ab"", ""baab"", ""bba"", ""bbba"", ""babbaab"", ""abb"", ""abab"", ""abbb"", ""abbba"" ]"
(1(11))*,"Positive example: ['1', '111', '111111', '111111111', '']

Negative example: ['11', '1111', '1111111', '11112', '2111']"
(ab|ba)(ab|ba)*(aa|ab|bb|ba)*,"Positive example: [abba, abab, baab, baba, abaa, bbbb]

Negative example: [aabb, aaaa, bbaa, aa, bb, ba]"
a*|(ab)*|(ba)*,"Positive examples: ['a', 'aa', 'aaa', 'ab', 'abab', 'ba', 'baba', 'babaab', '']

Negative examples: ['b', 'aba', 'aab', 'abb', 'bba', 'bab', 'bb']"
(b+a)*,"Positive example: [ ""ba"", ""baa"", ""abab"", ""bba"", """" ]  
Negative example: [ ""abc"", ""aab"", ""cba"", ""abaac"", ""bbac"" ]"
1*(0+1+0*)|0*(1+0+0*)*,"Positive example: [100, 10, 000, 1110, 110, 0111, 0110, 0000]  
Negative example: [01, 101, 111, 010, 1001, 011, 1111, 1010]"
abaa*,"positive example: [abaa, abaaa, abaaaa]  
negative example: [aba, abba, aa]"
a*(b|(b((a*b{2})+a*))+)a*,"Positive example: ['b', 'bba', 'bbabb', 'aabbaa', 'aabbbbbbaa', 'bbba', 'aabbbba']

Negative example: ['aaba', 'bbb', 'abab', 'baaa', 'aaabab', 'abba', 'aaa']"
a*b*(b+ab+ba+b*)*b*a*,"Positive example: [ ""bbbb"", ""ababba"", ""aaabbbbbbaaa"", ""bbabab"", ""abaaa"", ""baaaaa"" ]

Negative example: [ ""abba"", ""aaaabbbbaaa"", ""bab"", ""abbb"", ""bababa"", ""abbbbabbaaa"" ]"
(01)*(10)*,"Positive example: ['0110', '01101010', '01', '10', '0110101010']

Negative example: ['00', '1110', '101', '011', '0101']"
"a*(b|bb{2,})*a*","positive example: [ ""a"", ""aa"", ""ab"", ""b"", ""abbba"", ""abbaaaa"", ""abbbba"", ""aba"" ]

negative example: [ ""ba"", ""aaab"", ""bbb"", ""bbab"", ""baba"", ""aabbb"", ""abbaab"" ]"
0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example: [ ""010101010101010101"", ""11111000001111100001"", ""00000011110000"", ""1001001001"", ""010101"", ""01"" ], negative example: [ ""111111"", ""001020"", ""010101c"", ""1010010"", ""0001100110"", ""110"", ""012345"" ]"
1+(11)*,"positive example: [ ""1"", ""111"", ""11111"", ""1111111"" ], negative example: [ """", ""11"", ""1111"", ""111111"" ]"
(0+1)*11,"positive example: [11, 011, 0011, 110011, 010111]  
negative example: [1, 10, 00, 1010, 0110]"
[0-1]([0-1])?([0-1])?,"positive example: ['0', '1', '00', '10', '01', '11', '000', '101', '011']  
negative example: ['0010', '1101', '1110', '1001', '1010', '0100', '111', '222']"
a*|baa*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""ba"", ""baa"", ""baaa""]  
negative example: [""b"", ""bb"", ""bab"", ""ab"", ""bba""]"
(b?)*b(a|b)*|(a|b)*b(b?)*,"Positive example: ['b', 'ba', 'bb', 'abb', 'bba', 'aaa', 'bbbb', 'aababbb', 'abbbb']

Negative example: ['aa', 'a', 'aaaa', 'bbaa', 'abab', 'aab', 'abbba', 'baaa']"
(b*(bb)*a*(bb)*)ba*,"Positive examples: ['bba', 'bbba', 'bbaaa', 'bbbaa', 'bbaab']

Negative examples: ['a', 'aba', 'baa', 'aab', 'bbbab']"
(01)*(10)*,"positive example: [ """", ""01"", ""0110"", ""010110"", ""01011010"" ]  
negative example: [ ""0"", ""1"", ""10"", ""011"", ""1010"" ]"
(01)|(01)*,"positive example: ['01', '0101', '010101', '01010101'],
negative example: ['0', '1', '011', '010', '1101']"
(((a|b)a*b)(a(a|b)a*ba)*)?,"positive example: [ """", ""ab"", ""baaab"", ""abaaaba"", ""babaa"", ""baaaababaaaba"", ""babaaaababa"" ]

negative example: [ ""a"", ""b"", ""aa"", ""bb"", ""ba"", ""aba"", ""abb"", ""aaaa"", ""babab"" ]"
(a*ba*)+(a*ba*ba*),"Positive example: [ ""aba"", ""ba"", ""ababa"", ""aab"", ""abaa"", ""bababaa"" ]

Negative example: [ ""b"", ""aaa"", ""aa"", ""bbb"", ""abaaba"", ""aabaa"" ]"
(((1*)?)|((11*)?))|((111*)?),"Positive example: ['', '1', '11', '111', '1111', '11111']  
Negative example: ['111111', '1111111', '11111111']"
(0+1+0+)*|(1+0+1*0+1+)*|1*|0*,"Positive examples: ['0', '1', '00', '111', '1010101', '1001', '0101', '000', '111110', '111000']

Negative examples: ['10', '0110', '0011', '10010', '1101', '01010', '1111011', '00101', '1012201', '1101010']"
"(a*ab{2,})*","Positive example: ['abb', 'aabb', 'ababbb', 'abbbbb', 'aaaabb']

Negative example: ['a', 'b', 'aa', 'aba', 'aabab']"
(a|ba|b)a*aaa,"Positive example: ['aaaaa', 'baaaa', 'baaabaa', 'aaaaa', 'abaaa']
Negative example: ['aaa', 'baaa', 'bbaaaa', 'aa', 'b']"
(a)*(ba)*((ba)*(ba)*)*,"Positive example: ['a', 'aa', 'baa', 'baba', 'abab', 'aabab', 'ababa', 'ababaa', 'aaaa', 'ba']

Negative example: ['b', 'ab', 'bb', 'aba', 'bbaa', 'babaab', 'aaab', 'abbaa', 'bab', 'babba']"
(a*(b)((a)*bb)*(a)*)|(a*),"Positive example: ['b', 'abab', 'abba', 'a', 'aaaaa', '', 'abbbbb', 'baa', 'ababba', 'aa']
   
Negative example: ['bb', 'ba', 'abb', 'bbb', 'ababa', 'bab', 'aaab', 'babba', 'baaa']"
(a*b*)a{3},"Positive example: [aaab, aaaa, abbaaa, aaabbb, bbaaa]

Negative example: [aabb, aabaa, baaaa, baa, aa]"
0*1*,"positive example: [01, 0011, 0, 111, 00001]  
negative example: [10, 110, 00010, 101, 0110]"
a(a+b)a(a|b)*,"Positive example: [aaab, aaaba, aaabb, aaabab, aaabaa]  
Negative example: [aaa, aab, aabbaa, abba, aaaaa]"
1+(11*),"positive example: [1, 11, 111, 1111, 11111]

negative example: [, 0, 10, 110, 100, 101]"
((aa)|(ab)|(ba)|(bb))*b,"positive example: [ ""b"", ""abb"", ""aab"", ""bab"", ""bb"", ""abaabb"", ""babb"" ]
negative example: [ ""a"", ""aaa"", ""bbbb"", ""aa"", ""baa"", ""abab"", ""bbb"" ]"
a*b*(ab+ba)*b*a*,"Positive example: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aab"", ""bba"", ""abab"", ""baba"", ""aaabba"", ""abbaba"", ""ababa"", ""aabbaabb"", ""bbabab"", ""ababba"" ]

Negative example: [ ""aa"", ""bb"", ""bab"", ""aba"", ""aabbaa"", ""bbbaaa"", ""aabab"", ""bbbaa"", ""baaab"", ""abba"", ""abaabab"", ""bbaabb"" ]"
(b|a)*baa*(b|a)b,"Positive example: [bbaab, abaab, ababb, aaaab, abaab]

Negative example: [abb, bab, aa, abaa, baa]"
(((a*)*b)*b)*((a*)+b),"positive example: [ """", ""b"", ""bb"", ""ab"", ""aab"", ""aabb"", ""abaa"", ""aaabb"", ""baabb"" ]

negative example: [ ""aaa"", ""bbbb"", ""abab"", ""baba"", ""baaa"", ""bbb"", ""aaaaa"" ]"
b(a|b)*,"positive example: [b, ba, bab, bb, babab, bbb, babbb, bababa, babbba]

negative example: [a, aba, aaa, ab, baab, aa, abab, abb, aaa]"
"[ab]*b?a{2,}","positive example: [aa, aab, baa, aaa, baaa, abaaa, aaba, abbaaa]  
negative example: [a, b, ab, bb, aba, bbb, aabb, bab]"
ab|ab*aaa,"positive example: [ ""ab"", ""aaaaa"", ""abaaa"", ""abaaaa"", ""abaaaaaa"" ], negative example: [ ""a"", ""b"", ""aa"", ""aaa"", ""ba"", ""baaa"" ]"
(a|bb)*b+a*,"positive example: [ ""ab"", ""bbbba"", ""abb"", ""bbba"", ""bbaaa"", ""bbbaaa"" ]

negative example: [ ""aa"", ""bbbb"", ""abba"", ""b"", ""a"", ""bbbbab"" ]"
0*(0+1*0+|1+0*1+)*0*,"positive example: [ ""00"", ""010"", ""1010"", ""000"", ""11011"", ""00100"", ""111001111"" ]

negative example: [ ""1"", ""10"", ""011"", ""111"", ""00101"", ""1011"", ""0011001"" ]"
aaa+,"positive example: [aaaa, aaaa, aaaaa]  

negative example: [aa, a, aaaaaa]"
(0(0|1)*0)|(1(0|1)*0),"positive example: [ ""00"", ""010"", ""100"", ""0110"", ""1010"", ""0010"", ""1110"", ""1100"" ],  
negative example: [ ""01"", ""10"", ""11"", ""1"", ""0"", ""111"", ""011"", ""101"", ""00"" ]"
aa*b*a*,"positive example: ['ab', 'aab', 'aaa', 'abba', 'aaabba', 'aaaaba']  
negative example: ['ba', 'bb', 'bba', 'aaaab', 'baa', 'aabb']"
(a*(bb(a*))*b)*,"Positive example: [b, abb, abbb, bb, aabbab, abbaabb, aabbbb, bbab, aabba]

Negative example: [aa, aaa, ab, abab, baa, ba, aba, bab, aaab]"
a*(b*aa)*a*,"positive example: [aa, aaaa, aabaaa, baa, abaa]

negative example: [aba, bbaa, ab, aabab]"
"a|ba{3,}","positive example: [ ""a"", ""baaa"", ""baaaa"", ""baaaaa"" ], negative example: [ ""b"", ""aa"", ""ba"", ""ab"" ]"
b*a*ba*b*,"Positive examples: ['bab', 'ba', 'bba', 'aab', 'babaa']

Negative examples: ['bb', 'aa', 'ab', 'baa', 'abba']"
(101)*|(010)*,"positive example: [ ""101"", ""101101"", ""010"", ""010010"", ""101101101"", ""010010010"" ]  
negative example: [ ""100"", ""011"", ""111"", ""1010"", ""0101"", ""101010"" ]"
(a*ba*b*b)*,"Positive examples: [ """", ""ab"", ""abb"", ""aab"", ""aabb"", ""ba"", ""babb"", ""aba"", ""abab"", ""ababb"", ""aaababb"" ]

Negative examples: [ ""b"", ""bb"", ""aaa"", ""a"", ""bba"", ""abbba"", ""aaabb"", ""bab"", ""abbb"", ""aaba"" ]"
0*|00*|11*|11*00*11*|00*11*00*,"positive example: [ ""0"", ""00"", ""1"", ""11"", ""110011"", ""0011"", ""1100"", ""000"", ""111"", ""1100110011"" ], negative example: [ ""10"", ""1110"", ""101"", ""100"", ""011"", ""0010"", ""1111"", ""1011"", ""00110"", ""11010011"" ]"
(aa|bb)*aaa+,"positive example: [aaaa, aaaaa, bbaaa, bbaaabbaa, aabbbaaa]  
negative example: [bbb, bbbaa, abba, aaaab, a]"
(aa|bb|ab)*,"Positive example: [ """", ""aa"", ""bb"", ""ab"", ""aabb"", ""abab"", ""bbaa"", ""aaabbb"", ""ababab"" ]  
Negative example: [ ""a"", ""b"", ""aaa"", ""b"", ""bab"", ""babab"", ""baab"", ""abba"", ""aaaabb"" ]"
1(1?)*|0*,"positive example: [ ""1"", ""11"", ""111"", ""0"", ""00"", ""000"", ""11111"", ""0"" ]
negative example: [ ""10"", ""01"", ""110"", ""100"", ""001"", ""101"", ""010"" ]"
1*|((0|1)1(0|1))*,"Positive example: ['111', '1', '', '010101', '0110', '1101', '1111']

Negative example: ['11a', '101', '210', '001', '010', '1001', '1110']"
001|110|10101,"positive example: [001, 110, 10101, 001001, 110110, 1010110101]  
negative example: [000, 111, 101, 1001, 0110, 010101]"
a*(b*aa)*a,"Positive example: [ ""a"", ""aa"", ""aaaa"", ""bbaa"", ""aaabaa"", ""aabaa"", ""aaa"", ""bbbaa"", ""abaa"", ""baa"" ]

Negative example: [ ""ab"", ""ba"", ""aab"", ""bb"", ""bbb"", ""aabbaa"", ""abab"", ""aaba"", ""bba"", ""abba"" ]"
(a|b)+b*aa+b+,"positive example: [abaaabba, aaaaab, baaaab, ababaaaab, baaaabbbba]  
negative example: [a, baa, abbaa, aba, bbbbb]"
(b*|a+ab*|aa+b*)(b*|aa*b*|a+ab*)(b*|aa+b*|a+ab*),"positive example: [ ""bbb"", ""aaaab"", ""aaba"", ""aabaaa"", ""ababab"", ""aaaaabbb"", ""aaabbbbb"", ""aabaaaa"", ""aaaab"", ""babbbbb"" ]

negative example: [ ""abba"", ""aaaa"", ""aababaa"", ""ababba"", ""baaaa"", ""bbaaab"", ""aaabab"", ""abab"", ""bababa"", ""baaaaab"" ]"
(a|b)?a*b(a|b),"positive example: [ ""ab"", ""aaaab"", ""bb"", ""bba"", ""aaab"", ""abab"" ]  
negative example: [ ""baaa"", ""aaaa"", ""baba"", ""bbb"", ""bbaa"", ""aa"" ]"
0*(1(11)*0)*,"positive example: [ """", ""0"", ""10"", ""110"", ""1110"", ""11110"", ""01110"", ""011110"", ""0011110"", ""00110"" ]

negative example: [ ""1"", ""11"", ""111"", ""01"", ""101"", ""1100"", ""1111"", ""001"", ""010"", ""11100"" ]"
(0|1)|(0*|1*),"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""000"", ""111"" ]

Negative example: [ ""01"", ""10"", ""0010"", ""1101"", ""011"", ""100"" ]"
((a*)|(ba(a)*)),"positive example: ['a', 'aa', '', 'ba', 'baaa']  
negative example: ['b', 'ab', 'bba', 'aab', 'bab']"
0*1*0*1*1*0,"positive example: [010110, 001110, 111110, 0100, 0000, 01110]  
negative example: [11101, 000, 1101, 10110, 0111, 1010]"
0|1|(01|10)*,"positive example: [ ""0"", ""1"", ""01"", ""10"", ""0110"", ""1001"", ""010110"", ""101001"", ""01"" ]

negative example: [ ""11"", ""00"", ""001"", ""110"", ""0101"", ""1010"", ""000"", ""111"", ""010101"" ]"
(0*1|10*|0*111+|111+0*|0*10*),"Positive examples: [1, 10, 011, 1110, 0111, 1111, 01, 000111, 110, 0000]

Negative examples: [1100, 1010, 11110, 1011, 1101, 00110, 0110, 000110, 11101, 01110]"
(1(11)*|0*)(1(11)*|0*)(1(11)*|0*),"Positive example: [111, 000, 11011, 10101, 111111]

Negative example: [1011, 1100, 0011, 1110, 0101]"
1|(0|1)*1(0|1)1*0*,"Positive examples: [  
  ""1"",  
  ""11"",  
  ""101"",  
  ""1110"",  
  ""11110"",  
  ""110"",  
  ""1100"",  
  ""1010"",  
  ""11010"",  
  ""111100""  
]  

Negative examples: [  
  """",  
  ""0"",  
  ""00"",  
  ""010"",  
  ""100"",  
  ""10100"",  
  ""111"",  
  ""1111"",  
  ""111111"",  
  ""0000""  
]  "
"ab*b?a{2,}","Positive example: ['abbbaa', 'abaa', 'abaaa', 'abaa', 'abbbbaaa']  
Negative example: ['ab', 'bbaaa', 'abba', 'abaaaab', 'abb']"
((0(1*0*)*0)|(1(1*0*)*1))*,"positive example: ["""" ,""0"", ""00"", ""11"", ""010"", ""11011"", ""000111000"", ""111010111"", ""011110"", ""10001""]

negative example: [""01"", ""10"", ""1010"", ""1110"", ""0001"", ""110001"", ""010010"", ""11111000"", ""11010"", ""010101""]"
a+b*a*,"Positive example: [aa, aba, abba, abaaa, aab]

Negative example: [b, ab, baa, baba, bb]"
0*1+0*,"positive example: [ ""10"", ""110"", ""1110"", ""100"", ""111110"" ], negative example: [ ""0"", ""011"", ""001"", ""00"", ""111"" ]"
(ab+ba)*(aa+bb)*,"Positive example: ['abba', 'abbaaa', 'abbaaabb', 'ababbaa', 'ababbaabb', 'bbaabb']

Negative example: ['abab', 'aabbab', 'ab', 'aaab', 'bbaa', 'bab']"
(a*b*)a{3}a*,"positive examples: ['aaabaaa', 'aaaa', 'aaaaaaa', 'aaabaa', 'bbaaaaaa']  
negative examples: ['a', 'aa', 'aabb', 'bbaaa', 'baa']"
"b*a{2,}","positive example: [aa, baa, baaa, aaa, bbaaa]  
negative example: [b, ba, bba, ab, a]"
(a+b)*(bb+bbb)*(a+b)*,"Positive example: ['abbb', 'babbaa', 'bb', 'aaaabbba', 'bbaab']
Negative example: ['aaaa', 'bbbb', 'bbbbba', 'ababa', 'b']"
1+0,"positive example: [10, 110, 1110]  
negative example: [00, 01, 111, 100]"
1*[11]*,"positive example: [1, 11, 1111, 11111, 111111, 1111111]  
negative example: [1110, 012, 0011, 101, 1101, 1100]"
(10|01)*(10|01)*,"Positive example: ['1010', '0101', '', '101010', '010101', '101001010', '01011010']
Negative example: ['11', '00', '1001', '0110', '101', '010', '1100']"
((0+1+0+)|(1+0+1+))*,"positive example: ["""" , ""010"" , ""101"" , ""010101"" , ""101010"" , ""010010"" , ""101101""]
negative example: [""00"" , ""11"" , ""0110"" , ""1001"" , ""00101"" , ""11010"" , ""1010""]"
[a-b]*[b]+a{2},"positive example: [bbaa, bbbaaa, aaabbbaa]  
negative example: [aaa, bba, aab]"
a*bb*a*bb*,"Positive example: ['bb', 'abb', 'bba', 'abba', 'abbabb', 'aabbaa', 'aabb']

Negative example: ['b', 'a', 'aaa', 'ba', 'abab', 'bbaa', 'ab']"
(0*1+0+)*(1*0+1+)*,"Positive example: ['10', '1001', '110', '101', '1100', '10010', '1110', '10101']

Negative example: ['01', '001', '1000', '1101', '000', '111', '0110', '0101']"
(01*01*)*,"Positive examples: ['00', '010', '0101', '001001', '010101', '0101101010']
Negative examples: ['1', '11', '100', '011', '1010', '0010']"
(ab*b)|(a*),"positive example: ['ab', 'abb', 'abbb', 'a', '', 'aa', 'aaa'],  
negative example: ['bb', 'abab', 'ba', 'bba', 'b']"
(b*(aa?))*,"positive example: ["""", ""b"", ""aa"", ""baa"", ""bba"", ""bbaa"", ""bbaaabaa"", ""bbbaaa"", ""aa"", ""bb"", ""bbbbaa""]

negative example: [""a"", ""aaa"", ""ab"", ""baaa"", ""abab"", ""aab"", ""abba"", ""abbba"", ""baaaa"", ""bbaaa"", ""babab""]"
(b)((a|b)(a|b))*,"Positive examples: [b, baa, bab, bbb, bba, baaab, babba]

Negative examples: [a, ba, bb, aba, baaa, ab, aa]"
0*0?|111*,"positive example: ["""" , ""0"", ""111"", ""1111"", ""11111"", ""00"", ""000"", ""0000"", ""00000"", ""00001"", ""01""]
negative example: [""10"", ""110"", ""101"", ""0111"", ""100"", ""1100""]"
(aaa|aba)*,"Positive examples: ['aaa', 'aba', 'aaaaaa', 'aaabaaa', 'abaabaaba', 'abaaba', '']

Negative examples: ['a', 'aa', 'abaa', 'aaaa', 'abaab', 'ba', 'aab']"
a*b*a*b*,"Positive example: [ ""aabb"", ""aaab"", ""b"", ""abab"", ""aaaabbb"" ]

Negative example: [ ""baaa"", ""bbaa"", ""aabbaa"", ""bbb"" ]"
(ab)*,"Positive example: ["""" ,""ab"", ""abab"", ""ababab""]

Negative example: [""a"", ""b"", ""ba"", ""aba"", ""abb""]"
(a+b*bb*)*,"Positive examples: ['a', 'aa', 'ab', 'abb', 'abab', 'aabb', 'bbb', 'aabbb', 'bbbb', 'aabbbbb']

Negative examples: ['baba', 'bba', 'baa', 'bbbaa', 'abaa', 'bbba']"
(((1+)+)|0)|0*,"positive example: [ ""1"", ""11"", ""111"", ""0"", ""00"", ""000"", ""10"", ""110"" ]

negative example: [ ""101"", ""100"", ""001"", ""011"", ""1101"", ""1110"" ]"
a*b(aa)*,"Positive examples: ['b', 'ab', 'aab', 'aaaaab', 'baa', 'abaa', 'aaaaabaa']

Negative examples: ['a', 'abba', 'ba', 'aa', 'bba', 'abab', 'aabaa']"
(a(a+b)a),"Positive example: ['aaa', 'abaa', 'baaa', 'abaaa']  
Negative example: ['aaaa', 'aab', 'baba', 'aa', 'ab', 'ba']"
a*(b(bb)*)*a*b(bb)*a*,"Positive example: [ ""a"", ""b"", ""ab"", ""aab"", ""abb"", ""babba"", ""aaabbba"", ""bbaaa"", ""abba"", ""abbba"" ]

Negative example: [ ""ba"", ""bbba"", ""baa"", ""bab"", ""aaabbb"", ""bb"", ""abab"", ""bbaa"", ""aabba"" ]"
0*1(0*|1)1,"positive example: [011, 1001, 1101, 101101, 0111]  
negative example: [0010, 1100, 1010, 1110, 10011]"
(a*b)*,"Positive example: ['ab', 'aab', 'b', '', 'aaa', 'abab', 'bbbb', 'aabaabab']
Negative example: ['ba', 'aba', 'bbab', 'aabbab', 'bab', 'aaaab']"
0*1*0*10*1*,"Positive examples: [ ""01011"", ""0010101"", ""11101011"", ""00011011"", ""0110"" ]

Negative examples: [ ""110110"", ""0110100"", ""100110"", ""001101"", ""101010"" ]"
(a|b)*b,"positive example: [b, ab, bb, aab, abb, bab, bbb]  
negative example: [a, aa, aaa, ba, aba, baa]"
((b)(a))*,"positive example: ["""", ""ba"", ""baba"", ""bababa""]  
negative example: [""a"", ""b"", ""ab"", ""baab"", ""bba""]"
a*(b+)*a*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""aaa"", ""abb"", ""bba"", ""aabb"", ""bbaa"", ""aabbaa"", ""aba"", ""baba"", ""ababa"" ]

Negative example: [ ""abab"", ""baab"", ""bbab"", ""abaabab"", ""bab"", ""abbbab"", ""baaa"", ""abba"", ""babba"", ""ababba"" ]"
1*(10|01)*(10|01)*,"Positive example: ['1010', '11001', '0101', '111001', '100101']

Negative example: ['111', '0000', '1100', '0011', '101101']"
"(a|b)*b*a{2,}","positive example: [aa, baaa, bbaaa, abbaaa, aabaaaa]

negative example: [b, ab, abb, baa, abab]"
((b)(a))+,"positive example: [ba, baba, bababa, babababa, bababababa]  
negative example: [a, b, abab, aa, bb, ab]"
a*|b(bb*|a*)*,"positive example: ['a', 'aaaa', 'b', 'bb', 'ba', 'bba', 'baaa', 'babab', 'bbbb']
negative example: ['ab', 'abbab', 'bbaa', 'babba', 'c', 'abbaa', 'aaaabb']"
(ab|ba|b)*,"positive example: [ab, ba, b, abab, bab, bba]  
negative example: [aa, aab, abb, a, bb, no_match]"
(a*b*(baa+)+a*b*)*b+,"Positive example: [  
""baaab"",  
""baaaab"",  
""aabaaab"",  
""aabaaaab"",  
""aabaaaabb""  
]

Negative example: [  
""ab"",  
""bbab"",  
""aab"",  
""babab"",  
""baa""  
]"
(0*1|10*|0*111+),"positive example: [ ""1"", ""01"", ""0001"", ""10"", ""100"", ""111"", ""0111"", ""0001111"" ]

negative example: [ ""0"", ""11"", ""00"", ""010"", ""110"", ""101"", ""0011"", ""1110"" ]"
a*(b*aaaa*)*,"positive example: [ """", ""aaaa"", ""baaaa"", ""aaaabaaa"", ""bbaaa"", ""aaaabaaaabaaaa"" ]  
negative example: [ ""aab"", ""aabaaa"", ""ababaaa"", ""babab"", ""aababaa"", ""baaaabaab"" ]"
(a|bb|b)*b,"Positive example: ['b', 'ab', 'bbb', 'abb', 'bbab', 'abbb', 'bab', 'babb', 'bbbbb']  
Negative example: ['a', '', 'ba', 'aa', 'abba', 'bbba', 'aabba', 'ababa', 'bbbba']"
ab*,"Positive example: [ ""a"", ""ab"", ""abb"", ""abbb"" ]  
Negative example: [ ""b"", ""ba"", ""bb"", ""aa"" ]"
a*(b+a)*(bb)*(b+a)*,"Positive example: ['aaabbbb', 'bbbb', 'abba', 'aabbbba', 'babbb']

Negative example: ['ababa', 'abbaa', 'bbbbab', 'aaaabbaa', 'bbaaa']"
(0*10*10*)*,"Positive example: [ """", ""10"", ""010"", ""1010"", ""001100"", ""000"", ""0001100"", ""101010"" ]

Negative example: [ ""11"", ""00"", ""0011"", ""101"", ""1001"", ""0110"", ""1110"" ]"
bb*b+,"positive example: [ ""b"", ""bb"", ""bbb"", ""bbbb"", ""bbbbb"" ]  
negative example: [ """", ""bbbbbb"", ""bbbbc"", ""c"", ""abab"" ]"
(0*|(01)*)*,"Positive examples: [ """", ""0"", ""00"", ""01"", ""0101"", ""010101"", ""001"", ""000"", ""0010101"" ]

Negative examples: [ ""1"", ""10"", ""011"", ""101"", ""0100"", ""1101"", ""0001"", ""1110"" ]"
a*ba*|a*bbb*a,"positive example: [ ""b"", ""ab"", ""ba"", ""aaab"", ""abba"", ""aabba"", ""bbbba"", ""aaabbaa"", ""bbba"" ]

negative example: [ ""bb"", ""a"", ""bbbaa"", ""aabbb"", ""baab"", ""abaa"", ""abb"", ""aabaaa"", ""babab"" ]"
0*1|1*,"Positive example: [0, 1, 00, 01, 10, 111, 0001]  
Negative example: [011, 1001, 1100, 0011, 0000]"
b*(a*|bb*),"positive example: [ """", ""a"", ""b"", ""ba"", ""bb"", ""bbb"", ""abba"", ""bbbb"", ""baaaaa"", ""bbba"" ]  
negative example: [ ""aa"", ""ab"", ""bab"", ""babab"", ""baa"", ""aab"", ""aba"", ""aaba"", ""bbab"" ]"
(0*10*1)*(01)*,"positive example: [ """", ""01"", ""101"", ""1101"", ""0101"", ""110101"", ""101101"", ""0010101"" ]

negative example: [ ""1"", ""0"", ""111"", ""000"", ""010"", ""1001"", ""1100"", ""0110"" ]"
ab*aaa,"positive example:[abaa, abaaa, abbaaa]  
negative example:[aaaa, ab, aab]"
(11)*0*(11)*0*1*0*(11)*,"Positive example: [ ""11011"", ""11011"", ""00011"", ""11110"", ""1100"", ""11011011"", ""1111011"" ]

Negative example: [ ""111"", ""001100"", ""111111"", ""1001"", ""110001"", ""011"", ""00001"" ]"
(1)+(01)+,"positive example: [101, 1101, 110101]  
negative example: [0, 11, 0101]"
a*b((ba|a)*b)a*,"positive example: [ ""bba"", ""abbaa"", ""baab"", ""baba"", ""aaaabba"", ""b"", ""aabab"" ]

negative example: [ ""ab"", ""abba"", ""baaa"", ""aaaab"", ""babaaa"", ""bb"", ""babbb"" ]"
(a|b)(a|b)aaa*,"positive example: [ ""aaaa"", ""baaaa"", ""abbaaa"", ""bbaaaa"", ""ababaaa"" ],  
negative example: [ ""aaa"", ""abcaaa"", ""bab"", ""bbb"", ""babab"", ""aaab"", ""cabaaa"" ]"
a*|(a*b*),"Positive example: ['a', 'aa', 'aaa', 'ab', 'aab', 'b', 'bb', 'aabbb']

Negative example: ['ba', 'abb', 'bba', 'bab', 'abba', 'baaa']"
"a|b{2,}a{3,}","positive example: [a, bb, bbaaa, bbbaaaa, bbaaaaaa, bbbbaaa]  
negative example: [b, ba, ab, baa, bba, bbaaaab, bbb]"
((001)|(10101)|(110)),"positive example: [001, 110, 10101]  
negative example: [100, 111, 000]  "
((1+0*1+)*|(0+1*0+)*)*|0|1,"positive example: ['101', '00', '1110', '0', '1', '0101', '1100', '010', '1001', '0110'],
negative example: ['1102', 'abc', '01020', '', '10a1', '1b1', '0c0', '012', '1100x', '01y10']"
(a*|b+)bb*|a*,"positive example: [ ""abb"", ""bbb"", ""babb"", ""a"", ""aaaa"", ""aa"", ""abbb"", ""bb"", """" ]  
negative example: [ ""bba"", ""bbba"", ""baa"", ""ba"", ""abc"", ""bac"", ""aba"", ""cab"", ""c"" ]"
(a*b*(aa)a*)*,"positive example: ["""", ""aa"", ""aaa"", ""aabaaa"", ""bbaaa"", ""aabaa"", ""a"", ""abaa"", ""aba"", ""abaaa""],

negative example: [""b"", ""ab"", ""bab"", ""ba"", ""bb"", ""abb"", ""abba"", ""baaa"", ""aab"", ""abab""]"
a*(b(aa)*)a*,"positive example: [aa, baa, baaa, abaa, aaaabaaa, baaabaaaa, aabaa]

negative example: [b, aab, abab, bb, ab, bab, aaba]"
(0)*(111)*(0)*,"positive example: [111, 0111, 1110, 0011100, 000111111000]  
negative example: [1, 0, 110, 101, 1111]"
aa(b*|ba),"Positive example: [ ""aab"", ""aa"", ""aaba"", ""aaaa"", ""aabbb"" ]

Negative example: [ ""ab"", ""aaa"", ""abab"", ""abba"", ""baaa"" ]"
(b?)*b*(b?)*,"Positive example: [ ""b"", """", ""bb"", ""bbb"", ""bbbb"" ]

Negative example: [ ""ab"", ""a"", ""aba"", ""baa"", ""bab"" ]"
